"DIVIPOLA","City_Municipality","ID_Deparment","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"5001","Medellin","5","Antioquia","5.610109776","-74.88681663","200","441","3","238","192","4","4","8","2885","0.003","0.018","0.435","0.009","0.009","0.007","0.0011842","0.540","0.454","5745.000","844475.000","2020-05-24 16:44:00"
"5030","Amaga","5","Antioquia","6.038808575","-75.70194607","1","1","0","0","1","0","0","0","5","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","31283.000","","2020-05-24 16:44:00"
"5034","Andes","5","Antioquia","5.656774852","-75.87879189","1","1","0","0","1","0","0","0","10","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","44199.000","","2020-05-24 16:44:00"
"5038","Angostura","5","Antioquia","6.885174591","-75.33511597","0","1","0","1","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","11536.000","","2020-05-24 16:44:00"
"5045","Apartado","5","Antioquia","7.883417406","-76.62596065","15","19","0","4","15","0","0","0","158","0.000","0.000","0.789","0.000","0.000","0.000","0.0000000","0.211","0.789","6723.000","","2020-05-24 16:44:00"
"5079","Barbosa","5","Antioquia","6.439226882","-75.33164423","1","1","0","0","1","0","0","0","7","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","54347.000","","2020-05-24 16:44:00"
"5088","Bello","5","Antioquia","6.334068836","-75.55466507","13","52","1","38","12","0","1","1","355","0.003","0.019","0.231","0.000","0.019","0.019","0.0018111","0.731","0.250","10618.000","552154.000","2020-05-24 16:44:00"
"5129","Caldas","5","Antioquia","6.091296966","-75.63361872","0","3","0","3","0","0","0","0","49","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","27808.000","","2020-05-24 16:44:00"
"5148","El Carmen de Viboral","5","Antioquia","6.084551516","-75.33536246","1","1","0","0","1","0","0","0","11","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","62581.000","","2020-05-24 16:44:00"
"5154","Caucasia","5","Antioquia","7.977362333","-75.19829033","1","1","0","0","1","0","0","0","126","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","95427.000","","2020-05-24 16:44:00"
