"DIVIPOLA","City_Municipality","ID_Deparment","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"5001","Medellin","5","Antioquia","5.610109776","-74.88681663","1611","2522","20","891","1425","156","27","183","2885","0.063","0.073","0.565","0.062","0.011","0.008","0.7894454","0.353","0.639","1005","126671","2020-07-03 16:34:00"
"5030","Amaga","5","Antioquia","6.038808575","-75.70194607","3","5","0","2","3","0","0","0","5","0.000","0.000","0.600","0.000","0.000","0.000","0.0000000","0.400","0.600","6257","","2020-07-03 16:34:00"
"5034","Andes","5","Antioquia","5.656774852","-75.87879189","0","1","0","1","0","0","0","0","10","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","44199","","2020-07-03 16:34:00"
"5038","Angostura","5","Antioquia","6.885174591","-75.33511597","0","1","0","1","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","11536","","2020-07-03 16:34:00"
"5042","Santa Fe de Antioquia","5","Antioquia","6.556533296","-75.82707907","7","7","0","0","7","0","0","0","25","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","3857","","2020-07-03 16:34:00"
"5044","Anza","5","Antioquia","6.302658359","-75.85444158","5","5","0","0","5","0","0","0","2","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","1434","","2020-07-03 16:34:00"
"5045","Apartado","5","Antioquia","7.883417406","-76.62596065","120","175","0","55","113","7","0","7","158","0.044","0.040","0.646","0.040","0.000","0.000","0.0000000","0.314","0.686","730","","2020-07-03 16:34:00"
"5051","Arboletes","5","Antioquia","8.850567734","-76.4270568","19","20","0","1","16","3","0","3","4","0.750","0.150","0.800","0.150","0.000","0.000","0.0000000","0.050","0.950","1526","","2020-07-03 16:34:00"
"5079","Barbosa","5","Antioquia","6.439226882","-75.33164423","6","13","0","7","5","1","0","1","7","0.143","0.077","0.385","0.077","0.000","0.000","0.0000000","0.538","0.462","4181","","2020-07-03 16:34:00"
"5088","Bello","5","Antioquia","6.334068836","-75.55466507","224","382","7","151","200","19","5","24","355","0.068","0.063","0.524","0.050","0.013","0.018","1.2677623","0.395","0.586","1445","78879","2020-07-03 16:34:00"
"5093","Betulia","5","Antioquia","6.115255594","-75.98451587","1","1","0","0","1","0","0","0","5","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","15896","","2020-07-03 16:34:00"
"5101","Ciudad Bolivar","5","Antioquia","5.850273232","-76.02150921","2","3","1","0","2","0","0","0","23","0.000","0.000","0.667","0.000","0.000","0.333","3.8004028","0.000","0.667","8771","26313","2020-07-03 16:34:00"
