"DIVIPOLA","City_Municipality","ID_Deparment","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"5001","Medellin","5","Antioquia","5.610109776","-74.88681663","718","1332","7","607","646","61","11","72","2885","0.025","0.054","0.485","0.046","0.008","0.005","0.2763059","0.456","0.539","1902","361918","2020-06-23 17:09:00"
"5030","Amaga","5","Antioquia","6.038808575","-75.70194607","1","3","0","2","1","0","0","0","5","0.000","0.000","0.333","0.000","0.000","0.000","0.0000000","0.667","0.333","10428","","2020-06-23 17:09:00"
"5034","Andes","5","Antioquia","5.656774852","-75.87879189","0","1","0","1","0","0","0","0","10","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","44199","","2020-06-23 17:09:00"
"5038","Angostura","5","Antioquia","6.885174591","-75.33511597","0","1","0","1","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","11536","","2020-06-23 17:09:00"
"5042","Santa Fe de Antioquia","5","Antioquia","6.556533296","-75.82707907","2","2","0","0","2","0","0","0","25","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","13501","","2020-06-23 17:09:00"
"5044","Anza","5","Antioquia","6.302658359","-75.85444158","4","4","0","0","4","0","0","0","2","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","1792","","2020-06-23 17:09:00"
"5045","Apartado","5","Antioquia","7.883417406","-76.62596065","47","71","0","24","46","1","0","1","158","0.006","0.014","0.648","0.014","0.000","0.000","0.0000000","0.338","0.662","1799","","2020-06-23 17:09:00"
"5051","Arboletes","5","Antioquia","8.850567734","-76.4270568","4","4","0","0","2","2","0","2","4","0.500","0.500","0.500","0.500","0.000","0.000","0.0000000","0.000","1.000","7628","","2020-06-23 17:09:00"
"5079","Barbosa","5","Antioquia","6.439226882","-75.33164423","7","10","0","3","7","0","0","0","7","0.000","0.000","0.700","0.000","0.000","0.000","0.0000000","0.300","0.700","5435","","2020-06-23 17:09:00"
"5088","Bello","5","Antioquia","6.334068836","-75.55466507","118","224","4","102","102","11","5","16","355","0.045","0.071","0.455","0.049","0.022","0.018","0.7244356","0.455","0.527","2465","138039","2020-06-23 17:09:00"
"5120","Caceres","5","Antioquia","7.578315451","-75.35235749","1","1","0","0","1","0","0","0","5","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","30356","","2020-06-23 17:09:00"
"5129","Caldas","5","Antioquia","6.091296966","-75.63361872","6","11","0","5","5","1","0","1","49","0.020","0.091","0.455","0.091","0.000","0.000","0.0000000","0.455","0.545","7584","","2020-06-23 17:09:00"
"5138","Canasgordas","5","Antioquia","6.759477684","-76.03220994","0","2","0","2","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","7776","","2020-06-23 17:09:00"
"5142","Caracoli","5","Antioquia","6.409854727","-74.75744944","1","1","0","0","1","0","0","0","1","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","4532","","2020-06-23 17:09:00"
"5147","Carepa","5","Antioquia","7.755116346","-76.65321034","253","344","0","91","252","1","0","1","11","0.091","0.003","0.733","0.003","0.000","0.000","0.0000000","0.265","0.735","149","","2020-06-23 17:09:00"
"5148","El Carmen de Viboral","5","Antioquia","6.084551516","-75.33536246","1","2","0","1","1","0","0","0","11","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","31291","","2020-06-23 17:09:00"
"5154","Caucasia","5","Antioquia","7.977362333","-75.19829033","4","4","0","0","3","0","0","0","126","0.000","0.000","0.750","0.000","0.000","0.000","0.0000000","0.000","1.000","23857","","2020-06-23 17:09:00"
"5172","Chigorodo","5","Antioquia","7.666300439","-76.6812164","21","22","0","1","18","3","0","3","31","0.097","0.136","0.818","0.136","0.000","0.000","0.0000000","0.045","0.955","2720","","2020-06-23 17:09:00"
"5190","Cisneros","5","Antioquia","6.537761957","-75.08720761","0","1","0","1","0","0","0","0","6","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","9936","","2020-06-23 17:09:00"
"5197","Cocorna","5","Antioquia","6.058306335","-75.18548101","0","1","0","1","0","0","0","0","2","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","14833","","2020-06-23 17:09:00"
"5212","Copacabana","5","Antioquia","6.348640545","-75.5093439","16","36","0","20","15","0","0","0","6","0.000","0.000","0.417","0.000","0.000","0.000","0.0000000","0.556","0.444","2273","","2020-06-23 17:09:00"
"5234","Dabeiba","5","Antioquia","7.00032194","-76.26297665","1","1","0","0","1","0","0","0","5","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","23509","","2020-06-23 17:09:00"
"5237","Donmatias","5","Antioquia","6.484469957","-75.39272406","4","6","0","2","3","0","1","1","3","0.333","0.167","0.500","0.000","0.167","0.000","0.0000000","0.333","0.667","3285","","2020-06-23 17:09:00"
"5250","El Bagre","5","Antioquia","7.597521794","-74.79909729","2","3","0","1","1","1","0","1","12","0.083","0.333","0.333","0.333","0.000","0.000","0.0000000","0.333","0.667","17949","","2020-06-23 17:09:00"
"5266","Envigado","5","Antioquia","6.167004552","-75.58301014","31","65","0","34","28","3","0","3","131","0.023","0.046","0.431","0.046","0.000","0.000","0.0000000","0.523","0.477","3726","","2020-06-23 17:09:00"
"5284","Frontino","5","Antioquia","6.776065912","-76.13076514","0","3","0","3","0","0","0","0","5","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","6900","","2020-06-23 17:09:00"
"5306","Giraldo","5","Antioquia","6.680808016","-75.95215756","2","4","0","2","2","0","0","0","1","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","1438","","2020-06-23 17:09:00"
"5308","Girardota","5","Antioquia","6.379613834","-75.44446221","1","1","0","0","1","0","0","0","4","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","54439","","2020-06-23 17:09:00"
"5313","Granada","5","Antioquia","6.142896667","-75.18444508","0","1","1","0","0","0","0","0","1","0.000","0.000","0.000","0.000","0.000","1.000","10.2417042","0.000","0.000","9764","9764","2020-06-23 17:09:00"
"5318","Guarne","5","Antioquia","6.278064077","-75.44165392","1","4","0","3","1","0","0","0","4","0.000","0.000","0.250","0.000","0.000","0.000","0.0000000","0.750","0.250","14540","","2020-06-23 17:09:00"
"5321","Guatape","5","Antioquia","6.232592707","-75.16229259","0","2","0","2","0","0","0","0","2","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","4355","","2020-06-23 17:09:00"
"5353","Hispania","5","Antioquia","5.799461575","-75.90658827","1","1","0","0","1","0","0","0","1","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","5591","","2020-06-23 17:09:00"
"5360","Itagui","5","Antioquia","6.169597629","-75.61435871","88","118","0","30","86","2","0","2","168","0.012","0.017","0.729","0.017","0.000","0.000","0.0000000","0.254","0.746","2458","","2020-06-23 17:09:00"
"5361","Ituango","5","Antioquia","7.17162903","-75.76467317","313","461","0","148","309","3","1","4","8","0.500","0.009","0.670","0.007","0.002","0.000","0.0000000","0.321","0.679","60","","2020-06-23 17:09:00"
"5368","Jerico","5","Antioquia","5.789747931","-75.78549855","0","1","0","1","0","0","0","0","2","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","13706","","2020-06-23 17:09:00"
"5376","La Ceja","5","Antioquia","6.028055744","-75.42943089","19","22","0","3","18","1","0","1","120","0.008","0.045","0.818","0.045","0.000","0.000","0.0000000","0.136","0.864","3106","","2020-06-23 17:09:00"
"5380","La Estrella","5","Antioquia","6.15841974","-75.64519038","31","43","0","12","29","2","0","2","3","0.667","0.047","0.674","0.047","0.000","0.000","0.0000000","0.279","0.721","1756","","2020-06-23 17:09:00"
"5425","Maceo","5","Antioquia","6.552116913","-74.78716148","1","1","0","0","1","0","0","0","4","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","8248","","2020-06-23 17:09:00"
"5440","Marinilla","5","Antioquia","6.172269255","-75.33947788","3","7","0","4","3","0","0","0","4","0.000","0.000","0.429","0.000","0.000","0.000","0.0000000","0.571","0.429","9699","","2020-06-23 17:09:00"
"5467","Montebello","5","Antioquia","5.946325567","-75.52351091","0","3","0","3","0","0","0","0","2","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","2214","","2020-06-23 17:09:00"
"5483","Narino","5","Antioquia","5.610774585","-75.17626132","1","1","0","0","0","1","0","1","5","0.200","1.000","0.000","1.000","0.000","0.000","0.0000000","0.000","1.000","9947","","2020-06-23 17:09:00"
"5495","Nechi","5","Antioquia","8.094128661","-74.77647012","4","6","1","1","2","2","0","2","9","0.222","0.333","0.333","0.333","0.000","0.167","3.6557725","0.167","0.667","4559","27354","2020-06-23 17:09:00"
"5604","Remedios","5","Antioquia","7.026094053","-74.69594426","1","1","0","0","1","0","0","0","6","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","29629","","2020-06-23 17:09:00"
"5607","Retiro","5","Antioquia","6.063379954","-75.50137516","1","2","0","1","1","0","0","0","12","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","12379","","2020-06-23 17:09:00"
"5615","Rionegro","5","Antioquia","6.14722409","-75.37676938","13","27","0","14","11","2","0","2","304","0.007","0.074","0.407","0.074","0.000","0.000","0.0000000","0.519","0.481","5296","","2020-06-23 17:09:00"
"5631","Sabaneta","5","Antioquia","6.150970181","-75.61558529","20","38","0","18","20","0","0","0","22","0.000","0.000","0.526","0.000","0.000","0.000","0.0000000","0.474","0.526","2315","","2020-06-23 17:09:00"
"5642","Salgar","5","Antioquia","5.96564031","-75.98204854","21","22","0","1","20","1","0","1","3","0.333","0.045","0.909","0.045","0.000","0.000","0.0000000","0.045","0.955","830","","2020-06-23 17:09:00"
"5647","San Andres de Cuerquia","5","Antioquia","6.916808512","-75.67473253","1","1","0","0","1","0","0","0","4","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","7281","","2020-06-23 17:09:00"
"5652","San Francisco","5","Antioquia","5.964079131","-75.10268697","0","1","1","0","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","1.000","16.9808117","0.000","0.000","5889","5889","2020-06-23 17:09:00"
"5659","San Juan de Uraba","5","Antioquia","8.759341801","-76.52879434","1","1","0","0","0","1","0","1","3","0.333","1.000","0.000","1.000","0.000","0.000","0.0000000","0.000","1.000","20950","","2020-06-23 17:09:00"
"5665","San Pedro de Uraba","5","Antioquia","8.276886664","-76.38057789","0","1","0","1","0","0","0","0","5","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","32147","","2020-06-23 17:09:00"
"5670","San Roque","5","Antioquia","6.485948936","-75.01915757","0","1","0","1","0","0","0","0","7","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","21597","","2020-06-23 17:09:00"
"5686","Santa Rosa de Osos","5","Antioquia","6.643326001","-75.46074502","1","3","0","2","1","0","0","0","6","0.000","0.000","0.333","0.000","0.000","0.000","0.0000000","0.667","0.333","12623","","2020-06-23 17:09:00"
"5697","El Santuario","5","Antioquia","6.137046858","-75.26584979","1","2","0","1","1","0","0","0","4","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","18303","","2020-06-23 17:09:00"
"5756","Sonson","5","Antioquia","5.714811641","-75.30939515","0","2","0","2","0","0","0","0","4","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","18313","","2020-06-23 17:09:00"
"5789","Tamesis","5","Antioquia","5.664466636","-75.71432069","6","7","0","1","6","0","0","0","4","0.000","0.000","0.857","0.000","0.000","0.000","0.0000000","0.143","0.857","2314","","2020-06-23 17:09:00"
"5790","Taraza","5","Antioquia","7.580120815","-75.40140596","5","6","0","1","5","0","0","0","5","0.000","0.000","0.833","0.000","0.000","0.000","0.0000000","0.167","0.833","4666","","2020-06-23 17:09:00"
"5837","Turbo","5","Antioquia","8.089116411","-76.72915844","96","129","2","31","95","1","0","1","51","0.020","0.008","0.736","0.008","0.000","0.016","1.5362045","0.240","0.744","1009","65096","2020-06-23 17:09:00"
"5854","Valdivia","5","Antioquia","7.16534","-75.43919844","5","5","0","0","5","0","0","0","4","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","2820","","2020-06-23 17:09:00"
"5873","Vigia del Fuerte","5","Antioquia","6.588119845","-76.89618698","11","11","0","0","11","0","0","0","3","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","857","","2020-06-23 17:09:00"
"5887","Yarumal","5","Antioquia","6.963872352","-75.41883314","4","4","0","0","4","0","0","0","37","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","10670","","2020-06-23 17:09:00"
"5890","Yolombo","5","Antioquia","6.594592434","-75.01335058","1","3","0","2","1","0","0","0","26","0.000","0.000","0.333","0.000","0.000","0.000","0.0000000","0.667","0.333","7834","","2020-06-23 17:09:00"
"8001","Barranquilla","8","Atlantico","10.97592682","-74.79525905","6434","9250","422","2394","5630","671","108","779","2591","0.301","0.084","0.609","0.073","0.012","0.046","33.1175201","0.259","0.696","138","3020","2020-06-23 17:09:00"
"8078","Baranoa","8","Atlantico","10.79488048","-74.91609981","250","324","10","64","213","33","4","37","218","0.170","0.114","0.657","0.102","0.012","0.031","14.9142431","0.198","0.772","207","6705","2020-06-23 17:09:00"
"8137","Campo de la Cruz","8","Atlantico","10.37924013","-74.88315173","5","8","0","3","3","2","0","2","16","0.125","0.250","0.375","0.250","0.000","0.000","0.0000000","0.375","0.625","2946","","2020-06-23 17:09:00"
"8141","Candelaria","8","Atlantico","10.46121723","-74.8799126","15","16","0","1","14","1","0","1","2","0.500","0.063","0.875","0.063","0.000","0.000","0.0000000","0.063","0.938","1075","","2020-06-23 17:09:00"
"8296","Galapa","8","Atlantico","10.919641","-74.8669381","406","521","20","95","390","14","1","15","5","3.000","0.029","0.749","0.027","0.002","0.038","29.8413930","0.182","0.779","129","3351","2020-06-23 17:09:00"
"8372","Juan de Acosta","8","Atlantico","10.83018223","-75.04079914","22","25","0","3","22","0","0","0","6","0.000","0.000","0.880","0.000","0.000","0.000","0.0000000","0.120","0.880","910","","2020-06-23 17:09:00"
"8421","Luruaco","8","Atlantico","10.61111642","-75.14224614","22","42","1","19","21","1","0","1","61","0.016","0.024","0.500","0.024","0.000","0.024","3.2988058","0.452","0.524","722","30314","2020-06-23 17:09:00"
"8433","Malambo","8","Atlantico","10.85628724","-74.77424057","562","955","57","336","501","54","6","60","52","1.154","0.063","0.525","0.057","0.006","0.060","40.8408925","0.352","0.588","146","2449","2020-06-23 17:09:00"
"8436","Manati","8","Atlantico","10.44896238","-74.95703499","13","20","0","7","11","1","1","2","1","2.000","0.100","0.550","0.050","0.050","0.000","0.0000000","0.350","0.650","1072","","2020-06-23 17:09:00"
"8520","Palmar de Varela","8","Atlantico","10.73858326","-74.75475789","59","122","1","62","52","7","0","7","36","0.194","0.057","0.426","0.057","0.000","0.008","3.2218571","0.508","0.484","254","31038","2020-06-23 17:09:00"
"8549","Piojo","8","Atlantico","10.74934442","-75.10747012","1","10","1","8","1","0","0","0","1","0.000","0.000","0.100","0.000","0.000","0.100","14.1063620","0.800","0.100","709","7089","2020-06-23 17:09:00"
"8558","Polonuevo","8","Atlantico","10.77772451","-74.85425725","62","81","1","18","58","3","1","4","3","1.333","0.049","0.716","0.037","0.012","0.012","5.1163981","0.222","0.765","241","19545","2020-06-23 17:09:00"
"8560","Ponedera","8","Atlantico","10.64179593","-74.75390044","31","41","0","10","27","3","1","4","11","0.364","0.098","0.659","0.073","0.024","0.000","0.0000000","0.244","0.756","628","","2020-06-23 17:09:00"
"8573","Puerto Colombia","8","Atlantico","11.02294005","-74.85196357","226","284","10","48","214","10","2","12","344","0.035","0.042","0.754","0.035","0.007","0.035","18.6396764","0.169","0.796","189","5365","2020-06-23 17:09:00"
"8606","Repelon","8","Atlantico","10.49334167","-75.12548162","18","19","1","0","11","6","0","6","1","6.000","0.316","0.579","0.316","0.000","0.053","3.5584656","0.000","0.947","1479","28102","2020-06-23 17:09:00"
"8634","Sabanagrande","8","Atlantico","10.79107595","-74.75850721","163","278","5","110","142","17","3","20","41","0.488","0.072","0.511","0.061","0.011","0.018","14.2515107","0.396","0.586","126","7017","2020-06-23 17:09:00"
"8638","Sabanalarga","8","Atlantico","10.63283523","-74.92109368","180","251","4","67","167","12","1","13","114","0.114","0.052","0.665","0.048","0.004","0.016","3.9980410","0.267","0.717","399","25012","2020-06-23 17:09:00"
"8675","Santa Lucia","8","Atlantico","10.32327321","-74.95897145","14","19","1","4","14","0","0","0","0","","0.000","0.737","0.000","0.000","0.053","5.8465856","0.211","0.737","900","17104","2020-06-23 17:09:00"
"8685","Santo Tomas","8","Atlantico","10.75605629","-74.75411186","82","129","4","43","76","3","3","6","32","0.188","0.047","0.589","0.023","0.023","0.031","12.5000000","0.333","0.636","248","8000","2020-06-23 17:09:00"
"8758","Soledad","8","Atlantico","10.91017447","-74.78483338","2735","4330","180","1415","2434","247","49","296","327","0.905","0.068","0.562","0.057","0.011","0.042","27.0668144","0.327","0.632","154","3695","2020-06-23 17:09:00"
"8770","Suan","8","Atlantico","10.33543138","-74.88168748","18","18","0","0","15","3","0","3","1","3.000","0.167","0.833","0.167","0.000","0.000","0.0000000","0.000","1.000","698","","2020-06-23 17:09:00"
"8832","Tubara","8","Atlantico","10.87364774","-74.97867947","62","79","6","11","55","4","2","6","2","3.000","0.076","0.696","0.051","0.025","0.076","31.8369946","0.139","0.785","239","3141","2020-06-23 17:09:00"
"8849","Usiacuri","8","Atlantico","10.74297819","-74.97698261","45","49","1","3","44","1","0","1","1","1.000","0.020","0.898","0.020","0.000","0.020","7.6080341","0.061","0.918","268","13144","2020-06-23 17:09:00"
"11001","Bogota D.C.","11","Bogota D.C.","4.65017303","-74.107359","11853","22409","512","10044","10287","1394","144","1538","7247","0.212","0.069","0.459","0.062","0.006","0.023","6.6116087","0.448","0.529","346","15125","2020-06-23 17:09:00"
