"DIVIPOLA","City_Municipality","ID_Deparment","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"5001","Medellin","5","Antioquia","5.610109776","-74.88681663","3706","5044","62","1276","3364","298","41","339","2885","0.118","0.067","0.667","0.059","0.008","0.012","2.4472808","0.253","0.735","502","40862","2020-07-13 16:48:00"
"5030","Amaga","5","Antioquia","6.038808575","-75.70194607","4","9","1","4","4","0","0","0","5","0.000","0.000","0.444","0.000","0.000","0.111","3.1966244","0.444","0.444","3476","31283","2020-07-13 16:48:00"
"5034","Andes","5","Antioquia","5.656774852","-75.87879189","5","6","0","1","4","1","0","1","10","0.100","0.167","0.667","0.167","0.000","0.000","0.0000000","0.167","0.833","7367","","2020-07-13 16:48:00"
"5038","Angostura","5","Antioquia","6.885174591","-75.33511597","0","1","0","1","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","11536","","2020-07-13 16:48:00"
"5040","Anori","5","Antioquia","7.074707669","-75.14834842","1","1","0","0","1","0","0","0","2","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","19104","","2020-07-13 16:48:00"
"5042","Santa Fe de Antioquia","5","Antioquia","6.556533296","-75.82707907","22","23","0","1","21","1","0","1","25","0.040","0.043","0.913","0.043","0.000","0.000","0.0000000","0.043","0.957","1174","","2020-07-13 16:48:00"
"5044","Anza","5","Antioquia","6.302658359","-75.85444158","7","9","0","2","7","0","0","0","2","0.000","0.000","0.778","0.000","0.000","0.000","0.0000000","0.222","0.778","797","","2020-07-13 16:48:00"
"5045","Apartado","5","Antioquia","7.883417406","-76.62596065","398","471","1","72","371","26","0","26","158","0.165","0.055","0.788","0.055","0.000","0.002","0.7828156","0.153","0.845","271","127744","2020-07-13 16:48:00"
"5051","Arboletes","5","Antioquia","8.850567734","-76.4270568","59","61","0","2","53","6","0","6","4","1.500","0.098","0.869","0.098","0.000","0.000","0.0000000","0.033","0.967","500","","2020-07-13 16:48:00"
"5079","Barbosa","5","Antioquia","6.439226882","-75.33164423","9","20","0","11","7","2","0","2","7","0.286","0.100","0.350","0.100","0.000","0.000","0.0000000","0.550","0.450","2717","","2020-07-13 16:48:00"
"5088","Bello","5","Antioquia","6.334068836","-75.55466507","422","628","8","198","381","33","8","41","355","0.115","0.065","0.607","0.053","0.013","0.013","1.4488711","0.315","0.672","879","69019","2020-07-13 16:48:00"
"5093","Betulia","5","Antioquia","6.115255594","-75.98451587","2","2","0","0","2","0","0","0","5","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","7948","","2020-07-13 16:48:00"
"5101","Ciudad Bolivar","5","Antioquia","5.850273232","-76.02150921","4","6","1","1","4","0","0","0","23","0.000","0.000","0.667","0.000","0.000","0.167","3.8004028","0.167","0.667","4386","26313","2020-07-13 16:48:00"
"5107","Briceno","5","Antioquia","7.114882947","-75.54813022","9","10","0","1","9","0","0","0","5","0.000","0.000","0.900","0.000","0.000","0.000","0.0000000","0.100","0.900","812","","2020-07-13 16:48:00"
"5113","Buritica","5","Antioquia","6.719735175","-75.90753473","60","70","0","10","60","0","0","0","3","0.000","0.000","0.857","0.000","0.000","0.000","0.0000000","0.143","0.857","138","","2020-07-13 16:48:00"
"5120","Caceres","5","Antioquia","7.578315451","-75.35235749","5","6","0","1","4","1","0","1","5","0.200","0.167","0.667","0.167","0.000","0.000","0.0000000","0.167","0.833","5059","","2020-07-13 16:48:00"
"5125","Caicedo","5","Antioquia","6.405567003","-75.98281889","1","1","0","0","1","0","0","0","1","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","8536","","2020-07-13 16:48:00"
"5129","Caldas","5","Antioquia","6.091296966","-75.63361872","54","66","0","12","53","1","0","1","49","0.020","0.015","0.803","0.015","0.000","0.000","0.0000000","0.182","0.818","1264","","2020-07-13 16:48:00"
"5138","Canasgordas","5","Antioquia","6.759477684","-76.03220994","6","9","0","3","6","0","0","0","3","0.000","0.000","0.667","0.000","0.000","0.000","0.0000000","0.333","0.667","1728","","2020-07-13 16:48:00"
"5142","Caracoli","5","Antioquia","6.409854727","-74.75744944","0","1","0","1","0","0","0","0","1","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","4532","","2020-07-13 16:48:00"
"5147","Carepa","5","Antioquia","7.755116346","-76.65321034","51","401","2","348","44","7","0","7","11","0.636","0.017","0.110","0.017","0.000","0.005","3.9106036","0.868","0.127","128","25572","2020-07-13 16:48:00"
"5148","El Carmen de Viboral","5","Antioquia","6.084551516","-75.33536246","5","7","0","2","5","0","0","0","11","0.000","0.000","0.714","0.000","0.000","0.000","0.0000000","0.286","0.714","8940","","2020-07-13 16:48:00"
"5154","Caucasia","5","Antioquia","7.977362333","-75.19829033","67","74","3","4","57","8","1","9","126","0.071","0.122","0.770","0.108","0.014","0.041","3.1437643","0.054","0.905","1290","31809","2020-07-13 16:48:00"
"5172","Chigorodo","5","Antioquia","7.666300439","-76.6812164","49","71","0","22","39","9","1","10","31","0.323","0.141","0.549","0.127","0.014","0.000","0.0000000","0.310","0.690","843","","2020-07-13 16:48:00"
"5190","Cisneros","5","Antioquia","6.537761957","-75.08720761","0","1","0","1","0","0","0","0","6","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","9936","","2020-07-13 16:48:00"
"5197","Cocorna","5","Antioquia","6.058306335","-75.18548101","0","1","0","1","0","0","0","0","2","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","14833","","2020-07-13 16:48:00"
"5206","Concepcion","5","Antioquia","6.394347095","-75.2576027","1","1","0","0","0","1","0","1","1","1.000","1.000","0.000","1.000","0.000","0.000","0.0000000","0.000","1.000","4758","","2020-07-13 16:48:00"
"5209","Concordia","5","Antioquia","6.046568573","-75.90750472","1","1","0","0","1","0","0","0","5","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","21688","","2020-07-13 16:48:00"
"5212","Copacabana","5","Antioquia","6.348640545","-75.5093439","55","93","1","37","51","3","0","3","6","0.500","0.032","0.548","0.032","0.000","0.011","1.2221951","0.398","0.591","880","81820","2020-07-13 16:48:00"
"5234","Dabeiba","5","Antioquia","7.00032194","-76.26297665","5","6","0","1","5","0","0","0","5","0.000","0.000","0.833","0.000","0.000","0.000","0.0000000","0.167","0.833","3918","","2020-07-13 16:48:00"
"5237","Donmatias","5","Antioquia","6.484469957","-75.39272406","11","18","1","6","9","2","0","2","3","0.667","0.111","0.500","0.111","0.000","0.056","5.0738241","0.333","0.611","1095","19709","2020-07-13 16:48:00"
"5240","Ebejico","5","Antioquia","6.326056658","-75.76622047","3","3","0","0","3","0","0","0","2","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","4045","","2020-07-13 16:48:00"
"5250","El Bagre","5","Antioquia","7.597521794","-74.79909729","1","3","0","2","0","1","0","1","12","0.083","0.333","0.000","0.333","0.000","0.000","0.0000000","0.667","0.333","17949","","2020-07-13 16:48:00"
"5264","Entrerrios","5","Antioquia","6.566481448","-75.5178008","2","2","0","0","2","0","0","0","2","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","5864","","2020-07-13 16:48:00"
"5266","Envigado","5","Antioquia","6.167004552","-75.58301014","146","216","0","70","134","9","3","12","131","0.092","0.056","0.620","0.042","0.014","0.000","0.0000000","0.324","0.676","1121","","2020-07-13 16:48:00"
"5284","Frontino","5","Antioquia","6.776065912","-76.13076514","1","4","0","3","0","0","1","1","5","0.200","0.250","0.000","0.000","0.250","0.000","0.0000000","0.750","0.250","5175","","2020-07-13 16:48:00"
"5306","Giraldo","5","Antioquia","6.680808016","-75.95215756","12","16","0","4","12","0","0","0","1","0.000","0.000","0.750","0.000","0.000","0.000","0.0000000","0.250","0.750","359","","2020-07-13 16:48:00"
"5308","Girardota","5","Antioquia","6.379613834","-75.44446221","23","25","0","2","22","1","0","1","4","0.250","0.040","0.880","0.040","0.000","0.000","0.0000000","0.080","0.920","2178","","2020-07-13 16:48:00"
"5310","Gomez Plata","5","Antioquia","6.683287586","-75.2200382","1","1","0","0","1","0","0","0","2","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","9921","","2020-07-13 16:48:00"
"5313","Granada","5","Antioquia","6.142896667","-75.18444508","0","1","1","0","0","0","0","0","1","0.000","0.000","0.000","0.000","0.000","1.000","10.2417042","0.000","0.000","9764","9764","2020-07-13 16:48:00"
"5318","Guarne","5","Antioquia","6.278064077","-75.44165392","24","32","0","8","21","2","1","3","4","0.750","0.094","0.656","0.063","0.031","0.000","0.0000000","0.250","0.750","1817","","2020-07-13 16:48:00"
"5321","Guatape","5","Antioquia","6.232592707","-75.16229259","0","2","0","2","0","0","0","0","2","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","4355","","2020-07-13 16:48:00"
"5347","Heliconia","5","Antioquia","6.206757461","-75.73432238","1","1","0","0","1","0","0","0","2","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","5395","","2020-07-13 16:48:00"
"5353","Hispania","5","Antioquia","5.799461575","-75.90658827","7","9","0","2","7","0","0","0","1","0.000","0.000","0.778","0.000","0.000","0.000","0.0000000","0.222","0.778","621","","2020-07-13 16:48:00"
"5360","Itagui","5","Antioquia","6.169597629","-75.61435871","337","447","3","107","313","23","1","24","168","0.143","0.054","0.700","0.051","0.002","0.007","1.0345042","0.239","0.754","649","96665","2020-07-13 16:48:00"
"5361","Ituango","5","Antioquia","7.17162903","-75.76467317","390","758","0","368","387","1","2","3","8","0.375","0.004","0.511","0.001","0.003","0.000","0.0000000","0.485","0.515","37","","2020-07-13 16:48:00"
"5368","Jerico","5","Antioquia","5.789747931","-75.78549855","0","2","0","2","0","0","0","0","2","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","6853","","2020-07-13 16:48:00"
"5376","La Ceja","5","Antioquia","6.028055744","-75.42943089","16","41","0","25","15","1","0","1","120","0.008","0.024","0.366","0.024","0.000","0.000","0.0000000","0.610","0.390","1666","","2020-07-13 16:48:00"
"5380","La Estrella","5","Antioquia","6.15841974","-75.64519038","56","105","1","48","53","3","0","3","3","1.000","0.029","0.505","0.029","0.000","0.010","1.3242051","0.457","0.533","719","75517","2020-07-13 16:48:00"
"5400","La Union","5","Antioquia","5.973868218","-75.3608659","1","1","0","0","0","1","0","1","4","0.250","1.000","0.000","1.000","0.000","0.000","0.0000000","0.000","1.000","22391","","2020-07-13 16:48:00"
"5425","Maceo","5","Antioquia","6.552116913","-74.78716148","2","4","0","2","2","0","0","0","4","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","2062","","2020-07-13 16:48:00"
"5440","Marinilla","5","Antioquia","6.172269255","-75.33947788","10","17","0","7","10","0","0","0","4","0.000","0.000","0.588","0.000","0.000","0.000","0.0000000","0.412","0.588","3994","","2020-07-13 16:48:00"
"5467","Montebello","5","Antioquia","5.946325567","-75.52351091","0","3","0","3","0","0","0","0","2","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","2214","","2020-07-13 16:48:00"
"5475","Murindo","5","Antioquia","6.977691853","-76.81745806","19","19","0","0","18","1","0","1","3","0.333","0.053","0.947","0.053","0.000","0.000","0.0000000","0.000","1.000","275","","2020-07-13 16:48:00"
"5480","Mutata","5","Antioquia","7.242875057","-76.4358754","19","19","0","0","18","1","0","1","6","0.167","0.053","0.947","0.053","0.000","0.000","0.0000000","0.000","1.000","757","","2020-07-13 16:48:00"
"5490","Necocli","5","Antioquia","8.426135983","-76.7845745","34","37","3","0","24","9","1","10","8","1.250","0.270","0.649","0.243","0.027","0.081","6.7999456","0.000","0.919","1192","14706","2020-07-13 16:48:00"
"5495","Nechi","5","Antioquia","8.094128661","-74.77647012","46","51","3","2","43","1","2","3","9","0.333","0.059","0.843","0.020","0.039","0.059","10.9673174","0.039","0.902","536","9118","2020-07-13 16:48:00"
"5543","Peque","5","Antioquia","7.021017918","-75.91034556","1","1","0","0","1","0","0","0","3","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","8285","","2020-07-13 16:48:00"
"5579","Puerto Berrio","5","Antioquia","6.48704114","-74.40994553","3","3","0","0","3","0","0","0","31","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","13571","","2020-07-13 16:48:00"
"5585","Puerto Nare","5","Antioquia","6.186024828","-74.58301201","2","2","0","0","2","0","0","0","3","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","7220","","2020-07-13 16:48:00"
"5591","Puerto Triunfo","5","Antioquia","5.871212959","-74.64126293","4","4","0","0","3","1","0","1","5","0.200","0.250","0.750","0.250","0.000","0.000","0.0000000","0.000","1.000","4743","","2020-07-13 16:48:00"
"5604","Remedios","5","Antioquia","7.026094053","-74.69594426","0","1","0","1","0","0","0","0","6","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","29629","","2020-07-13 16:48:00"
"5607","Retiro","5","Antioquia","6.063379954","-75.50137516","8","10","0","2","7","1","0","1","12","0.083","0.100","0.700","0.100","0.000","0.000","0.0000000","0.200","0.800","2476","","2020-07-13 16:48:00"
"5615","Rionegro","5","Antioquia","6.14722409","-75.37676938","34","56","0","22","30","4","0","4","304","0.013","0.071","0.536","0.071","0.000","0.000","0.0000000","0.393","0.607","2553","","2020-07-13 16:48:00"
"5631","Sabaneta","5","Antioquia","6.150970181","-75.61558529","70","109","0","39","68","2","0","2","22","0.091","0.018","0.624","0.018","0.000","0.000","0.0000000","0.358","0.642","807","","2020-07-13 16:48:00"
"5642","Salgar","5","Antioquia","5.96564031","-75.98204854","4","24","0","20","3","1","0","1","3","0.333","0.042","0.125","0.042","0.000","0.000","0.0000000","0.833","0.167","761","","2020-07-13 16:48:00"
"5649","San Carlos","5","Antioquia","6.187991569","-74.98795256","1","1","0","0","0","1","0","1","4","0.250","1.000","0.000","1.000","0.000","0.000","0.0000000","0.000","1.000","15811","","2020-07-13 16:48:00"
"5652","San Francisco","5","Antioquia","5.964079131","-75.10268697","0","1","1","0","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","1.000","16.9808117","0.000","0.000","5889","5889","2020-07-13 16:48:00"
"5659","San Juan de Uraba","5","Antioquia","8.759341801","-76.52879434","15","15","0","0","14","1","0","1","3","0.333","0.067","0.933","0.067","0.000","0.000","0.0000000","0.000","1.000","1397","","2020-07-13 16:48:00"
"5660","San Luis","5","Antioquia","6.042983285","-74.993641","1","1","0","0","0","1","0","1","5","0.200","1.000","0.000","1.000","0.000","0.000","0.0000000","0.000","1.000","13123","","2020-07-13 16:48:00"
"5664","San Pedro los Milagros","5","Antioquia","6.460138599","-75.55671915","2","2","0","0","2","0","0","0","2","0.000","0.000","1.000","0.000","0.000","0.000","","0.000","1.000","","","2020-07-13 16:48:00"
"5665","San Pedro de Uraba","5","Antioquia","8.276886664","-76.38057789","1","2","0","1","1","0","0","0","5","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","16074","","2020-07-13 16:48:00"
"5667","San Rafael","5","Antioquia","6.293754876","-75.02798382","1","1","0","0","1","0","0","0","4","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","15663","","2020-07-13 16:48:00"
"5670","San Roque","5","Antioquia","6.485948936","-75.01915757","2","3","0","1","2","0","0","0","7","0.000","0.000","0.667","0.000","0.000","0.000","0.0000000","0.333","0.667","7199","","2020-07-13 16:48:00"
"5674","San Vicente Ferrer","5","Antioquia","6.282155852","-75.33261381","2","2","0","0","2","0","0","0","4","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","11235","","2020-07-13 16:48:00"
"5679","Santa Barbara","5","Antioquia","5.875533398","-75.56735178","8","8","0","0","7","0","1","1","4","0.250","0.125","0.875","0.000","0.125","0.000","0.0000000","0.000","1.000","3398","","2020-07-13 16:48:00"
"5686","Santa Rosa de Osos","5","Antioquia","6.643326001","-75.46074502","3","6","0","3","3","0","0","0","6","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","6312","","2020-07-13 16:48:00"
"5697","El Santuario","5","Antioquia","6.137046858","-75.26584979","23","27","0","4","21","2","0","2","4","0.500","0.074","0.778","0.074","0.000","0.000","0.0000000","0.148","0.852","1356","","2020-07-13 16:48:00"
"5736","Segovia","5","Antioquia","7.079639679","-74.70159107","2","2","0","0","2","0","0","0","6","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","19690","","2020-07-13 16:48:00"
"5756","Sonson","5","Antioquia","5.714811641","-75.30939515","1","3","0","2","0","0","1","1","4","0.250","0.333","0.000","0.000","0.333","0.000","0.0000000","0.667","0.333","12208","","2020-07-13 16:48:00"
"5761","Sopetran","5","Antioquia","6.500985773","-75.74725636","8","8","0","0","8","0","0","0","3","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","1939","","2020-07-13 16:48:00"
