"DIVIPOLA","City_Municipality","ID_Deparment","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"5001","Medellin","5","Antioquia","5.610109776","-74.88681663","400","854","4","450","369","24","7","31","2885","0.011","0.036","0.432","0.028","0.008","0.005","0.1578891","0.527","0.468","2967","633356","2020-06-14 17:00:00"
"5030","Amaga","5","Antioquia","6.038808575","-75.70194607","1","2","0","1","1","0","0","0","5","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","15642","","2020-06-14 17:00:00"
"5034","Andes","5","Antioquia","5.656774852","-75.87879189","0","1","0","1","0","0","0","0","10","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","44199","","2020-06-14 17:00:00"
"5038","Angostura","5","Antioquia","6.885174591","-75.33511597","0","1","0","1","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","11536","","2020-06-14 17:00:00"
"5042","Santa Fe de Antioquia","5","Antioquia","6.556533296","-75.82707907","1","1","0","0","1","0","0","0","25","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","27002","","2020-06-14 17:00:00"
"5045","Apartado","5","Antioquia","7.883417406","-76.62596065","8","28","0","20","8","0","0","0","158","0.000","0.000","0.286","0.000","0.000","0.000","0.0000000","0.714","0.286","4562","","2020-06-14 17:00:00"
"5051","Arboletes","5","Antioquia","8.850567734","-76.4270568","2","2","0","0","1","1","0","1","4","0.250","0.500","0.500","0.500","0.000","0.000","0.0000000","0.000","1.000","15255","","2020-06-14 17:00:00"
"5079","Barbosa","5","Antioquia","6.439226882","-75.33164423","4","5","0","1","4","0","0","0","7","0.000","0.000","0.800","0.000","0.000","0.000","0.0000000","0.200","0.800","10869","","2020-06-14 17:00:00"
"5088","Bello","5","Antioquia","6.334068836","-75.55466507","90","155","3","62","79","9","2","11","355","0.031","0.071","0.510","0.058","0.013","0.019","0.5433267","0.400","0.581","3562","184051","2020-06-14 17:00:00"
"5129","Caldas","5","Antioquia","6.091296966","-75.63361872","2","5","0","3","2","0","0","0","49","0.000","0.000","0.400","0.000","0.000","0.000","0.0000000","0.600","0.400","16685","","2020-06-14 17:00:00"
"5138","Canasgordas","5","Antioquia","6.759477684","-76.03220994","2","2","0","0","2","0","0","0","3","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","7776","","2020-06-14 17:00:00"
"5147","Carepa","5","Antioquia","7.755116346","-76.65321034","202","242","0","40","202","0","0","0","11","0.000","0.000","0.835","0.000","0.000","0.000","0.0000000","0.165","0.835","211","","2020-06-14 17:00:00"
"5148","El Carmen de Viboral","5","Antioquia","6.084551516","-75.33536246","1","2","0","1","1","0","0","0","11","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","31291","","2020-06-14 17:00:00"
"5154","Caucasia","5","Antioquia","7.977362333","-75.19829033","4","4","0","0","3","0","0","0","126","0.000","0.000","0.750","0.000","0.000","0.000","0.0000000","0.000","1.000","23857","","2020-06-14 17:00:00"
"5172","Chigorodo","5","Antioquia","7.666300439","-76.6812164","7","7","0","0","6","1","0","1","31","0.032","0.143","0.857","0.143","0.000","0.000","0.0000000","0.000","1.000","8548","","2020-06-14 17:00:00"
