"DIVIPOLA","City_Municipality","ID_Deparment","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"5001","Medellin","5","Antioquia","5.610109776","-74.88681663","642","1181","7","532","582","50","10","60","2885","0.021","0.051","0.493","0.042","0.008","0.006","0.2763059","0.450","0.544","2145","361918","2020-06-20 17:08:00"
"5030","Amaga","5","Antioquia","6.038808575","-75.70194607","2","3","0","1","2","0","0","0","5","0.000","0.000","0.667","0.000","0.000","0.000","0.0000000","0.333","0.667","10428","","2020-06-20 17:08:00"
"5034","Andes","5","Antioquia","5.656774852","-75.87879189","0","1","0","1","0","0","0","0","10","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","44199","","2020-06-20 17:08:00"
"5038","Angostura","5","Antioquia","6.885174591","-75.33511597","0","1","0","1","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","11536","","2020-06-20 17:08:00"
"5042","Santa Fe de Antioquia","5","Antioquia","6.556533296","-75.82707907","2","2","0","0","2","0","0","0","25","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","13501","","2020-06-20 17:08:00"
"5045","Apartado","5","Antioquia","7.883417406","-76.62596065","36","59","0","23","36","0","0","0","158","0.000","0.000","0.610","0.000","0.000","0.000","0.0000000","0.390","0.610","2165","","2020-06-20 17:08:00"
"5051","Arboletes","5","Antioquia","8.850567734","-76.4270568","3","3","0","0","2","1","0","1","4","0.250","0.333","0.667","0.333","0.000","0.000","0.0000000","0.000","1.000","10170","","2020-06-20 17:08:00"
"5079","Barbosa","5","Antioquia","6.439226882","-75.33164423","8","10","0","2","8","0","0","0","7","0.000","0.000","0.800","0.000","0.000","0.000","0.0000000","0.200","0.800","5435","","2020-06-20 17:08:00"
"5088","Bello","5","Antioquia","6.334068836","-75.55466507","108","198","4","86","93","10","5","15","355","0.042","0.076","0.470","0.051","0.025","0.020","0.7244356","0.434","0.545","2789","138039","2020-06-20 17:08:00"
"5120","Caceres","5","Antioquia","7.578315451","-75.35235749","1","1","0","0","1","0","0","0","5","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","30356","","2020-06-20 17:08:00"
"5129","Caldas","5","Antioquia","6.091296966","-75.63361872","4","7","0","3","4","0","0","0","49","0.000","0.000","0.571","0.000","0.000","0.000","0.0000000","0.429","0.571","11918","","2020-06-20 17:08:00"
"5138","Canasgordas","5","Antioquia","6.759477684","-76.03220994","0","2","0","2","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","7776","","2020-06-20 17:08:00"
"5147","Carepa","5","Antioquia","7.755116346","-76.65321034","279","323","0","44","279","0","0","0","11","0.000","0.000","0.864","0.000","0.000","0.000","0.0000000","0.136","0.864","158","","2020-06-20 17:08:00"
"5148","El Carmen de Viboral","5","Antioquia","6.084551516","-75.33536246","1","2","0","1","1","0","0","0","11","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","31291","","2020-06-20 17:08:00"
"5154","Caucasia","5","Antioquia","7.977362333","-75.19829033","5","5","0","0","4","0","0","0","126","0.000","0.000","0.800","0.000","0.000","0.000","0.0000000","0.000","1.000","19085","","2020-06-20 17:08:00"
"5172","Chigorodo","5","Antioquia","7.666300439","-76.6812164","18","19","0","1","16","2","0","2","31","0.065","0.105","0.842","0.105","0.000","0.000","0.0000000","0.053","0.947","3149","","2020-06-20 17:08:00"
"5190","Cisneros","5","Antioquia","6.537761957","-75.08720761","0","1","0","1","0","0","0","0","6","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","9936","","2020-06-20 17:08:00"
"5197","Cocorna","5","Antioquia","6.058306335","-75.18548101","0","1","0","1","0","0","0","0","2","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","14833","","2020-06-20 17:08:00"
"5212","Copacabana","5","Antioquia","6.348640545","-75.5093439","19","35","0","16","18","0","0","0","6","0.000","0.000","0.514","0.000","0.000","0.000","0.0000000","0.457","0.543","2338","","2020-06-20 17:08:00"
"5234","Dabeiba","5","Antioquia","7.00032194","-76.26297665","1","1","0","0","1","0","0","0","5","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","23509","","2020-06-20 17:08:00"
"5237","Donmatias","5","Antioquia","6.484469957","-75.39272406","4","5","0","1","3","0","1","1","3","0.333","0.200","0.600","0.000","0.200","0.000","0.0000000","0.200","0.800","3942","","2020-06-20 17:08:00"
"5250","El Bagre","5","Antioquia","7.597521794","-74.79909729","2","3","0","1","1","1","0","1","12","0.083","0.333","0.333","0.333","0.000","0.000","0.0000000","0.333","0.667","17949","","2020-06-20 17:08:00"
"5266","Envigado","5","Antioquia","6.167004552","-75.58301014","30","61","0","31","27","3","0","3","131","0.023","0.049","0.443","0.049","0.000","0.000","0.0000000","0.508","0.492","3970","","2020-06-20 17:08:00"
"5284","Frontino","5","Antioquia","6.776065912","-76.13076514","1","3","0","2","1","0","0","0","5","0.000","0.000","0.333","0.000","0.000","0.000","0.0000000","0.667","0.333","6900","","2020-06-20 17:08:00"
"5306","Giraldo","5","Antioquia","6.680808016","-75.95215756","2","4","0","2","2","0","0","0","1","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","1438","","2020-06-20 17:08:00"
"5308","Girardota","5","Antioquia","6.379613834","-75.44446221","1","1","0","0","1","0","0","0","4","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","54439","","2020-06-20 17:08:00"
"5313","Granada","5","Antioquia","6.142896667","-75.18444508","0","1","1","0","0","0","0","0","1","0.000","0.000","0.000","0.000","0.000","1.000","10.2417042","0.000","0.000","9764","9764","2020-06-20 17:08:00"
"5318","Guarne","5","Antioquia","6.278064077","-75.44165392","1","4","0","3","1","0","0","0","4","0.000","0.000","0.250","0.000","0.000","0.000","0.0000000","0.750","0.250","14540","","2020-06-20 17:08:00"
"5321","Guatape","5","Antioquia","6.232592707","-75.16229259","0","2","0","2","0","0","0","0","2","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","4355","","2020-06-20 17:08:00"
"5353","Hispania","5","Antioquia","5.799461575","-75.90658827","1","1","0","0","1","0","0","0","1","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","5591","","2020-06-20 17:08:00"
"5360","Itagui","5","Antioquia","6.169597629","-75.61435871","68","89","0","21","67","1","0","1","168","0.006","0.011","0.753","0.011","0.000","0.000","0.0000000","0.236","0.764","3258","","2020-06-20 17:08:00"
"5361","Ituango","5","Antioquia","7.17162903","-75.76467317","307","426","0","119","303","3","1","4","8","0.500","0.009","0.711","0.007","0.002","0.000","0.0000000","0.279","0.721","65","","2020-06-20 17:08:00"
"5368","Jerico","5","Antioquia","5.789747931","-75.78549855","0","1","0","1","0","0","0","0","2","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","13706","","2020-06-20 17:08:00"
"5376","La Ceja","5","Antioquia","6.028055744","-75.42943089","18","20","0","2","17","1","0","1","120","0.008","0.050","0.850","0.050","0.000","0.000","0.0000000","0.100","0.900","3416","","2020-06-20 17:08:00"
"5380","La Estrella","5","Antioquia","6.15841974","-75.64519038","28","39","0","11","27","1","0","1","3","0.333","0.026","0.692","0.026","0.000","0.000","0.0000000","0.282","0.718","1936","","2020-06-20 17:08:00"
"5425","Maceo","5","Antioquia","6.552116913","-74.78716148","1","1","0","0","1","0","0","0","4","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","8248","","2020-06-20 17:08:00"
"5440","Marinilla","5","Antioquia","6.172269255","-75.33947788","2","6","0","4","2","0","0","0","4","0.000","0.000","0.333","0.000","0.000","0.000","0.0000000","0.667","0.333","11316","","2020-06-20 17:08:00"
"5467","Montebello","5","Antioquia","5.946325567","-75.52351091","0","3","0","3","0","0","0","0","2","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","2214","","2020-06-20 17:08:00"
"5483","Narino","5","Antioquia","5.610774585","-75.17626132","1","1","0","0","0","1","0","1","5","0.200","1.000","0.000","1.000","0.000","0.000","0.0000000","0.000","1.000","9947","","2020-06-20 17:08:00"
"5495","Nechi","5","Antioquia","8.094128661","-74.77647012","1","2","0","1","0","1","0","1","9","0.111","0.500","0.000","0.500","0.000","0.000","0.0000000","0.500","0.500","13677","","2020-06-20 17:08:00"
"5579","Puerto Berrio","5","Antioquia","6.48704114","-74.40994553","1","1","0","0","0","1","0","1","31","0.032","1.000","0.000","1.000","0.000","0.000","0.0000000","0.000","1.000","40713","","2020-06-20 17:08:00"
"5607","Retiro","5","Antioquia","6.063379954","-75.50137516","1","2","0","1","1","0","0","0","12","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","12379","","2020-06-20 17:08:00"
"5615","Rionegro","5","Antioquia","6.14722409","-75.37676938","7","21","0","14","5","2","0","2","304","0.007","0.095","0.238","0.095","0.000","0.000","0.0000000","0.667","0.333","6809","","2020-06-20 17:08:00"
"5631","Sabaneta","5","Antioquia","6.150970181","-75.61558529","19","37","0","18","19","0","0","0","22","0.000","0.000","0.514","0.000","0.000","0.000","0.0000000","0.486","0.514","2378","","2020-06-20 17:08:00"
"5642","Salgar","5","Antioquia","5.96564031","-75.98204854","21","22","0","1","20","1","0","1","3","0.333","0.045","0.909","0.045","0.000","0.000","0.0000000","0.045","0.955","830","","2020-06-20 17:08:00"
"5647","San Andres de Cuerquia","5","Antioquia","6.916808512","-75.67473253","1","1","0","0","1","0","0","0","4","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","7281","","2020-06-20 17:08:00"
"5652","San Francisco","5","Antioquia","5.964079131","-75.10268697","0","1","1","0","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","1.000","16.9808117","0.000","0.000","5889","5889","2020-06-20 17:08:00"
"5659","San Juan de Uraba","5","Antioquia","8.759341801","-76.52879434","1","1","0","0","0","1","0","1","3","0.333","1.000","0.000","1.000","0.000","0.000","0.0000000","0.000","1.000","20950","","2020-06-20 17:08:00"
"5665","San Pedro de Uraba","5","Antioquia","8.276886664","-76.38057789","0","1","0","1","0","0","0","0","5","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","32147","","2020-06-20 17:08:00"
"5670","San Roque","5","Antioquia","6.485948936","-75.01915757","0","1","0","1","0","0","0","0","7","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","21597","","2020-06-20 17:08:00"
"5686","Santa Rosa de Osos","5","Antioquia","6.643326001","-75.46074502","1","3","0","2","1","0","0","0","6","0.000","0.000","0.333","0.000","0.000","0.000","0.0000000","0.667","0.333","12623","","2020-06-20 17:08:00"
"5697","El Santuario","5","Antioquia","6.137046858","-75.26584979","1","2","0","1","1","0","0","0","4","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","18303","","2020-06-20 17:08:00"
"5756","Sonson","5","Antioquia","5.714811641","-75.30939515","0","2","0","2","0","0","0","0","4","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","18313","","2020-06-20 17:08:00"
"5789","Tamesis","5","Antioquia","5.664466636","-75.71432069","6","7","0","1","6","0","0","0","4","0.000","0.000","0.857","0.000","0.000","0.000","0.0000000","0.143","0.857","2314","","2020-06-20 17:08:00"
"5790","Taraza","5","Antioquia","7.580120815","-75.40140596","6","6","0","0","6","0","0","0","5","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","4666","","2020-06-20 17:08:00"
"5837","Turbo","5","Antioquia","8.089116411","-76.72915844","90","109","0","19","88","2","0","2","51","0.039","0.018","0.807","0.018","0.000","0.000","0.0000000","0.174","0.826","1194","","2020-06-20 17:08:00"
"5854","Valdivia","5","Antioquia","7.16534","-75.43919844","5","5","0","0","5","0","0","0","4","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","2820","","2020-06-20 17:08:00"
"5873","Vigia del Fuerte","5","Antioquia","6.588119845","-76.89618698","1","1","0","0","1","0","0","0","3","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","9423","","2020-06-20 17:08:00"
"5887","Yarumal","5","Antioquia","6.963872352","-75.41883314","4","4","0","0","4","0","0","0","37","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","10670","","2020-06-20 17:08:00"
"5890","Yolombo","5","Antioquia","6.594592434","-75.01335058","1","3","0","2","1","0","0","0","26","0.000","0.000","0.333","0.000","0.000","0.000","0.0000000","0.667","0.333","7834","","2020-06-20 17:08:00"
"8001","Barranquilla","8","Atlantico","10.97592682","-74.79525905","5974","8172","359","1839","5275","584","96","680","2591","0.262","0.083","0.645","0.071","0.012","0.044","28.1734354","0.225","0.731","156","3549","2020-06-20 17:08:00"
"8078","Baranoa","8","Atlantico","10.79488048","-74.91609981","220","266","6","40","183","32","5","37","218","0.170","0.139","0.688","0.120","0.019","0.023","8.9485459","0.150","0.827","252","11175","2020-06-20 17:08:00"
"8137","Campo de la Cruz","8","Atlantico","10.37924013","-74.88315173","4","7","0","3","3","1","0","1","16","0.063","0.143","0.429","0.143","0.000","0.000","0.0000000","0.429","0.571","3367","","2020-06-20 17:08:00"
"8141","Candelaria","8","Atlantico","10.46121723","-74.8799126","12","13","0","1","12","0","0","0","2","0.000","0.000","0.923","0.000","0.000","0.000","0.0000000","0.077","0.923","1323","","2020-06-20 17:08:00"
"8296","Galapa","8","Atlantico","10.919641","-74.8669381","391","453","15","47","374","13","3","16","5","3.200","0.035","0.826","0.029","0.007","0.033","22.3810447","0.104","0.863","148","4468","2020-06-20 17:08:00"
"8372","Juan de Acosta","8","Atlantico","10.83018223","-75.04079914","21","23","0","2","21","0","0","0","6","0.000","0.000","0.913","0.000","0.000","0.000","0.0000000","0.087","0.913","989","","2020-06-20 17:08:00"
"8421","Luruaco","8","Atlantico","10.61111642","-75.14224614","24","40","1","15","23","1","0","1","61","0.016","0.025","0.575","0.025","0.000","0.025","3.2988058","0.375","0.600","758","30314","2020-06-20 17:08:00"
"8433","Malambo","8","Atlantico","10.85628724","-74.77424057","572","866","49","245","517","50","4","54","52","1.038","0.062","0.597","0.058","0.005","0.057","35.1088374","0.283","0.661","161","2848","2020-06-20 17:08:00"
