"DIVIPOLA","City_Municipality","ID_Deparment","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"5001","Medellin","5","Antioquia","5.610109776","-74.88681663","2361","3404","31","1012","2113","215","30","245","2885","0.085","0.072","0.621","0.063","0.009","0.009","1.2236404","0.297","0.694","744","81723","2020-07-07 17:01:00"
"5002","Abejorral","5","Antioquia","5.789304485","-75.4287381","1","1","0","0","1","0","0","0","5","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","20287","","2020-07-07 17:01:00"
"5030","Amaga","5","Antioquia","6.038808575","-75.70194607","4","7","1","2","4","0","0","0","5","0.000","0.000","0.571","0.000","0.000","0.143","3.1966244","0.286","0.571","4469","31283","2020-07-07 17:01:00"
"5034","Andes","5","Antioquia","5.656774852","-75.87879189","1","2","0","1","0","1","0","1","10","0.100","0.500","0.000","0.500","0.000","0.000","0.0000000","0.500","0.500","22100","","2020-07-07 17:01:00"
"5038","Angostura","5","Antioquia","6.885174591","-75.33511597","0","1","0","1","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","11536","","2020-07-07 17:01:00"
"5042","Santa Fe de Antioquia","5","Antioquia","6.556533296","-75.82707907","12","13","0","1","12","0","0","0","25","0.000","0.000","0.923","0.000","0.000","0.000","0.0000000","0.077","0.923","2077","","2020-07-07 17:01:00"
"5044","Anza","5","Antioquia","6.302658359","-75.85444158","5","5","0","0","5","0","0","0","2","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","1434","","2020-07-07 17:01:00"
"5045","Apartado","5","Antioquia","7.883417406","-76.62596065","227","291","0","64","218","9","0","9","158","0.057","0.031","0.749","0.031","0.000","0.000","0.0000000","0.220","0.780","439","","2020-07-07 17:01:00"
"5051","Arboletes","5","Antioquia","8.850567734","-76.4270568","45","46","0","1","40","5","0","5","4","1.250","0.109","0.870","0.109","0.000","0.000","0.0000000","0.022","0.978","663","","2020-07-07 17:01:00"
"5079","Barbosa","5","Antioquia","6.439226882","-75.33164423","5","14","0","9","3","2","0","2","7","0.286","0.143","0.214","0.143","0.000","0.000","0.0000000","0.643","0.357","3882","","2020-07-07 17:01:00"
"5088","Bello","5","Antioquia","6.334068836","-75.55466507","281","451","7","163","252","23","6","29","355","0.082","0.064","0.559","0.051","0.013","0.016","1.2677623","0.361","0.623","1224","78879","2020-07-07 17:01:00"
"5093","Betulia","5","Antioquia","6.115255594","-75.98451587","1","1","0","0","1","0","0","0","5","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","15896","","2020-07-07 17:01:00"
"5101","Ciudad Bolivar","5","Antioquia","5.850273232","-76.02150921","2","4","1","1","2","0","0","0","23","0.000","0.000","0.500","0.000","0.000","0.250","3.8004028","0.250","0.500","6578","26313","2020-07-07 17:01:00"
