"DIVIPOLA","City_Municipality","ID_Deparment","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"5001","Medellin","5","Antioquia","5.610109776","-74.88681663","4194","5599","71","1334","3808","338","45","383","2885","0.133","0.068","0.680","0.060","0.008","0.013","2.8025313","0.238","0.749","452","35682","2020-07-14 17:01:00"
"5030","Amaga","5","Antioquia","6.038808575","-75.70194607","5","10","1","4","5","0","0","0","5","0.000","0.000","0.500","0.000","0.000","0.100","3.1966244","0.400","0.500","3128","31283","2020-07-14 17:01:00"
"5034","Andes","5","Antioquia","5.656774852","-75.87879189","5","6","0","1","4","1","0","1","10","0.100","0.167","0.667","0.167","0.000","0.000","0.0000000","0.167","0.833","7367","","2020-07-14 17:01:00"
"5038","Angostura","5","Antioquia","6.885174591","-75.33511597","0","1","0","1","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","11536","","2020-07-14 17:01:00"
"5040","Anori","5","Antioquia","7.074707669","-75.14834842","1","1","0","0","1","0","0","0","2","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","19104","","2020-07-14 17:01:00"
"5042","Santa Fe de Antioquia","5","Antioquia","6.556533296","-75.82707907","26","27","0","1","25","1","0","1","25","0.040","0.037","0.926","0.037","0.000","0.000","0.0000000","0.037","0.963","1000","","2020-07-14 17:01:00"
"5044","Anza","5","Antioquia","6.302658359","-75.85444158","7","9","0","2","7","0","0","0","2","0.000","0.000","0.778","0.000","0.000","0.000","0.0000000","0.222","0.778","797","","2020-07-14 17:01:00"
"5045","Apartado","5","Antioquia","7.883417406","-76.62596065","408","485","1","76","380","27","0","27","158","0.171","0.056","0.784","0.056","0.000","0.002","0.7828156","0.157","0.841","263","127744","2020-07-14 17:01:00"
"5051","Arboletes","5","Antioquia","8.850567734","-76.4270568","68","70","0","2","62","6","0","6","4","1.500","0.086","0.886","0.086","0.000","0.000","0.0000000","0.029","0.971","436","","2020-07-14 17:01:00"
"5079","Barbosa","5","Antioquia","6.439226882","-75.33164423","13","24","0","11","10","3","0","3","7","0.429","0.125","0.417","0.125","0.000","0.000","0.0000000","0.458","0.542","2264","","2020-07-14 17:01:00"
