"DIVIPOLA","City_Municipality","ID_Deparment","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"5001","Medellin","5","Antioquia","5.610109776","-74.88681663","210","470","3","257","202","4","4","8","2885","0.003","0.017","0.430","0.009","0.009","0.006","0.0011842","0.547","0.447","5390.000","844475.000","2020-05-26 17:51:00"
"5030","Amaga","5","Antioquia","6.038808575","-75.70194607","1","1","0","0","1","0","0","0","5","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","31283.000","","2020-05-26 17:51:00"
"5034","Andes","5","Antioquia","5.656774852","-75.87879189","1","1","0","0","1","0","0","0","10","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","44199.000","","2020-05-26 17:51:00"
"5038","Angostura","5","Antioquia","6.885174591","-75.33511597","0","1","0","1","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","11536.000","","2020-05-26 17:51:00"
"5045","Apartado","5","Antioquia","7.883417406","-76.62596065","17","21","0","4","17","0","0","0","158","0.000","0.000","0.810","0.000","0.000","0.000","0.0000000","0.190","0.810","6083.000","","2020-05-26 17:51:00"
"5079","Barbosa","5","Antioquia","6.439226882","-75.33164423","1","1","0","0","1","0","0","0","7","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","54347.000","","2020-05-26 17:51:00"
"5088","Bello","5","Antioquia","6.334068836","-75.55466507","13","55","1","41","12","0","1","1","355","0.003","0.018","0.218","0.000","0.018","0.018","0.0018111","0.745","0.236","10039.000","552154.000","2020-05-26 17:51:00"
"5129","Caldas","5","Antioquia","6.091296966","-75.63361872","0","3","0","3","0","0","0","0","49","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","27808.000","","2020-05-26 17:51:00"
"5147","Carepa","5","Antioquia","7.755116346","-76.65321034","50","50","0","0","50","0","0","0","11","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","1023.000","","2020-05-26 17:51:00"
"5148","El Carmen de Viboral","5","Antioquia","6.084551516","-75.33536246","0","1","0","1","0","0","0","0","11","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","62581.000","","2020-05-26 17:51:00"
