"DIVIPOLA","City_Municipality","ID_Deparment","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"5001","Medellin","5","Antioquia","5.610109776","-74.88681663","1373","2198","16","809","1220","132","21","153","2885","0.053","0.070","0.555","0.060","0.010","0.007","0.6315563","0.368","0.625","1153","158339","2020-07-01 16:45:00"
"5030","Amaga","5","Antioquia","6.038808575","-75.70194607","3","5","0","2","3","0","0","0","5","0.000","0.000","0.600","0.000","0.000","0.000","0.0000000","0.400","0.600","6257","","2020-07-01 16:45:00"
"5034","Andes","5","Antioquia","5.656774852","-75.87879189","0","1","0","1","0","0","0","0","10","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","44199","","2020-07-01 16:45:00"
"5038","Angostura","5","Antioquia","6.885174591","-75.33511597","0","1","0","1","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","11536","","2020-07-01 16:45:00"
"5042","Santa Fe de Antioquia","5","Antioquia","6.556533296","-75.82707907","7","7","0","0","7","0","0","0","25","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","3857","","2020-07-01 16:45:00"
"5044","Anza","5","Antioquia","6.302658359","-75.85444158","5","5","0","0","5","0","0","0","2","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","1434","","2020-07-01 16:45:00"
"5045","Apartado","5","Antioquia","7.883417406","-76.62596065","62","116","0","54","59","3","0","3","158","0.019","0.026","0.509","0.026","0.000","0.000","0.0000000","0.466","0.534","1101","","2020-07-01 16:45:00"
"5051","Arboletes","5","Antioquia","8.850567734","-76.4270568","10","11","0","1","7","3","0","3","4","0.750","0.273","0.636","0.273","0.000","0.000","0.0000000","0.091","0.909","2774","","2020-07-01 16:45:00"
"5079","Barbosa","5","Antioquia","6.439226882","-75.33164423","5","11","0","6","4","1","0","1","7","0.143","0.091","0.364","0.091","0.000","0.000","0.0000000","0.545","0.455","4941","","2020-07-01 16:45:00"
"5088","Bello","5","Antioquia","6.334068836","-75.55466507","204","349","5","140","181","18","5","23","355","0.065","0.066","0.519","0.052","0.014","0.014","0.9055445","0.401","0.585","1582","110431","2020-07-01 16:45:00"
"5101","Ciudad Bolivar","5","Antioquia","5.850273232","-76.02150921","2","2","0","0","1","0","1","1","23","0.043","0.500","0.500","0.000","0.500","0.000","0.0000000","0.000","1.000","13157","","2020-07-01 16:45:00"
"5113","Buritica","5","Antioquia","6.719735175","-75.90753473","30","30","0","0","30","0","0","0","3","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","321","","2020-07-01 16:45:00"
"5120","Caceres","5","Antioquia","7.578315451","-75.35235749","1","2","0","1","1","0","0","0","5","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","15178","","2020-07-01 16:45:00"
"5125","Caicedo","5","Antioquia","6.405567003","-75.98281889","1","1","0","0","1","0","0","0","1","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","8536","","2020-07-01 16:45:00"
"5129","Caldas","5","Antioquia","6.091296966","-75.63361872","14","21","0","7","13","1","0","1","49","0.020","0.048","0.619","0.048","0.000","0.000","0.0000000","0.333","0.667","3973","","2020-07-01 16:45:00"
"5138","Canasgordas","5","Antioquia","6.759477684","-76.03220994","3","5","0","2","3","0","0","0","3","0.000","0.000","0.600","0.000","0.000","0.000","0.0000000","0.400","0.600","3110","","2020-07-01 16:45:00"
"5142","Caracoli","5","Antioquia","6.409854727","-74.75744944","0","1","0","1","0","0","0","0","1","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","4532","","2020-07-01 16:45:00"
