"DIVIPOLA","City_Municipality","ID_Deparment","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"5001","Medellin","5","Antioquia","5.610109776","-74.88681663","2164","3168","29","975","1937","194","30","224","2885","0.078","0.071","0.611","0.061","0.009","0.009","1.1446959","0.308","0.683","800","87359","2020-07-06 17:39:00"
"5030","Amaga","5","Antioquia","6.038808575","-75.70194607","3","6","1","2","3","0","0","0","5","0.000","0.000","0.500","0.000","0.000","0.167","3.1966244","0.333","0.500","5214","31283","2020-07-06 17:39:00"
"5034","Andes","5","Antioquia","5.656774852","-75.87879189","1","2","0","1","0","1","0","1","10","0.100","0.500","0.000","0.500","0.000","0.000","0.0000000","0.500","0.500","22100","","2020-07-06 17:39:00"
"5038","Angostura","5","Antioquia","6.885174591","-75.33511597","0","1","0","1","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","11536","","2020-07-06 17:39:00"
"5042","Santa Fe de Antioquia","5","Antioquia","6.556533296","-75.82707907","9","10","0","1","9","0","0","0","25","0.000","0.000","0.900","0.000","0.000","0.000","0.0000000","0.100","0.900","2700","","2020-07-06 17:39:00"
"5044","Anza","5","Antioquia","6.302658359","-75.85444158","5","5","0","0","5","0","0","0","2","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","1434","","2020-07-06 17:39:00"
"5045","Apartado","5","Antioquia","7.883417406","-76.62596065","221","283","0","62","212","9","0","9","158","0.057","0.032","0.749","0.032","0.000","0.000","0.0000000","0.219","0.781","451","","2020-07-06 17:39:00"
"5051","Arboletes","5","Antioquia","8.850567734","-76.4270568","41","42","0","1","36","5","0","5","4","1.250","0.119","0.857","0.119","0.000","0.000","0.0000000","0.024","0.976","726","","2020-07-06 17:39:00"
"5079","Barbosa","5","Antioquia","6.439226882","-75.33164423","4","13","0","9","3","1","0","1","7","0.143","0.077","0.231","0.077","0.000","0.000","0.0000000","0.692","0.308","4181","","2020-07-06 17:39:00"
"5088","Bello","5","Antioquia","6.334068836","-75.55466507","262","429","7","160","233","23","6","29","355","0.082","0.068","0.543","0.054","0.014","0.016","1.2677623","0.373","0.611","1287","78879","2020-07-06 17:39:00"
