"City_Municipality","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Capacity","Hospital_Capacity_Rate","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Last_Update"
"Bogotá D.C.","Bogotá D.C.","4.65017303026","-74.1073590032","1677","2152","84","391","1528","110","39","149","14525","1.025817555938","6.9237918215613","71.003717472119","5.1115241635688","1.8122676579926","3.9033457249071","18.169144981413","77.92750929368","2020-04-25 16:50:00"
"Bosconia","Cesar","9.97509470036","-73.8887676643","1","1","0","0","1","0","0","","191","","","100","","","","","100","2020-04-25 16:50:00"
"Bucaramanga","Santander","7.11626727561","-73.1325981781","7","19","1","11","7","0","0","","1961","","","36.842105263158","","","5.2631578947368","57.894736842105","36.842105263158","2020-04-25 16:50:00"
"Buenaventura","Buenaventura D.E.","3.87580243673","-77.0117402003","21","22","1","0","18","0","3","3","250","1.2","13.636363636364","81.818181818182","","13.636363636364","4.5454545454545","","95.454545454545","2020-04-25 16:50:00"
"Bugalagrande","Valle del Cauca","4.20833159173","-76.1568077444","1","1","0","0","1","0","0","","11","","","100","","","","","100","2020-04-25 16:50:00"
"Cajicá","Cundinamarca","4.92080905869","-74.0234539659","9","14","0","5","8","1","0","1","36","2.7777777777778","7.1428571428571","57.142857142857","7.1428571428571","","","35.714285714286","64.285714285714","2020-04-25 16:50:00"
"Calamar","Bolívar","10.2519633588","-74.9136292818","0","1","1","0","0","0","0","","15","","","","","","100","","","2020-04-25 16:50:00"
"Calarcá","Quindio","4.51528184598","-75.6490883624","5","6","0","1","5","0","0","","51","","","83.333333333333","","","","16.666666666667","83.333333333333","2020-04-25 16:50:00"
"Caldas","Antioquia","6.09129696608","-75.6336187219","1","3","0","2","1","0","0","","98","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-04-25 16:50:00"
"Cali","Valle del Cauca","3.41441430458","-76.5215651508","503","640","40","97","410","60","33","93","5888","1.5794836956522","14.53125","64.0625","9.375","5.15625","6.25","15.15625","78.59375","2020-04-25 16:50:00"
"Calima","Valle del Cauca","3.93352446268","-76.4843917469","0","1","0","1","0","0","0","","11","","","","","","","100","","2020-04-25 16:50:00"
"Candelaria","Valle del Cauca","10.4612172348","-74.879912602","3","3","0","0","3","0","0","","4","","","100","","","","","100","2020-04-25 16:50:00"
"Cartagena de Indias","Cartagena D.T. y C.","10.3849855226","-75.496431028","129","206","17","60","104","17","8","25","3177","0.78690588605603","12.135922330097","50.485436893204","8.252427184466","3.8834951456311","8.252427184466","29.126213592233","62.621359223301","2020-04-25 16:50:00"
"Cartago","Valle del Cauca","4.75875509757","-75.9422640436","3","9","0","6","3","0","0","","193","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-04-25 16:50:00"
"Cereté","Córdoba","8.88861181239","-75.7962165157","1","1","0","0","1","0","0","","111","","","100","","","","","100","2020-04-25 16:50:00"
"Chía","Cundinamarca","4.86606542368","-74.0503468211","19","25","0","6","19","0","0","","250","","","76","","","","24","76","2020-04-25 16:50:00"
"Chinchiná","Caldas","4.98581286197","-75.6074807289","1","4","0","3","1","0","0","","77","","","25","","","","75","25","2020-04-25 16:50:00"
"Choachí","Cundinamarca","4.52704792092","-73.9228944808","0","1","0","1","0","0","0","","0","","","","","","","100","","2020-04-25 16:50:00"
"Ciénaga","Magdalena","11.0066568813","-74.2412861592","22","23","0","1","21","1","0","1","204","0.49019607843137","4.3478260869565","91.304347826087","4.3478260869565","","","4.3478260869565","95.652173913043","2020-04-25 16:50:00"
"Ciénaga de Oro","Córdoba","8.87550224563","-75.6207866383","0","1","1","0","0","0","0","","12","","","","","","100","","","2020-04-25 16:50:00"
"Cimitarra","Santander","6.32068186747","-73.9525821232","0","2","0","2","0","0","0","","21","","","","","","","100","","2020-04-25 16:50:00"
"Circasia","Quindio","4.61779204337","-75.636528232","2","3","0","1","2","0","0","","13","","","66.666666666667","","","","33.333333333333","66.666666666667","2020-04-25 16:50:00"
"Cocorná","Antioquia","6.05830633507","-75.185481011","1","1","0","0","1","0","0","","5","","","100","","","","","100","2020-04-25 16:50:00"
"Cogua","Cundinamarca","5.06184179776","-73.9784966905","1","1","0","0","0","1","0","1","0","","100","","100","","","","100","2020-04-25 16:50:00"
"Concepción","Santander","6.39434709534","-75.2576027037","0","1","0","1","0","0","0","","3","","","","","","","100","","2020-04-25 16:50:00"
"Contadero","Nariño","0.91045786274","-77.5494090245","0","1","0","1","0","0","0","","1","","","","","","","100","","2020-04-25 16:50:00"
"Copacabana","Antioquia","6.34864054523","-75.5093439031","7","7","0","0","7","0","0","","12","","","100","","","","","100","2020-04-25 16:50:00"
"Cota","Cundinamarca","4.81298776927","-74.1027264632","3","9","0","6","3","0","0","","0","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-04-25 16:50:00"
"Cuaspúd","Nariño","0.862978103157","-77.728946826","1","1","0","0","1","0","0","","0","","","100","","","","","100","2020-04-25 16:50:00"
"Cúcuta","Norte de Santander","7.90530629465","-72.5082561962","32","55","3","20","29","1","2","3","1505","0.19933554817276","5.4545454545455","52.727272727273","1.8181818181818","3.6363636363636","5.4545454545455","36.363636363636","58.181818181818","2020-04-25 16:50:00"
"Cumbal","Nariño","0.906185360866","-77.7922766205","2","3","0","1","2","0","0","","10","","","66.666666666667","","","","33.333333333333","66.666666666667","2020-04-25 16:50:00"
"Cumbitara","Nariño","1.64684597096","-77.5781467265","0","1","0","1","0","0","0","","0","","","","","","","100","","2020-04-25 16:50:00"
"Cun","Cundinamarca","5.249767987","-73.7662153323","0","1","1","0","0","0","0","","0","","","","","","100","","","2020-04-25 16:50:00"
"Curití","Santander","6.6735257713","-75.7988581159","0","1","0","1","0","0","0","","10","","","","","","","100","","2020-04-25 16:50:00"
"Donmatías","Antioquia","6.485833","-75.395278","0","1","0","1","0","0","0","","6","","","","","","","100","","2020-04-25 16:50:00"
"Dosquebradas","Risaralda","4.82718783235","-75.6824691212","39","49","1","9","38","0","1","1","68","1.4705882352941","2.0408163265306","77.551020408163","","2.0408163265306","2.0408163265306","18.367346938776","79.591836734694","2020-04-25 16:50:00"
"El Banco","Magdalena","9.05756833011","-75.5728891535","0","1","1","0","0","0","0","","173","","","","","","100","","","2020-04-25 16:50:00"
"El Cerrito","Valle del Cauca","10.7668670891","-75.2027580712","11","12","1","0","11","0","0","","18","","","91.666666666667","","","8.3333333333333","","91.666666666667","2020-04-25 16:50:00"
"El Dovio","Valle del Cauca","4.51045288499","-76.2370841098","0","4","1","3","0","0","0","","7","","","","","","25","75","","2020-04-25 16:50:00"
"El Santuario","Antioquia","6.13704685813","-75.2658497944","1","1","0","0","1","0","0","","6","","","100","","","","","100","2020-04-25 16:50:00"
"Envigado","Antioquia","6.16700455162","-75.5830101409","15","28","0","13","14","1","0","1","262","0.38167938931298","3.5714285714286","50","3.5714285714286","","","46.428571428571","53.571428571429","2020-04-25 16:50:00"
"Espinal","Tolima","4.15131422057","-74.8854497584","2","3","1","0","2","0","0","","185","","","66.666666666667","","","33.333333333333","","66.666666666667","2020-04-25 16:50:00"
"Facatativá","Cundinamarca","4.81306417837","-74.3502279311","5","5","0","0","4","1","0","1","343","0.29154518950437","20","80","20","","","","100","2020-04-25 16:50:00"
"Filandia","Quindio","4.67414557186","-75.6586858841","1","1","0","0","1","0","0","","122","","","100","","","","","100","2020-04-25 16:50:00"
"Florencia","Caquetá","9.31366872153","-74.8915160804","1","2","1","0","1","0","0","","514","","","50","","","50","","50","2020-04-25 16:50:00"
"Florida","Valle del Cauca","3.32391810634","-76.2345017444","8","8","0","0","7","0","1","1","38","2.6315789473684","12.5","87.5","","12.5","","","100","2020-04-25 16:50:00"
"Floridablanca","Santander","7.07236040291","-73.0990326168","2","8","0","6","1","0","1","1","807","0.12391573729864","12.5","12.5","","12.5","","75","25","2020-04-25 16:50:00"
"Frontino","Antioquia","6.77606591161","-76.1307651388","0","1","0","1","0","0","0","","10","","","","","","","100","","2020-04-25 16:50:00"
"Fundación","Magdalena","10.5140924032","-74.1913434578","1","1","0","0","1","0","0","","234","","","100","","","","","100","2020-04-25 16:50:00"
"Funza","Cundinamarca","4.7127630154","-74.2115250018","10","11","0","1","10","0","0","","20","","","90.909090909091","","","","9.0909090909091","90.909090909091","2020-04-25 16:50:00"
"Fusagasugá","Cundinamarca","4.33848085051","-74.3663339328","0","1","0","1","0","0","0","","184","","","","","","","100","","2020-04-25 16:50:00"
"Galapa","Atlántico","10.9196410045","-74.8669380999","1","1","0","0","1","0","0","","11","","","100","","","","","100","2020-04-25 16:50:00"
"Garagoa","Boyacá","5.08324346272","-73.3644275636","1","1","0","0","1","0","0","","30","","","100","","","","","100","2020-04-25 16:50:00"
"Garzón","Huila","2.19699442096","-75.6276937365","1","1","0","0","1","0","0","","133","","","100","","","","","100","2020-04-25 16:50:00"
"Gigante","Huila","2.38823562547","-75.5412198856","2","2","0","0","2","0","0","","8","","","100","","","","","100","2020-04-25 16:50:00"
"Ginebra","Valle del Cauca","3.72418114734","-76.2680678884","0","1","1","0","0","0","0","","9","","","","","","100","","","2020-04-25 16:50:00"
"Granada","Antioquia","6.14289666655","-75.1844450829","2","2","0","0","1","1","0","1","3","33.333333333333","50","50","50","","","","100","2020-04-25 16:50:00"
"Guacarí","Valle del Cauca","3.76290900784","-76.3313673514","2","2","0","0","2","0","0","","10","","","100","","","","","100","2020-04-25 16:50:00"
"Guadalajara de Buga","Valle del Cauca","3.90082354377","-76.2989611331","7","8","0","1","7","0","0","","331","","","87.5","","","","12.5","87.5","2020-04-25 16:50:00"
"Guaduas","Cundinamarca","5.0718705327","-74.6029562704","1","1","0","0","1","0","0","","20","","","100","","","","","100","2020-04-25 16:50:00"
"Guarne","Antioquia","6.2780640767","-75.441653922","1","3","0","2","1","0","0","","8","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-04-25 16:50:00"
"Guatapé","Antioquia","6.23259270739","-75.1622925892","1","2","0","1","0","1","0","1","5","20","50","","50","","","50","50","2020-04-25 16:50:00"
"Ibagué","Tolima","4.43960899136","-75.1937147765","20","37","1","16","19","0","1","1","1174","0.085178875638842","2.7027027027027","51.351351351351","","2.7027027027027","2.7027027027027","43.243243243243","54.054054054054","2020-04-25 16:50:00"
"Ipiales","Nariño","0.827734241442","-77.6464007453","45","49","3","1","42","1","2","3","206","1.4563106796117","6.1224489795918","85.714285714286","2.0408163265306","4.0816326530612","6.1224489795918","2.0408163265306","91.836734693878","2020-04-25 16:50:00"
"Isnos","Huila","1.92946706016","-76.2176374469","0","1","1","0","0","0","0","","7","","","","","","100","","","2020-04-25 16:50:00"
"Itagüí","Antioquia","6.16959762893","-75.6143587142","11","16","0","5","9","1","1","2","337","0.59347181008902","12.5","56.25","6.25","6.25","","31.25","68.75","2020-04-25 16:50:00"
"Jamundí","Valle del Cauca","3.26227576022","-76.5424587285","6","10","1","3","6","0","0","","129","","","60","","","10","30","60","2020-04-25 16:50:00"
"La Calera","Cundinamarca","4.72034452148","-73.9697449587","0","1","0","1","0","0","0","","0","","","","","","","100","","2020-04-25 16:50:00"
"La Ceja","Antioquia","6.02805574408","-75.4294308862","1","2","0","1","1","0","0","","240","","","50","","","","50","50","2020-04-25 16:50:00"
"La Dorada","Caldas","8.34513300359","-74.4778605477","27","31","2","2","27","0","0","","122","","","87.096774193548","","","6.4516129032258","6.4516129032258","87.096774193548","2020-04-25 16:50:00"
"La Estrella","Antioquia","6.15841974028","-75.6451903823","7","9","0","2","7","0","0","","6","","","77.777777777778","","","","22.222222222222","77.777777777778","2020-04-25 16:50:00"
"La Paz","Cesar","2.43235998842","-76.9602448248","1","1","0","0","1","0","0","","5","","","100","","","","","100","2020-04-25 16:50:00"
"La Tebaida","Quindio","6.00569607721","-75.0256207392","0","1","0","1","0","0","0","","16","","","","","","","100","","2020-04-25 16:50:00"
"La Unión","Valle del Cauca","6.38243035338","-75.6212252215","0","2","0","2","0","0","0","","8","","","","","","","100","","2020-04-25 16:50:00"
"La Virginia","Risaralda","4.49036013291","-75.6425417206","1","1","0","0","1","0","0","","35","","","100","","","","","100","2020-04-25 16:50:00"
"Leticia","Amazonas","10.1820963025","-75.5118252981","35","37","2","0","30","5","0","5","141","3.5460992907801","13.513513513514","81.081081081081","13.513513513514","","5.4054054054054","","94.594594594595","2020-04-25 16:50:00"
"Lorica","Córdoba","9.24085514265","-75.8159953999","0","2","1","1","0","0","0","","260","","","","","","50","50","","2020-04-25 16:50:00"
"Madrid","Cundinamarca","9.19385244104","-74.7496541106","4","8","0","4","4","0","0","","29","","","50","","","","50","50","2020-04-25 16:50:00"
"Malambo","Atlántico","10.8562872414","-74.7742405717","4","4","0","0","2","2","0","2","105","1.9047619047619","50","50","50","","","","100","2020-04-25 16:50:00"
"Manizales","Caldas","7.8368375609","-75.4143614377","5","12","0","7","5","0","0","","1595","","","41.666666666667","","","","58.333333333333","41.666666666667","2020-04-25 16:50:00"
"Marsella","Risaralda","5.86293376288","-75.6878392213","1","1","0","0","1","0","0","","14","","","100","","","","","100","2020-04-25 16:50:00"
"Medellín","Antioquia","5.6101097761033","-74.886816625","204","287","2","81","191","5","8","13","5715","0.22747156605424","4.5296167247387","66.550522648084","1.7421602787456","2.787456445993","0.69686411149826","28.222996515679","71.080139372822","2020-04-25 16:50:00"
"Melgar","Tolima","4.20815489203","-74.6298504009","2","2","0","0","2","0","0","","9","","","100","","","","","100","2020-04-25 16:50:00"
"Miranda","Cauca","3.25309540523","-76.2288698651","5","6","1","0","4","1","0","1","7","14.285714285714","16.666666666667","66.666666666667","16.666666666667","","16.666666666667","","83.333333333333","2020-04-25 16:50:00"
"Montebello","Antioquia","5.94632556697","-75.5235109116","3","3","0","0","3","0","0","","4","","","100","","","","","100","2020-04-25 16:50:00"
"Montenegro","Quindio","4.5629597433","-75.7518122369","2","3","1","0","2","0","0","","15","","","66.666666666667","","","33.333333333333","","66.666666666667","2020-04-25 16:50:00"
"Montería","Córdoba","8.7451325909","-75.8755779091","15","17","1","1","15","0","0","","2289","","","88.235294117647","","","5.8823529411765","5.8823529411765","88.235294117647","2020-04-25 16:50:00"
"Mosquera","Cundinamarca","4.71137120122","-74.2317750849","8","10","0","2","7","0","1","1","17","5.8823529411765","10","70","","10","","20","80","2020-04-25 16:50:00"
"Neiva","Huila","8.55014492944","-75.5402712159","38","66","3","25","31","4","3","7","1133","0.61782877316858","10.606060606061","46.969696969697","6.0606060606061","4.5454545454545","4.5454545454545","37.878787878788","57.575757575758","2020-04-25 16:50:00"
"Ocaña","Norte de Santander","8.246111","-73.355278","0","1","1","0","0","0","0","","299","","","","","","100","","","2020-04-25 16:50:00"
"Oicatá","Boyacá","5.59523423857","-73.3084039802","0","1","0","1","0","0","0","","45","","","","","","","100","","2020-04-25 16:50:00"
"Pacho","Cundinamarca","5.13694229685","-74.1561166248","10","11","0","1","8","2","0","2","66","3.030303030303","18.181818181818","72.727272727273","18.181818181818","","","9.0909090909091","90.909090909091","2020-04-25 16:50:00"
"Paicol","Huila","2.44954894922","-75.7729923197","1","1","0","0","1","0","0","","4","","","100","","","","","100","2020-04-25 16:50:00"
"Palermo","Huila","5.73280146532","-75.6953709211","0","3","0","3","0","0","0","","8","","","","","","","100","","2020-04-25 16:50:00"
"Palmira","Valle del Cauca","8.54978573123","-75.4510664684","27","47","4","16","26","0","1","1","448","0.22321428571429","2.1276595744681","55.31914893617","","2.1276595744681","8.5106382978723","34.042553191489","57.446808510638","2020-04-25 16:50:00"
"Pasto","Nariño","1.21212436525","-77.2785763476","11","18","2","5","10","0","1","1","1789","0.055897149245388","5.5555555555556","55.555555555556","","5.5555555555556","11.111111111111","27.777777777778","61.111111111111","2020-04-25 16:50:00"
"Pereira","Risaralda","8.51722410471","-76.0759945061","99","126","4","23","97","1","1","2","1496","0.13368983957219","1.5873015873016","76.984126984127","0.79365079365079","0.79365079365079","3.1746031746032","18.253968253968","78.571428571429","2020-04-25 16:50:00"
"Piedecuesta","Santander","6.04999176281","-75.693460235","1","1","0","0","1","0","0","","368","","","100","","","","","100","2020-04-25 16:50:00"
"Pitalito","Huila","10.813131477","-74.8414613702","3","3","0","0","2","1","0","1","162","0.61728395061728","33.333333333333","66.666666666667","33.333333333333","","","","100","2020-04-25 16:50:00"
"Polonuevo","Atlántico","10.7777245089","-74.8542572499","0","1","0","1","0","0","0","","6","","","","","","","100","","2020-04-25 16:50:00"
"Ponedera","Atlántico","10.6417959278","-74.7539004396","0","1","0","1","0","0","0","","23","","","","","","","100","","2020-04-25 16:50:00"
"Popayán","Cauca","2.48250339062","-76.5740646841","4","15","1","10","3","1","0","1","1306","0.076569678407351","6.6666666666667","20","6.6666666666667","","6.6666666666667","66.666666666667","26.666666666667","2020-04-25 16:50:00"
"Puebloviejo","Magdalena","10.9948296498","-74.2824842344","1","1","0","0","0","1","0","1","11","9.0909090909091","100","","100","","","","100","2020-04-25 16:50:00"
"Puerto Colombia","Atlántico","11.0229400539","-74.851963565","4","4","0","0","4","0","0","","688","","","100","","","","","100","2020-04-25 16:50:00"
"Puerto Santander","Norte de Santander","3.37059851251","-73.5146846138","1","1","0","0","1","0","0","","0","","","100","","","","","100","2020-04-25 16:50:00"
"Puerto Tejada","Cauca","0.988590121237","-75.0660995429","2","2","0","0","0","2","0","2","19","10.526315789474","100","","100","","","","100","2020-04-25 16:50:00"
"Quibdo","Chocó","5.69219518726","-76.6259693555","10","10","0","0","9","1","0","1","336","0.29761904761905","10","90","10","","","","100","2020-04-25 16:50:00"
"Restrepo","Meta","4.26073199369","-73.5646041828","3","3","0","0","3","0","0","","13","","","100","","","","","100","2020-04-25 16:50:00"
"Retiro","Antioquia","6.06337995392","-75.5013751615","0","1","0","1","0","0","0","","25","","","","","","","100","","2020-04-25 16:50:00"
"Río de Oro","Cesar","8.29228738416","-73.3863951998","1","2","1","0","0","0","1","1","8","12.5","50","","","50","50","","50","2020-04-25 16:50:00"
"Riohacha","La Guajira","11.5287513839","-72.911488911","3","5","1","1","3","0","0","","579","","","60","","","20","20","60","2020-04-25 16:50:00"
"Rionegro","Antioquia","6.14722409002","-75.3767693823","1","10","0","9","1","0","0","","608","","","10","","","","90","10","2020-04-25 16:50:00"
"Sabanagrande","Atlántico","10.7910759492","-74.758507205","2","2","0","0","2","0","0","","83","","","100","","","","","100","2020-04-25 16:50:00"
"Sabaneta","Antioquia","6.15097018093","-75.6155852932","2","9","0","7","2","0","0","","45","","","22.222222222222","","","","77.777777777778","22.222222222222","2020-04-25 16:50:00"
"Sahagún","Córdoba","8.94312541611","-75.4459203022","0","1","0","1","0","0","0","","240","","","","","","","100","","2020-04-25 16:50:00"
"San Agustín","Huila","8.167921639","-74.661049672","2","2","0","0","1","1","0","1","15","6.6666666666667","50","50","50","","","","100","2020-04-25 16:50:00"
"San Andrés","Archipiélago de San Andrés Providencia y Santa Catalina","6.39872921828","-75.440016949","4","6","0","2","4","0","0","","9","","","66.666666666667","","","","33.333333333333","66.666666666667","2020-04-25 16:50:00"
"San Andrés de Tumaco","Nariño","1.80711725006","-78.7638541478","14","17","1","2","13","1","0","1","246","0.40650406504065","5.8823529411765","76.470588235294","5.8823529411765","","5.8823529411765","11.764705882353","82.352941176471","2020-04-25 16:50:00"
"San Cristóbal","Bolívar","10.3928557722","-75.0655341715","1","1","0","0","0","0","1","1","2","50","100","","","100","","","100","2020-04-25 16:50:00"
"San Diego","Cesar","5.66527168584","-74.9332394378","2","2","0","0","1","1","0","1","11","9.0909090909091","50","50","50","","","","100","2020-04-25 16:50:00"
"San Francisco","Antioquia","5.96407913115","-75.1026869656","0","1","1","0","0","0","0","","6","","","","","","100","","","2020-04-25 16:50:00"
"San Juan de Rioseco","Cundinamarca","4.84757599913","-74.6219147166","1","2","0","1","1","0","0","","6","","","50","","","","50","50","2020-04-25 16:50:00"
"San Martín","Cesar","6.53433012953","-76.8447910108","2","2","0","0","0","1","1","2","12","16.666666666667","100","","50","50","","","100","2020-04-25 16:50:00"
"San Pedro","Valle del Cauca","5.25045488109","-75.7942693728","2","3","0","1","2","0","0","","5","","","66.666666666667","","","","33.333333333333","66.666666666667","2020-04-25 16:50:00"
"San Pedro de Urabá","Antioquia","8.27688666409","-76.380577886","1","1","0","0","1","0","0","","10","","","100","","","","","100","2020-04-25 16:50:00"
"Santa Marta","Santa Marta D.T. y C.","11.2294335041","-74.1908941206","101","124","11","12","83","16","2","18","1969","0.91416962925343","14.516129032258","66.935483870968","12.903225806452","1.6129032258065","8.8709677419355","9.6774193548387","81.451612903226","2020-04-25 16:50:00"
"Santa Rosa","Bolívar","9.06946150984","-74.6714498299","1","1","0","0","1","0","0","","33","","","100","","","","","100","2020-04-25 16:50:00"
"Santa Rosa de Cabal","Risaralda","4.86752645418","-75.6200106565","3","3","0","0","3","0","0","","16","","","100","","","","","100","2020-04-25 16:50:00"
"Santa Rosa de Lima","Bolívar","10.4443960805","-75.369831664","1","1","0","0","1","0","0","","33","","","100","","","","","100","2020-04-25 16:50:00"
"Santa Rosa de Osos","Antioquia","6.64332600099","-75.4607450191","0","2","0","2","0","0","0","","13","","","","","","","100","","2020-04-25 16:50:00"
"Santa Sofía","Boyacá","5.71326942075","-73.6027071719","1","1","0","0","1","0","0","","0","","","100","","","","","100","2020-04-25 16:50:00"
"Santana","Boyacá","5.77866547593","-72.945544503","2","4","0","2","2","0","0","","0","","","50","","","","50","50","2020-04-25 16:50:00"
"Santander de Quilichao","Cauca","3.01605390077","-76.4853702902","0","1","1","0","0","0","0","","65","","","","","","100","","","2020-04-25 16:50:00"
"Santo Tomás","Atlántico","10.756056293","-74.7541118585","0","1","0","1","0","0","0","","65","","","","","","","100","","2020-04-25 16:50:00"
"Sibaté","Cundinamarca","4.48976359282","-74.2589922464","3","3","0","0","2","0","1","1","6","16.666666666667","33.333333333333","66.666666666667","","33.333333333333","","","100","2020-04-25 16:50:00"
"Sincelejo","Sucre","9.30233310439","-75.3954835627","0","1","0","1","0","0","0","","1630","","","","","","","100","","2020-04-25 16:50:00"
"Soacha","Cundinamarca","4.58549165821","-74.2145275305","31","46","2","13","26","5","0","5","389","1.2853470437018","10.869565217391","56.521739130435","10.869565217391","","4.3478260869565","28.260869565217","67.391304347826","2020-04-25 16:50:00"
"Socha","Boyacá","5.99671302142","-72.6919658568","3","3","0","0","3","0","0","","4","","","100","","","","","100","2020-04-25 16:50:00"
"Sogamoso","Boyacá","5.72568939005","-72.9230476859","1","1","0","0","1","0","0","","338","","","100","","","","","100","2020-04-25 16:50:00"
"Soledad","Atlántico","10.9101744673","-74.784833384","32","39","2","5","32","0","0","","654","","","82.051282051282","","","5.1282051282051","12.820512820513","82.051282051282","2020-04-25 16:50:00"
"Sonsón","Antioquia","5.71481164114","-75.3093951469","2","2","0","0","1","1","0","1","8","12.5","50","50","50","","","","100","2020-04-25 16:50:00"
"Sopó","Cundinamarca","4.90633080922","-73.9457748929","2","4","0","2","2","0","0","","14","","","50","","","","50","50","2020-04-25 16:50:00"
"Subachoque","Cundinamarca","4.92907928898","-74.1727084609","1","3","0","2","1","0","0","","72","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-04-25 16:50:00"
"Suesca","Cundinamarca","5.10351683913","-73.7982897825","3","4","1","0","1","2","0","2","8","25","50","25","50","","25","","75","2020-04-25 16:50:00"
"Tenjo","Cundinamarca","4.87196053725","-74.1439562115","4","6","2","0","3","1","0","1","14","7.1428571428571","16.666666666667","50","16.666666666667","","33.333333333333","","66.666666666667","2020-04-25 16:50:00"
"Tenza","Boyacá","5.0770743509","-73.4205891075","1","2","0","1","1","0","0","","0","","","50","","","","50","50","2020-04-25 16:50:00"
"Tierralta","Córdoba","9.10500159924","-75.806480569","1","1","0","0","1","0","0","","29","","","100","","","","","100","2020-04-25 16:50:00"
"Timaná","Huila","1.9742244433","-75.932086996","1","2","1","0","0","1","0","1","9","11.111111111111","50","","50","","50","","50","2020-04-25 16:50:00"
"Timbío","Cauca","2.34997642507","-76.6842387889","1","1","0","0","1","0","0","","11","","","100","","","","","100","2020-04-25 16:50:00"
