"DIVIPOLA","City_Municipality","ID_Deparment","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"5001","Medellin","5","Antioquia","5.610109776","-74.88681663","1978","2932","27","927","1760","186","29","215","2885","0.075","0.073","0.600","0.063","0.010","0.009","1.0657513","0.316","0.675","864","93831","2020-07-05 17:01:00"
"5030","Amaga","5","Antioquia","6.038808575","-75.70194607","3","5","0","2","3","0","0","0","5","0.000","0.000","0.600","0.000","0.000","0.000","0.0000000","0.400","0.600","6257","","2020-07-05 17:01:00"
"5034","Andes","5","Antioquia","5.656774852","-75.87879189","0","1","0","1","0","0","0","0","10","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","44199","","2020-07-05 17:01:00"
"5038","Angostura","5","Antioquia","6.885174591","-75.33511597","0","1","0","1","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","11536","","2020-07-05 17:01:00"
"5042","Santa Fe de Antioquia","5","Antioquia","6.556533296","-75.82707907","10","10","0","0","10","0","0","0","25","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","2700","","2020-07-05 17:01:00"
"5044","Anza","5","Antioquia","6.302658359","-75.85444158","5","5","0","0","5","0","0","0","2","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","1434","","2020-07-05 17:01:00"
"5045","Apartado","5","Antioquia","7.883417406","-76.62596065","162","221","0","59","153","9","0","9","158","0.057","0.041","0.692","0.041","0.000","0.000","0.0000000","0.267","0.733","578","","2020-07-05 17:01:00"
"5051","Arboletes","5","Antioquia","8.850567734","-76.4270568","30","31","0","1","25","5","0","5","4","1.250","0.161","0.806","0.161","0.000","0.000","0.0000000","0.032","0.968","984","","2020-07-05 17:01:00"
"5079","Barbosa","5","Antioquia","6.439226882","-75.33164423","4","13","0","9","3","1","0","1","7","0.143","0.077","0.231","0.077","0.000","0.000","0.0000000","0.692","0.308","4181","","2020-07-05 17:01:00"
"5088","Bello","5","Antioquia","6.334068836","-75.55466507","255","418","7","156","226","23","6","29","355","0.082","0.069","0.541","0.055","0.014","0.017","1.2677623","0.373","0.610","1321","78879","2020-07-05 17:01:00"
"5093","Betulia","5","Antioquia","6.115255594","-75.98451587","1","1","0","0","1","0","0","0","5","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","15896","","2020-07-05 17:01:00"
"5101","Ciudad Bolivar","5","Antioquia","5.850273232","-76.02150921","3","4","1","0","3","0","0","0","23","0.000","0.000","0.750","0.000","0.000","0.250","3.8004028","0.000","0.750","6578","26313","2020-07-05 17:01:00"
"5107","Briceno","5","Antioquia","7.114882947","-75.54813022","1","1","0","0","1","0","0","0","5","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","8120","","2020-07-05 17:01:00"
"5113","Buritica","5","Antioquia","6.719735175","-75.90753473","43","44","0","1","43","0","0","0","3","0.000","0.000","0.977","0.000","0.000","0.000","0.0000000","0.023","0.977","219","","2020-07-05 17:01:00"
"5120","Caceres","5","Antioquia","7.578315451","-75.35235749","1","2","0","1","1","0","0","0","5","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","15178","","2020-07-05 17:01:00"
"5125","Caicedo","5","Antioquia","6.405567003","-75.98281889","1","1","0","0","1","0","0","0","1","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","8536","","2020-07-05 17:01:00"
"5129","Caldas","5","Antioquia","6.091296966","-75.63361872","20","28","0","8","19","1","0","1","49","0.020","0.036","0.679","0.036","0.000","0.000","0.0000000","0.286","0.714","2979","","2020-07-05 17:01:00"
"5138","Canasgordas","5","Antioquia","6.759477684","-76.03220994","3","6","0","3","3","0","0","0","3","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","2592","","2020-07-05 17:01:00"
