"City_Municipality","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Capacity","Hospital_Capacity_Rate","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Last_Update"
"Sincelejo","Sucre","9.30233310439","-75.3954835627","0","1","0","1","0","0","0","","1630","","","","","","","100","","2020-04-28 17:13:00"
"Soacha","Cundinamarca","4.58549165821","-74.2145275305","36","57","4","17","32","4","0","4","389","1.0282776349614","7.0175438596491","56.140350877193","7.0175438596491","","7.0175438596491","29.824561403509","63.157894736842","2020-04-28 17:13:00"
"Socha","Boyacá","5.99671302142","-72.6919658568","3","3","0","0","3","0","0","","4","","","100","","","","","100","2020-04-28 17:13:00"
"Sogamoso","Boyacá","5.72568939005","-72.9230476859","3","3","0","0","1","2","0","2","338","0.59171597633136","66.666666666667","33.333333333333","66.666666666667","","","","100","2020-04-28 17:13:00"
"Soledad","Atlántico","10.9101744673","-74.784833384","59","73","4","10","54","4","1","5","654","0.76452599388379","6.8493150684932","73.972602739726","5.4794520547945","1.3698630136986","5.4794520547945","13.698630136986","80.821917808219","2020-04-28 17:13:00"
"Sonsón","Antioquia","5.71481164114","-75.3093951469","2","2","0","0","1","1","0","1","8","12.5","50","50","50","","","","100","2020-04-28 17:13:00"
"Sopó","Cundinamarca","4.90633080922","-73.9457748929","2","4","0","2","2","0","0","","14","","","50","","","","50","50","2020-04-28 17:13:00"
"Subachoque","Cundinamarca","4.92907928898","-74.1727084609","1","3","0","2","1","0","0","","72","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-04-28 17:13:00"
"Suesca","Cundinamarca","5.10351683913","-73.7982897825","2","4","1","1","0","2","0","2","8","25","50","","50","","25","25","50","2020-04-28 17:13:00"
"Tenjo","Cundinamarca","4.87196053725","-74.1439562115","4","6","2","0","3","1","0","1","14","7.1428571428571","16.666666666667","50","16.666666666667","","33.333333333333","","66.666666666667","2020-04-28 17:13:00"
"Tenza","Boyacá","5.0770743509","-73.4205891075","1","2","0","1","1","0","0","","0","","","50","","","","50","50","2020-04-28 17:13:00"
"Tierralta","Córdoba","9.10500159924","-75.806480569","1","1","0","0","1","0","0","","29","","","100","","","","","100","2020-04-28 17:13:00"
"Timaná","Huila","1.9742244433","-75.932086996","1","2","1","0","0","1","0","1","9","11.111111111111","50","","50","","50","","50","2020-04-28 17:13:00"
"Timbío","Cauca","2.34997642507","-76.6842387889","2","2","0","0","2","0","0","","11","","","100","","","","","100","2020-04-28 17:13:00"
"Tocancipá","Cundinamarca","4.96478635371","-73.9120912065","0","3","0","3","0","0","0","","0","","","","","","","100","","2020-04-28 17:13:00"
"Togüí","Boyacá","5.93743822459","-73.5136550618","10","14","0","4","10","0","0","","0","","","71.428571428571","","","","28.571428571429","71.428571428571","2020-04-28 17:13:00"
"Toledo","Norte de Santander","6.05447305759","-75.3849469491","1","1","0","0","1","0","0","","8","","","100","","","","","100","2020-04-28 17:13:00"
"Trujillo","Valle del Cauca","1.78795153983","-78.6122376428","2","3","0","1","2","0","0","","9","","","66.666666666667","","","","33.333333333333","66.666666666667","2020-04-28 17:13:00"
"Tuluá","Valle del Cauca","4.08526123852","-76.1976996795","9","15","1","5","7","2","0","2","532","0.37593984962406","13.333333333333","46.666666666667","13.333333333333","","6.6666666666667","33.333333333333","60","2020-04-28 17:13:00"
"Tunja","Boyacá","5.53995323795","-73.3554887287","3","7","1","3","3","0","0","","601","","","42.857142857143","","","14.285714285714","42.857142857143","42.857142857143","2020-04-28 17:13:00"
"Túquerres","Nariño","1.08519335919","-77.6168863825","0","1","1","0","0","0","0","","50","","","","","","100","","","2020-04-28 17:13:00"
"Turbaco","Bolívar","10.3327691633","-75.4244091655","10","13","1","2","10","0","0","","140","","","76.923076923077","","","7.6923076923077","15.384615384615","76.923076923077","2020-04-28 17:13:00"
"Ulloa","Valle del Cauca","4.70251391059","-75.7377474697","0","1","0","1","0","0","0","","7","","","","","","","100","","2020-04-28 17:13:00"
"Valledupar","Cesar","10.4604812152","-73.259389309","12","43","3","28","7","4","1","5","2370","0.21097046413502","11.627906976744","16.279069767442","9.3023255813953","2.3255813953488","6.9767441860465","65.116279069767","27.906976744186","2020-04-28 17:13:00"
"Vijes","Valle del Cauca","3.69858792939","-76.4419652068","2","2","0","0","2","0","0","","8","","","100","","","","","100","2020-04-28 17:13:00"
"Villa de San Diego de Ubaté","Cundinamarca","5.30754098383","-73.8143463395","1","2","0","1","1","0","0","","78","","","50","","","","50","50","2020-04-28 17:13:00"
"Villa del Rosario","Norte de Santander","5.89524387061","-76.5440065535","1","3","0","2","1","0","0","","8","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-04-28 17:13:00"
"Villa rica","Cauca","3.17757792648","-76.457872658","0","1","1","0","0","0","0","","1","","","","","","100","","","2020-04-28 17:13:00"
"Villamaría","Caldas","5.04380668643","-75.5137606023","1","3","0","2","1","0","0","","15","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-04-28 17:13:00"
"Villapinzón","Cundinamarca","5.21643837183","-73.5953546674","3","6","2","1","3","0","0","","0","","","50","","","33.333333333333","16.666666666667","50","2020-04-28 17:13:00"
"Villavicencio","Meta","8.45697278227","-76.1247069871","327","340","4","9","322","4","1","5","1580","0.31645569620253","1.4705882352941","94.705882352941","1.1764705882353","0.29411764705882","1.1764705882353","2.6470588235294","96.176470588235","2020-04-28 17:13:00"
"Villeta","Cundinamarca","5.01279063928","-74.469704945","0","4","0","4","0","0","0","","40","","","","","","","100","","2020-04-28 17:13:00"
"Viterbo","Caldas","5.06266423587","-75.8706098599","0","2","0","2","0","0","0","","7","","","","","","","100","","2020-04-28 17:13:00"
"Yopal","Casanare","5.3276126513","-72.396915159","10","16","0","6","9","1","0","1","439","0.22779043280182","6.25","56.25","6.25","","","37.5","62.5","2020-04-28 17:13:00"
"Yotoco","Valle del Cauca","3.86121458419","-76.3824744527","2","3","0","1","2","0","0","","6","","","66.666666666667","","","","33.333333333333","66.666666666667","2020-04-28 17:13:00"
"Yumbo","Valle del Cauca","3.52896890809","-76.499819783","18","22","0","4","16","1","1","2","24","8.3333333333333","9.0909090909091","72.727272727273","4.5454545454545","4.5454545454545","","18.181818181818","81.818181818182","2020-04-28 17:13:00"
"Zipaquirá","Cundinamarca","5.02547168537","-73.9944712419","6","13","2","5","6","0","0","","294","","","46.153846153846","","","15.384615384615","38.461538461538","46.153846153846","2020-04-28 17:13:00"
"Zona Bananera","Magdalena","10.764167","-74.157222","1","2","1","0","1","0","0","","15","","","50","","","50","","50","2020-04-28 17:13:00"
