"DIVIPOLA","City_Municipality","ID_Deparment","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"5001","Medellin","5","Antioquia","5.610109776","-74.88681663","467","939","5","467","429","31","7","38","2885","0.013","0.040","0.457","0.033","0.007","0.005","0.1973614","0.497","0.497","2698","506685","2020-06-16 17:23:00"
"5030","Amaga","5","Antioquia","6.038808575","-75.70194607","2","3","0","1","2","0","0","0","5","0.000","0.000","0.667","0.000","0.000","0.000","0.0000000","0.333","0.667","10428","","2020-06-16 17:23:00"
"5034","Andes","5","Antioquia","5.656774852","-75.87879189","0","1","0","1","0","0","0","0","10","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","44199","","2020-06-16 17:23:00"
"5038","Angostura","5","Antioquia","6.885174591","-75.33511597","0","1","0","1","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","11536","","2020-06-16 17:23:00"
"5042","Santa Fe de Antioquia","5","Antioquia","6.556533296","-75.82707907","1","1","0","0","1","0","0","0","25","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","27002","","2020-06-16 17:23:00"
"5045","Apartado","5","Antioquia","7.883417406","-76.62596065","9","29","0","20","9","0","0","0","158","0.000","0.000","0.310","0.000","0.000","0.000","0.0000000","0.690","0.310","4405","","2020-06-16 17:23:00"
"5051","Arboletes","5","Antioquia","8.850567734","-76.4270568","2","2","0","0","1","1","0","1","4","0.250","0.500","0.500","0.500","0.000","0.000","0.0000000","0.000","1.000","15255","","2020-06-16 17:23:00"
"5079","Barbosa","5","Antioquia","6.439226882","-75.33164423","9","10","0","1","9","0","0","0","7","0.000","0.000","0.900","0.000","0.000","0.000","0.0000000","0.100","0.900","5435","","2020-06-16 17:23:00"
"5088","Bello","5","Antioquia","6.334068836","-75.55466507","95","173","4","74","81","12","2","14","355","0.039","0.081","0.468","0.069","0.012","0.023","0.7244356","0.428","0.549","3192","138039","2020-06-16 17:23:00"
"5129","Caldas","5","Antioquia","6.091296966","-75.63361872","4","7","0","3","4","0","0","0","49","0.000","0.000","0.571","0.000","0.000","0.000","0.0000000","0.429","0.571","11918","","2020-06-16 17:23:00"
"5138","Canasgordas","5","Antioquia","6.759477684","-76.03220994","2","2","0","0","2","0","0","0","3","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","7776","","2020-06-16 17:23:00"
"5147","Carepa","5","Antioquia","7.755116346","-76.65321034","257","298","0","41","257","0","0","0","11","0.000","0.000","0.862","0.000","0.000","0.000","0.0000000","0.138","0.862","172","","2020-06-16 17:23:00"
"5148","El Carmen de Viboral","5","Antioquia","6.084551516","-75.33536246","1","2","0","1","1","0","0","0","11","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","31291","","2020-06-16 17:23:00"
"5154","Caucasia","5","Antioquia","7.977362333","-75.19829033","3","3","0","0","2","0","0","0","126","0.000","0.000","0.667","0.000","0.000","0.000","0.0000000","0.000","1.000","31809","","2020-06-16 17:23:00"
"5172","Chigorodo","5","Antioquia","7.666300439","-76.6812164","7","8","0","1","6","1","0","1","31","0.032","0.125","0.750","0.125","0.000","0.000","0.0000000","0.125","0.875","7480","","2020-06-16 17:23:00"
"5190","Cisneros","5","Antioquia","6.537761957","-75.08720761","0","1","0","1","0","0","0","0","6","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","9936","","2020-06-16 17:23:00"
"5197","Cocorna","5","Antioquia","6.058306335","-75.18548101","0","1","0","1","0","0","0","0","2","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","14833","","2020-06-16 17:23:00"
"5212","Copacabana","5","Antioquia","6.348640545","-75.5093439","22","34","0","12","21","0","0","0","6","0.000","0.000","0.618","0.000","0.000","0.000","0.0000000","0.353","0.647","2406","","2020-06-16 17:23:00"
"5234","Dabeiba","5","Antioquia","7.00032194","-76.26297665","1","1","0","0","1","0","0","0","5","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","23509","","2020-06-16 17:23:00"
"5237","Donmatias","5","Antioquia","6.484469957","-75.39272406","2","3","0","1","2","0","0","0","3","0.000","0.000","0.667","0.000","0.000","0.000","0.0000000","0.333","0.667","6570","","2020-06-16 17:23:00"
"5250","El Bagre","5","Antioquia","7.597521794","-74.79909729","0","1","0","1","0","0","0","0","12","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","53846","","2020-06-16 17:23:00"
"5266","Envigado","5","Antioquia","6.167004552","-75.58301014","22","52","0","30","20","2","0","2","131","0.015","0.038","0.385","0.038","0.000","0.000","0.0000000","0.577","0.423","4658","","2020-06-16 17:23:00"
"5284","Frontino","5","Antioquia","6.776065912","-76.13076514","1","3","0","2","1","0","0","0","5","0.000","0.000","0.333","0.000","0.000","0.000","0.0000000","0.667","0.333","6900","","2020-06-16 17:23:00"
"5306","Giraldo","5","Antioquia","6.680808016","-75.95215756","3","4","0","1","3","0","0","0","1","0.000","0.000","0.750","0.000","0.000","0.000","0.0000000","0.250","0.750","1438","","2020-06-16 17:23:00"
"5308","Girardota","5","Antioquia","6.379613834","-75.44446221","1","1","0","0","1","0","0","0","4","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","54439","","2020-06-16 17:23:00"
"5313","Granada","5","Antioquia","6.142896667","-75.18444508","0","1","1","0","0","0","0","0","1","0.000","0.000","0.000","0.000","0.000","1.000","10.2417042","0.000","0.000","9764","9764","2020-06-16 17:23:00"
"5318","Guarne","5","Antioquia","6.278064077","-75.44165392","0","3","0","3","0","0","0","0","4","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","19386","","2020-06-16 17:23:00"
"5321","Guatape","5","Antioquia","6.232592707","-75.16229259","0","2","0","2","0","0","0","0","2","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","4355","","2020-06-16 17:23:00"
