"DIVIPOLA","City_Municipality","ID_Deparment","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"5001","Medellin","5","Antioquia","5.610109776","-74.88681663","368","820","4","448","337","24","7","31","2885","0.011","0.038","0.411","0.029","0.009","0.005","0.1578891","0.546","0.449","3090","633356","2020-06-13 17:43:00"
"5030","Amaga","5","Antioquia","6.038808575","-75.70194607","1","2","0","1","1","0","0","0","5","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","15642","","2020-06-13 17:43:00"
"5034","Andes","5","Antioquia","5.656774852","-75.87879189","0","1","0","1","0","0","0","0","10","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","44199","","2020-06-13 17:43:00"
"5038","Angostura","5","Antioquia","6.885174591","-75.33511597","0","1","0","1","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","11536","","2020-06-13 17:43:00"
"5042","Santa Fe de Antioquia","5","Antioquia","6.556533296","-75.82707907","1","1","0","0","1","0","0","0","25","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","27002","","2020-06-13 17:43:00"
"5045","Apartado","5","Antioquia","7.883417406","-76.62596065","8","28","0","20","8","0","0","0","158","0.000","0.000","0.286","0.000","0.000","0.000","0.0000000","0.714","0.286","4562","","2020-06-13 17:43:00"
"5051","Arboletes","5","Antioquia","8.850567734","-76.4270568","1","1","0","0","0","1","0","1","4","0.250","1.000","0.000","1.000","0.000","0.000","0.0000000","0.000","1.000","30510","","2020-06-13 17:43:00"
"5079","Barbosa","5","Antioquia","6.439226882","-75.33164423","4","5","0","1","4","0","0","0","7","0.000","0.000","0.800","0.000","0.000","0.000","0.0000000","0.200","0.800","10869","","2020-06-13 17:43:00"
"5088","Bello","5","Antioquia","6.334068836","-75.55466507","88","152","2","62","77","9","2","11","355","0.031","0.072","0.507","0.059","0.013","0.013","0.3622178","0.408","0.579","3633","276077","2020-06-13 17:43:00"
"5125","Caicedo","5","Antioquia","6.405567003","-75.98281889","2","2","0","0","2","0","0","0","1","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","4268","","2020-06-13 17:43:00"
"5129","Caldas","5","Antioquia","6.091296966","-75.63361872","3","6","0","3","3","0","0","0","49","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","13904","","2020-06-13 17:43:00"
"5138","Canasgordas","5","Antioquia","6.759477684","-76.03220994","2","2","0","0","2","0","0","0","3","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","7776","","2020-06-13 17:43:00"
