"City_Municipality","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Last_Update"
"Villa de San Diego de Ubaté","Cundinamarca","5.30754098383","-73.8143463395","1","2","0","1","1","0","0","","","50","","","","50","50","2020-04-24 10:18:00"
"Villa del Rosario","Norte de Santander","5.89524387061","-76.5440065535","1","3","0","2","1","0","0","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-04-24 10:18:00"
"Villamaría","Caldas","5.04380668643","-75.5137606023","1","3","0","2","1","0","0","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-04-24 10:18:00"
"Villapinzón","Cundinamarca","5.21643837183","-73.5953546674","4","6","2","0","4","0","0","","","66.666666666667","","","33.333333333333","","66.666666666667","2020-04-24 10:18:00"
"Villavicencio","Meta","8.45697278227","-76.1247069871","140","153","4","9","140","0","0","","","91.503267973856","","","2.6143790849673","5.8823529411765","91.503267973856","2020-04-24 10:18:00"
"Villeta","Cundinamarca","5.01279063928","-74.469704945","2","4","0","2","2","0","0","","","50","","","","50","50","2020-04-24 10:18:00"
"Viterbo","Caldas","5.06266423587","-75.8706098599","0","2","0","2","0","0","0","","","","","","","100","","2020-04-24 10:18:00"
"Yopal","Casanare","5.3276126513","-72.396915159","8","10","0","2","8","0","0","","","80","","","","20","80","2020-04-24 10:18:00"
"Yotoco","Valle del Cauca","3.86121458419","-76.3824744527","1","1","0","0","1","0","0","","","100","","","","","100","2020-04-24 10:18:00"
"Yumbo","Valle del Cauca","3.52896890809","-76.499819783","18","22","0","4","16","1","1","2","9.0909090909091","72.727272727273","4.5454545454545","4.5454545454545","","18.181818181818","81.818181818182","2020-04-24 10:18:00"
"Zipaquirá","Cundinamarca","5.02547168537","-73.9944712419","8","12","1","3","8","0","0","","","66.666666666667","","","8.3333333333333","25","66.666666666667","2020-04-24 10:18:00"
"Zona Bananera","Magdalena","10.764167","-74.157222","1","2","1","0","1","0","0","","","50","","","50","","50","2020-04-24 10:18:00"
