"DIVIPOLA","City_Municipality","ID_Deparment","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Last_Update"
"5001","Medellin","5","Antioquia","5.610109776","-74.88681663","133","319","3","183","123","7","3","10","2885","0.347","3.135","38.558","2.194","0.940","0.940","0.118","57.367","41.693","2020-05-13 17:08:00"
"5030","Amaga","5","Antioquia","6.038808575","-75.70194607","1","1","0","0","1","0","0","0","5","0.000","0.000","100.000","0.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"5034","Andes","5","Antioquia","5.656774852","-75.87879189","1","1","0","0","1","0","0","0","10","0.000","0.000","100.000","0.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"5038","Angostura","5","Antioquia","6.885174591","-75.33511597","0","1","0","1","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","0.000","0.000","100.000","0.000","2020-05-13 17:08:00"
"5045","Apartado","5","Antioquia","7.883417406","-76.62596065","0","4","0","4","0","0","0","0","158","0.000","0.000","0.000","0.000","0.000","0.000","0.000","100.000","0.000","2020-05-13 17:08:00"
"5079","Barbosa","5","Antioquia","6.439226882","-75.33164423","1","1","0","0","1","0","0","0","7","0.000","0.000","100.000","0.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"5088","Bello","5","Antioquia","6.334068836","-75.55466507","15","50","1","34","14","0","1","1","355","0.282","2.000","28.000","0.000","2.000","2.000","0.181","68.000","30.000","2020-05-13 17:08:00"
"5129","Caldas","5","Antioquia","6.091296966","-75.63361872","0","3","0","3","0","0","0","0","49","0.000","0.000","0.000","0.000","0.000","0.000","0.000","100.000","0.000","2020-05-13 17:08:00"
"5148","El Carmen de Viboral","5","Antioquia","6.084551516","-75.33536246","1","1","0","0","1","0","0","0","11","0.000","0.000","100.000","0.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"5190","Cisneros","5","Antioquia","6.537761957","-75.08720761","1","1","0","0","1","0","0","0","6","0.000","0.000","100.000","0.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"5197","Cocorna","5","Antioquia","6.058306335","-75.18548101","0","1","0","1","0","0","0","0","2","0.000","0.000","0.000","0.000","0.000","0.000","0.000","100.000","0.000","2020-05-13 17:08:00"
"5212","Copacabana","5","Antioquia","6.348640545","-75.5093439","6","12","0","6","4","2","0","2","6","33.333","16.667","33.333","16.667","0.000","0.000","0.000","50.000","50.000","2020-05-13 17:08:00"
"5237","Donmatias","5","Antioquia","6.484469957","-75.39272406","0","1","0","1","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","0.000","0.000","100.000","0.000","2020-05-13 17:08:00"
"5250","El Bagre","5","Antioquia","7.597521794","-74.79909729","1","1","0","0","1","0","0","0","12","0.000","0.000","100.000","0.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"5266","Envigado","5","Antioquia","6.167004552","-75.58301014","5","26","0","21","5","0","0","0","131","0.000","0.000","19.231","0.000","0.000","0.000","0.000","80.769","19.231","2020-05-13 17:08:00"
"5284","Frontino","5","Antioquia","6.776065912","-76.13076514","0","1","0","1","0","0","0","0","5","0.000","0.000","0.000","0.000","0.000","0.000","0.000","100.000","0.000","2020-05-13 17:08:00"
"5313","Granada","5","Antioquia","6.142896667","-75.18444508","0","1","1","0","0","0","0","0","1","0.000","0.000","0.000","0.000","0.000","100.000","10.242","0.000","0.000","2020-05-13 17:08:00"
"5318","Guarne","5","Antioquia","6.278064077","-75.44165392","0","3","0","3","0","0","0","0","4","0.000","0.000","0.000","0.000","0.000","0.000","0.000","100.000","0.000","2020-05-13 17:08:00"
"5321","Guatape","5","Antioquia","6.232592707","-75.16229259","1","2","0","1","1","0","0","0","2","0.000","0.000","50.000","0.000","0.000","0.000","0.000","50.000","50.000","2020-05-13 17:08:00"
"5360","Itagui","5","Antioquia","6.169597629","-75.61435871","3","15","0","12","2","1","0","1","168","0.595","6.667","13.333","6.667","0.000","0.000","0.000","80.000","20.000","2020-05-13 17:08:00"
"5361","Ituango","5","Antioquia","7.17162903","-75.76467317","3","3","0","0","3","0","0","0","8","0.000","0.000","100.000","0.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"5376","La Ceja","5","Antioquia","6.028055744","-75.42943089","0","2","0","2","0","0","0","0","120","0.000","0.000","0.000","0.000","0.000","0.000","0.000","100.000","0.000","2020-05-13 17:08:00"
"5380","La Estrella","5","Antioquia","6.15841974","-75.64519038","3","9","0","6","3","0","0","0","3","0.000","0.000","33.333","0.000","0.000","0.000","0.000","66.667","33.333","2020-05-13 17:08:00"
"5467","Montebello","5","Antioquia","5.946325567","-75.52351091","2","3","0","1","2","0","0","0","2","0.000","0.000","66.667","0.000","0.000","0.000","0.000","33.333","66.667","2020-05-13 17:08:00"
"5607","Retiro","5","Antioquia","6.063379954","-75.50137516","0","1","0","1","0","0","0","0","12","0.000","0.000","0.000","0.000","0.000","0.000","0.000","100.000","0.000","2020-05-13 17:08:00"
"5615","Rionegro","5","Antioquia","6.14722409","-75.37676938","1","12","0","11","1","0","0","0","304","0.000","0.000","8.333","0.000","0.000","0.000","0.000","91.667","8.333","2020-05-13 17:08:00"
"5631","Sabaneta","5","Antioquia","6.150970181","-75.61558529","0","9","0","9","0","0","0","0","22","0.000","0.000","0.000","0.000","0.000","0.000","0.000","100.000","0.000","2020-05-13 17:08:00"
"5652","San Francisco","5","Antioquia","5.964079131","-75.10268697","0","1","1","0","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","100.000","16.981","0.000","0.000","2020-05-13 17:08:00"
"5665","San Pedro de Uraba","5","Antioquia","8.276886664","-76.38057789","1","1","0","0","1","0","0","0","5","0.000","0.000","100.000","0.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"5686","Santa Rosa de Osos","5","Antioquia","6.643326001","-75.46074502","0","2","0","2","0","0","0","0","6","0.000","0.000","0.000","0.000","0.000","0.000","0.000","100.000","0.000","2020-05-13 17:08:00"
"5697","El Santuario","5","Antioquia","6.137046858","-75.26584979","0","1","0","1","0","0","0","0","4","0.000","0.000","0.000","0.000","0.000","0.000","0.000","100.000","0.000","2020-05-13 17:08:00"
"5756","Sonson","5","Antioquia","5.714811641","-75.30939515","1","2","0","1","1","0","0","0","4","0.000","0.000","50.000","0.000","0.000","0.000","0.000","50.000","50.000","2020-05-13 17:08:00"
"8001","Barranquilla","8","Atlantico","10.97592682","-74.79525905","542","627","24","61","492","41","9","50","2591","1.930","7.974","78.469","6.539","1.435","3.828","1.883","9.729","86.443","2020-05-13 17:08:00"
"8078","Baranoa","8","Atlantico","10.79488048","-74.91609981","11","13","0","2","10","1","0","1","218","0.459","7.692","76.923","7.692","0.000","0.000","0.000","15.385","84.615","2020-05-13 17:08:00"
"8141","Candelaria","8","Atlantico","10.46121723","-74.8799126","1","1","0","0","1","0","0","0","2","0.000","0.000","100.000","0.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"8296","Galapa","8","Atlantico","10.919641","-74.8669381","9","10","0","1","9","0","0","0","5","0.000","0.000","90.000","0.000","0.000","0.000","0.000","10.000","90.000","2020-05-13 17:08:00"
"8433","Malambo","8","Atlantico","10.85628724","-74.77424057","85","91","4","2","72","11","2","13","52","25.000","14.286","79.121","12.088","2.198","4.396","2.866","2.198","93.407","2020-05-13 17:08:00"
"8436","Manati","8","Atlantico","10.44896238","-74.95703499","4","4","0","0","3","1","0","1","1","100.000","25.000","75.000","25.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"8520","Palmar de Varela","8","Atlantico","10.73858326","-74.75475789","14","14","0","0","14","0","0","0","36","0.000","0.000","100.000","0.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"8558","Polonuevo","8","Atlantico","10.77772451","-74.85425725","7","8","0","1","7","0","0","0","3","0.000","0.000","87.500","0.000","0.000","0.000","0.000","12.500","87.500","2020-05-13 17:08:00"
"8560","Ponedera","8","Atlantico","10.64179593","-74.75390044","0","1","0","1","0","0","0","0","11","0.000","0.000","0.000","0.000","0.000","0.000","0.000","100.000","0.000","2020-05-13 17:08:00"
"8573","Puerto Colombia","8","Atlantico","11.02294005","-74.85196357","8","11","1","2","6","1","1","2","344","0.581","18.182","54.545","9.091","9.091","9.091","1.864","18.182","72.727","2020-05-13 17:08:00"
"8606","Repelon","8","Atlantico","10.49334167","-75.12548162","1","1","0","0","0","1","0","1","1","100.000","100.000","0.000","100.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"8634","Sabanagrande","8","Atlantico","10.79107595","-74.75850721","56","57","0","1","56","0","0","0","41","0.000","0.000","98.246","0.000","0.000","0.000","0.000","1.754","98.246","2020-05-13 17:08:00"
"8638","Sabanalarga","8","Atlantico","10.63283523","-74.92109368","12","12","0","0","11","1","0","1","114","0.877","8.333","91.667","8.333","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"8675","Santa Lucia","8","Atlantico","10.32327321","-74.95897145","0","1","1","0","0","0","0","0","0","","0.000","0.000","0.000","0.000","100.000","5.847","0.000","0.000","2020-05-13 17:08:00"
"8685","Santo Tomas","8","Atlantico","10.75605629","-74.75411186","13","15","1","1","13","0","0","0","32","0.000","0.000","86.667","0.000","0.000","6.667","3.125","6.667","86.667","2020-05-13 17:08:00"
"8758","Soledad","8","Atlantico","10.91017447","-74.78483338","373","402","11","18","364","6","3","9","327","2.752","2.239","90.547","1.493","0.746","2.736","1.654","4.478","92.786","2020-05-13 17:08:00"
"11001","Bogota D.C.","11","Bogota D.C.","4.65017303","-74.107359","3291","4685","158","1236","2974","278","35","313","7247","4.319","6.681","63.479","5.934","0.747","3.372","2.040","26.382","70.245","2020-05-13 17:08:00"
"13001","Cartagena de Indias","19","Bolivar","10.38498552","-75.49643103","675","874","51","148","576","86","12","98","1588","6.171","11.213","65.904","9.840","1.373","5.835","4.958","16.934","77.231","2020-05-13 17:08:00"
"13052","Arjona","19","Bolivar","10.25663152","-75.34448845","8","12","0","4","7","0","1","1","10","10.000","8.333","58.333","0.000","8.333","0.000","0.000","33.333","66.667","2020-05-13 17:08:00"
"13074","Barranco de Loba","19","Bolivar","8.947730158","-74.10522428","0","1","1","0","0","0","0","0","6","0.000","0.000","0.000","0.000","0.000","100.000","6.587","0.000","0.000","2020-05-13 17:08:00"
"13140","Calamar","19","Bolivar","10.25196336","-74.91362928","0","1","1","0","0","0","0","0","7","0.000","0.000","0.000","0.000","0.000","100.000","4.330","0.000","0.000","2020-05-13 17:08:00"
"13430","Magangue","19","Bolivar","9.268563794","-74.77017457","2","2","0","0","1","1","0","1","220","0.455","50.000","50.000","50.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"13442","Maria la Baja","19","Bolivar","9.982645517","-75.30075935","1","1","0","0","0","1","0","1","1","100.000","100.000","0.000","100.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"13620","San Cristobal","19","Bolivar","10.39285577","-75.06553417","1","1","0","0","0","1","0","1","1","100.000","100.000","0.000","100.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"13683","Santa Rosa","19","Bolivar","10.44439608","-75.36983166","9","12","1","2","9","0","0","0","16","0.000","0.000","75.000","0.000","0.000","8.333","4.462","16.667","75.000","2020-05-13 17:08:00"
"13836","Turbaco","19","Bolivar","10.33276916","-75.42440917","16","27","1","10","14","2","0","2","70","2.857","7.407","51.852","7.407","0.000","3.704","0.882","37.037","59.259","2020-05-13 17:08:00"
"13838","Turbana","19","Bolivar","10.27440205","-75.44250247","3","3","0","0","2","1","0","1","1","100.000","33.333","66.667","33.333","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"13873","Villanueva","19","Bolivar","10.44449833","-75.27475439","2","2","0","0","0","1","1","2","1","200.000","100.000","0.000","50.000","50.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"15001","Tunja","15","Boyaca","5.539953238","-73.35548873","4","9","1","4","3","0","1","1","299","0.334","11.111","33.333","0.000","11.111","11.111","0.558","44.444","44.444","2020-05-13 17:08:00"
"15047","Aquitania","15","Boyaca","5.518603543","-72.88398481","1","1","0","0","1","0","0","0","3","0.000","0.000","100.000","0.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"15131","Caldas","15","Boyaca","5.554575079","-73.865541","0","1","0","1","0","0","0","0","0","","0.000","0.000","0.000","0.000","0.000","0.000","100.000","0.000","2020-05-13 17:08:00"
"15176","Chiquinquira","15","Boyaca","5.61412789","-73.81838763","7","8","0","1","6","1","0","1","47","2.128","12.500","75.000","12.500","0.000","0.000","0.000","12.500","87.500","2020-05-13 17:08:00"
"15223","Cubara","15","Boyaca","7.000092875","-72.11068776","2","2","0","0","1","0","0","0","3","0.000","0.000","50.000","0.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"15224","Cucaita","15","Boyaca","5.544451559","-73.45433765","1","1","0","0","0","1","0","1","0","","100.000","0.000","100.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"15238","Duitama","15","Boyaca","5.82298568","-73.03060967","9","9","0","0","8","1","0","1","110","0.909","11.111","88.889","11.111","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"15299","Garagoa","15","Boyaca","5.083243463","-73.36442756","1","3","1","1","0","0","1","1","15","6.667","33.333","0.000","0.000","33.333","33.333","5.458","33.333","33.333","2020-05-13 17:08:00"
"15407","Villa de Leyva","15","Boyaca","5.632661849","-73.5246846","5","5","0","0","4","1","0","1","3","33.333","20.000","80.000","20.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"15455","Miraflores","15","Boyaca","5.196515115","-73.14563048","1","1","0","0","1","0","0","0","6","0.000","0.000","100.000","0.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"15469","Moniquira","15","Boyaca","5.876334811","-73.57337039","2","2","0","0","0","2","0","2","19","10.526","100.000","0.000","100.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"15480","Muzo","15","Boyaca","5.532462867","-74.10275078","1","1","0","0","1","0","0","0","4","0.000","0.000","100.000","0.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"15500","Oicata","15","Boyaca","5.595234239","-73.30840398","0","1","0","1","0","0","0","0","22","0.000","0.000","0.000","0.000","0.000","0.000","0.000","100.000","0.000","2020-05-13 17:08:00"
"15516","Paipa","15","Boyaca","5.77994187","-73.11791688","5","5","0","0","0","5","0","5","4","125.000","100.000","0.000","100.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"15646","Samaca","15","Boyaca","5.492314591","-73.48564359","0","1","1","0","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","100.000","5.314","0.000","0.000","2020-05-13 17:08:00"
"15686","Santana","15","Boyaca","6.057413107","-73.48122632","2","4","0","2","2","0","0","0","0","","0.000","50.000","0.000","0.000","0.000","0.000","50.000","50.000","2020-05-13 17:08:00"
"15693","Santa Rosa de Viterbo","15","Boyaca","5.874555597","-72.98246092","1","1","0","0","0","1","0","1","0","","100.000","0.000","100.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"15696","Santa Sofia","15","Boyaca","5.713269421","-73.60270717","1","1","0","0","1","0","0","0","0","","0.000","100.000","0.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"15757","Socha","15","Boyaca","5.996713021","-72.69196586","3","3","0","0","3","0","0","0","2","0.000","0.000","100.000","0.000","0.000","0.000","0.000","0.000","100.000","2020-05-13 17:08:00"
"15759","Sogamoso","15","Boyaca","5.72568939","-72.92304769","5","7","0","2","4","1","0","1","171","0.585","14.286","57.143","14.286","0.000","0.000","0.000","28.571","71.429","2020-05-13 17:08:00"
"15798","Tenza","15","Boyaca","5.077074351","-73.42058911","0","2","0","2","0","0","0","0","0","","0.000","0.000","0.000","0.000","0.000","0.000","100.000","0.000","2020-05-13 17:08:00"
