"DIVIPOLA","City_Municipality","ID_Deparment","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"5001","Medellin","5","Antioquia","5.610109776","-74.88681663","1153","1885","14","718","1034","105","14","119","2885","0.041","0.063","0.549","0.056","0.007","0.007","0.5526118","0.381","0.612","1344","180959","2020-06-28 16:45:00"
"5030","Amaga","5","Antioquia","6.038808575","-75.70194607","2","4","0","2","2","0","0","0","5","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","7821","","2020-06-28 16:45:00"
"5034","Andes","5","Antioquia","5.656774852","-75.87879189","0","1","0","1","0","0","0","0","10","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","44199","","2020-06-28 16:45:00"
"5038","Angostura","5","Antioquia","6.885174591","-75.33511597","0","1","0","1","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","11536","","2020-06-28 16:45:00"
"5042","Santa Fe de Antioquia","5","Antioquia","6.556533296","-75.82707907","4","4","0","0","4","0","0","0","25","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","6751","","2020-06-28 16:45:00"
"5044","Anza","5","Antioquia","6.302658359","-75.85444158","4","4","0","0","4","0","0","0","2","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","1792","","2020-06-28 16:45:00"
"5045","Apartado","5","Antioquia","7.883417406","-76.62596065","65","103","0","38","63","2","0","2","158","0.013","0.019","0.612","0.019","0.000","0.000","0.0000000","0.369","0.631","1240","","2020-06-28 16:45:00"
"5051","Arboletes","5","Antioquia","8.850567734","-76.4270568","11","11","0","0","8","3","0","3","4","0.750","0.273","0.727","0.273","0.000","0.000","0.0000000","0.000","1.000","2774","","2020-06-28 16:45:00"
"5079","Barbosa","5","Antioquia","6.439226882","-75.33164423","6","10","0","4","6","0","0","0","7","0.000","0.000","0.600","0.000","0.000","0.000","0.0000000","0.400","0.600","5435","","2020-06-28 16:45:00"
"5088","Bello","5","Antioquia","6.334068836","-75.55466507","164","288","5","119","145","15","4","19","355","0.054","0.066","0.503","0.052","0.014","0.017","0.9055445","0.413","0.569","1917","110431","2020-06-28 16:45:00"
"5101","Ciudad Bolivar","5","Antioquia","5.850273232","-76.02150921","1","1","0","0","1","0","0","0","23","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","26313","","2020-06-28 16:45:00"
"5113","Buritica","5","Antioquia","6.719735175","-75.90753473","13","13","0","0","13","0","0","0","3","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","741","","2020-06-28 16:45:00"
"5120","Caceres","5","Antioquia","7.578315451","-75.35235749","1","2","0","1","1","0","0","0","5","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","15178","","2020-06-28 16:45:00"
"5125","Caicedo","5","Antioquia","6.405567003","-75.98281889","1","1","0","0","1","0","0","0","1","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","8536","","2020-06-28 16:45:00"
