"City_Municipality","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Recovery_Rates","Active_Rate","Last_Update"
"Ciénaga","Magdalena","11.0066568813","-74.2412861592","35","37","0","2","3","0","0","","204","","","8.1081081081081","","","","5.4054054054054","94.594594594595","2020-04-30 17:24:00"
"Ciénaga de Oro","Córdoba","8.87550224563","-75.6207866383","0","1","1","0","0","0","0","","12","","","","","","100","","","2020-04-30 17:24:00"
"Cimitarra","Santander","6.32068186747","-73.9525821232","0","2","0","2","0","0","0","","21","","","","","","","100","","2020-04-30 17:24:00"
"Circasia","Quindio","4.61779204337","-75.636528232","2","3","0","1","0","0","0","","13","","","","","","","33.333333333333","66.666666666667","2020-04-30 17:24:00"
"Cocorná","Antioquia","6.05830633507","-75.185481011","1","1","0","0","0","0","0","","5","","","","","","","","100","2020-04-30 17:24:00"
"Cogua","Cundinamarca","5.06184179776","-73.9784966905","1","1","0","0","1","0","0","","0","","","100","","","","","100","2020-04-30 17:24:00"
"Concepción","Santander","6.39434709534","-75.2576027037","0","1","0","1","0","0","0","","3","","","","","","","100","","2020-04-30 17:24:00"
"Contadero","Nariño","0.91045786274","-77.5494090245","0","1","0","1","0","0","0","","1","","","","","","","100","","2020-04-30 17:24:00"
"Copacabana","Antioquia","6.34864054523","-75.5093439031","6","7","0","1","0","0","0","","12","","","","","","","14.285714285714","85.714285714286","2020-04-30 17:24:00"
"Cota","Cundinamarca","4.81298776927","-74.1027264632","3","10","0","7","0","0","0","","0","","","","","","","70","30","2020-04-30 17:24:00"
"Cuaspúd","Nariño","0.862978103157","-77.728946826","1","1","0","0","0","0","0","","0","","","","","","","","100","2020-04-30 17:24:00"
"Cúcuta","Norte de Santander","7.90530629465","-72.5082561962","33","62","5","24","1","1","1","2","1505","0.1328903654485","3.2258064516129","1.6129032258065","1.6129032258065","1.6129032258065","8.0645161290323","38.709677419355","53.225806451613","2020-04-30 17:24:00"
"Cumbal","Nariño","0.906185360866","-77.7922766205","1","3","0","2","0","0","0","","10","","","","","","","66.666666666667","33.333333333333","2020-04-30 17:24:00"
"Cumbitara","Nariño","1.64684597096","-77.5781467265","0","1","0","1","0","0","0","","0","","","","","","","100","","2020-04-30 17:24:00"
"Cun","Cundinamarca","5.249767987","-73.7662153323","0","1","1","0","0","0","0","","0","","","","","","100","","","2020-04-30 17:24:00"
"Curití","Santander","6.6735257713","-75.7988581159","0","1","0","1","0","0","0","","10","","","","","","","100","","2020-04-30 17:24:00"
"Dagua","Valle del Cauca","3.6573084845","-76.6888710079","1","1","0","0","1","0","0","","11","","","100","","","","","100","2020-04-30 17:24:00"
"Donmatías","Antioquia","6.485833","-75.395278","0","1","0","1","0","0","0","","6","","","","","","","100","","2020-04-30 17:24:00"
"Dosquebradas","Risaralda","4.82718783235","-75.6824691212","42","57","1","14","1","1","1","2","68","2.9411764705882","3.5087719298246","1.7543859649123","1.7543859649123","1.7543859649123","1.7543859649123","24.561403508772","73.684210526316","2020-04-30 17:24:00"
"El Banco","Magdalena","9.00873300892","-73.9742812074","0","1","1","0","0","0","0","","173","","","","","","100","","","2020-04-30 17:24:00"
"El Cerrito","Valle del Cauca","3.6842589413","-76.3117255356","12","13","1","0","0","0","0","","18","","","","","","7.6923076923077","","92.307692307692","2020-04-30 17:24:00"
"El Dovio","Valle del Cauca","4.51045288499","-76.2370841098","0","4","1","3","0","0","0","","7","","","","","","25","75","","2020-04-30 17:24:00"
"El Santuario","Antioquia","6.13704685813","-75.2658497944","0","1","0","1","0","0","0","","6","","","","","","","100","","2020-04-30 17:24:00"
"El Tambo","Cauca","2.4513713597","-76.8107722487","1","1","0","0","1","0","0","","11","","","100","","","","","100","2020-04-30 17:24:00"
"Envigado","Antioquia","6.16700455162","-75.5830101409","12","28","0","16","0","0","0","","262","","","","","","","57.142857142857","42.857142857143","2020-04-30 17:24:00"
"Espinal","Tolima","4.15131422057","-74.8854497584","2","3","1","0","0","0","0","","185","","","","","","33.333333333333","","66.666666666667","2020-04-30 17:24:00"
"Facatativá","Cundinamarca","4.81306417837","-74.3502279311","6","6","0","0","2","0","0","","343","","","33.333333333333","","","","","100","2020-04-30 17:24:00"
"Filandia","Quindio","4.67414557186","-75.6586858841","1","1","0","0","0","0","0","","122","","","","","","","","100","2020-04-30 17:24:00"
"Florencia","Caquetá","1.6179229304","-75.6085604324","7","8","1","0","0","0","0","","514","","","","","","12.5","","87.5","2020-04-30 17:24:00"
"Florida","Valle del Cauca","3.32391810634","-76.2345017444","9","9","0","0","0","1","1","2","38","5.2631578947368","22.222222222222","","11.111111111111","11.111111111111","","","100","2020-04-30 17:24:00"
"Floridablanca","Santander","7.07236040291","-73.0990326168","0","8","1","7","0","0","0","","807","","","","","","12.5","87.5","","2020-04-30 17:24:00"
"Frontino","Antioquia","6.77606591161","-76.1307651388","0","1","0","1","0","0","0","","10","","","","","","","100","","2020-04-30 17:24:00"
"Fundación","Magdalena","10.5140924032","-74.1913434578","1","1","0","0","0","0","0","","234","","","","","","","","100","2020-04-30 17:24:00"
"Funza","Cundinamarca","4.7127630154","-74.2115250018","9","12","0","3","0","0","0","","20","","","","","","","25","75","2020-04-30 17:24:00"
"Fusagasugá","Cundinamarca","4.33848085051","-74.3663339328","0","1","0","1","0","0","0","","184","","","","","","","100","","2020-04-30 17:24:00"
"Galapa","Atlántico","10.9196410045","-74.8669380999","0","1","0","1","0","0","0","","11","","","","","","","100","","2020-04-30 17:24:00"
"Garagoa","Boyacá","5.08324346272","-73.3644275636","1","1","0","0","0","0","0","","30","","","","","","","","100","2020-04-30 17:24:00"
"Garzón","Huila","2.19699442096","-75.6276937365","1","1","0","0","0","0","0","","133","","","","","","","","100","2020-04-30 17:24:00"
"Gigante","Huila","2.38823562547","-75.5412198856","4","4","0","0","1","0","0","","8","","","25","","","","","100","2020-04-30 17:24:00"
"Ginebra","Valle del Cauca","3.72418114734","-76.2680678884","0","1","1","0","0","0","0","","9","","","","","","100","","","2020-04-30 17:24:00"
"Granada","Antioquia","6.14289666655","-75.1844450829","5","5","0","0","2","0","0","","3","","","40","","","","","100","2020-04-30 17:24:00"
"Guacarí","Valle del Cauca","3.76290900784","-76.3313673514","2","2","0","0","0","0","0","","10","","","","","","","","100","2020-04-30 17:24:00"
"Guachené","Cauca","3.13415329544","-76.3921887379","1","1","0","0","1","0","0","","0","","","100","","","","","100","2020-04-30 17:24:00"
"Guadalajara de Buga","Valle del Cauca","3.90082354377","-76.2989611331","7","8","0","1","0","0","0","","331","","","","","","","12.5","87.5","2020-04-30 17:24:00"
"Guaduas","Cundinamarca","5.0718705327","-74.6029562704","1","1","0","0","0","0","0","","20","","","","","","","","100","2020-04-30 17:24:00"
"Guamo","Tolima","4.03100390561","-74.96812715","1","1","0","0","1","0","0","","19","","","100","","","","","100","2020-04-30 17:24:00"
"Guarne","Antioquia","6.2780640767","-75.441653922","1","3","0","2","0","0","0","","8","","","","","","","66.666666666667","33.333333333333","2020-04-30 17:24:00"
"Guatapé","Antioquia","6.23259270739","-75.1622925892","1","2","0","1","1","0","0","","5","","","50","","","","50","50","2020-04-30 17:24:00"
"Ibagué","Tolima","4.43960899136","-75.1937147765","44","62","1","17","0","1","1","2","1174","0.17035775127768","3.2258064516129","","1.6129032258065","1.6129032258065","1.6129032258065","27.41935483871","70.967741935484","2020-04-30 17:24:00"
"Ipiales","Nariño","0.827734241442","-77.6464007453","48","56","3","5","2","3","3","6","206","2.9126213592233","10.714285714286","3.5714285714286","5.3571428571429","5.3571428571429","5.3571428571429","8.9285714285714","85.714285714286","2020-04-30 17:24:00"
"Isnos","Huila","1.92946706016","-76.2176374469","0","1","1","0","0","0","0","","7","","","","","","100","","","2020-04-30 17:24:00"
"Itagüí","Antioquia","6.16959762893","-75.6143587142","10","16","0","6","1","1","1","2","337","0.59347181008902","12.5","6.25","6.25","6.25","","37.5","62.5","2020-04-30 17:24:00"
"Jamundí","Valle del Cauca","3.26227576022","-76.5424587285","6","11","1","4","0","0","0","","129","","","","","","9.0909090909091","36.363636363636","54.545454545455","2020-04-30 17:24:00"
"La Calera","Cundinamarca","4.72034452148","-73.9697449587","0","1","0","1","0","0","0","","0","","","","","","","100","","2020-04-30 17:24:00"
"La Ceja","Antioquia","6.02805574408","-75.4294308862","0","2","0","2","0","0","0","","240","","","","","","","100","","2020-04-30 17:24:00"
"La Dorada","Caldas","5.44440609816","-74.6582056212","37","43","2","4","2","0","0","","122","","","4.6511627906977","","","4.6511627906977","9.3023255813953","86.046511627907","2020-04-30 17:24:00"
"La Estrella","Antioquia","6.15841974028","-75.6451903823","6","9","0","3","0","0","0","","6","","","","","","","33.333333333333","66.666666666667","2020-04-30 17:24:00"
"La Paz","Cesar","10.3874895364","-73.1713629126","1","1","0","0","0","0","0","","5","","","","","","","","100","2020-04-30 17:24:00"
"La Plata","Huila","2.38964669414","-75.8914513146","1","1","0","0","1","0","0","","53","","","100","","","","","100","2020-04-30 17:24:00"
"La Tebaida","Quindio","4.45365041583","-75.7864601773","0","1","0","1","0","0","0","","16","","","","","","","100","","2020-04-30 17:24:00"
"La Unión","Valle del Cauca","6.38243035338","-75.6212252215","0","2","0","2","0","0","0","","8","","","","","","","100","","2020-04-30 17:24:00"
"La Virginia","Risaralda","4.89866695671","-75.8840584341","1","1","0","0","0","0","0","","35","","","","","","","","100","2020-04-30 17:24:00"
"Leticia","Amazonas","-4.19983693453","-69.9414267076","100","104","4","0","16","0","0","","141","","","15.384615384615","","","3.8461538461538","","96.153846153846","2020-04-30 17:24:00"
"Lorica","Córdoba","9.24085514265","-75.8159953999","3","5","1","1","0","0","0","","260","","","","","","20","20","60","2020-04-30 17:24:00"
"Madrid","Cundinamarca","4.73612976558","-74.2656257663","3","8","0","5","0","0","0","","29","","","","","","","62.5","37.5","2020-04-30 17:24:00"
"Maicao","La Guajira","11.3783267846","-72.24190502","1","1","0","0","1","0","0","","464","","","100","","","","","100","2020-04-30 17:24:00"
"Malambo","Atlántico","10.8562872414","-74.7742405717","12","12","0","0","2","3","3","6","105","5.7142857142857","50","16.666666666667","25","25","","","100","2020-04-30 17:24:00"
"Manatí","Atlántico","10.4489623783","-74.9570349911","1","1","0","0","0","0","0","","2","","","","","","","","100","2020-04-30 17:24:00"
"Manizales","Caldas","5.05768819705","-75.4910489848","8","16","0","8","1","0","0","","1595","","","6.25","","","","50","50","2020-04-30 17:24:00"
"Medellín","Antioquia","5.6101097761033","-74.886816625","209","309","3","97","4","10","10","20","5715","0.34995625546807","6.4724919093851","1.294498381877","3.2362459546926","3.2362459546926","0.97087378640777","31.391585760518","67.637540453074","2020-04-30 17:24:00"
"Melgar","Tolima","4.20815489203","-74.6298504009","1","2","1","0","0","0","0","","9","","","","","","50","","50","2020-04-30 17:24:00"
"Miranda","Cauca","3.25309540523","-76.2288698651","4","6","1","1","1","0","0","","7","","","16.666666666667","","","16.666666666667","16.666666666667","66.666666666667","2020-04-30 17:24:00"
"Montebello","Antioquia","5.94632556697","-75.5235109116","3","3","0","0","0","0","0","","4","","","","","","","","100","2020-04-30 17:24:00"
"Montenegro","Quindio","4.5629597433","-75.7518122369","0","3","1","2","0","0","0","","15","","","","","","33.333333333333","66.666666666667","","2020-04-30 17:24:00"
"Montería","Córdoba","8.7451325909","-75.8755779091","12","17","1","4","0","0","0","","2289","","","","","","5.8823529411765","23.529411764706","70.588235294118","2020-04-30 17:24:00"
"Mosquera","Cundinamarca","4.71137120122","-74.2317750849","9","11","0","2","0","1","1","2","17","11.764705882353","18.181818181818","","9.0909090909091","9.0909090909091","","18.181818181818","81.818181818182","2020-04-30 17:24:00"
"Neiva","Huila","2.93560441491","-75.2777225856","52","89","5","32","2","2","2","4","1133","0.35304501323919","4.4943820224719","2.247191011236","2.247191011236","2.247191011236","5.6179775280899","35.955056179775","58.426966292135","2020-04-30 17:24:00"
"Ocaña","Norte de Santander","8.246111","-73.355278","1","2","1","0","0","0","0","","299","","","","","","50","","50","2020-04-30 17:24:00"
"Oicatá","Boyacá","5.59523423857","-73.3084039802","0","1","0","1","0","0","0","","45","","","","","","","100","","2020-04-30 17:24:00"
"Pacho","Cundinamarca","5.13694229685","-74.1561166248","9","11","0","2","2","0","0","","66","","","18.181818181818","","","","18.181818181818","81.818181818182","2020-04-30 17:24:00"
"Paicol","Huila","2.44954894922","-75.7729923197","2","2","0","0","0","0","0","","4","","","","","","","","100","2020-04-30 17:24:00"
"Palermo","Huila","2.88840623576","-75.4337191172","2","5","0","3","1","0","0","","8","","","20","","","","60","40","2020-04-30 17:24:00"
"Palmira","Valle del Cauca","3.53234915299","-76.2985825464","26","47","4","17","0","1","1","2","448","0.44642857142857","4.2553191489362","","2.1276595744681","2.1276595744681","8.5106382978723","36.170212765957","55.31914893617","2020-04-30 17:24:00"
"Pasto","Nariño","1.21212436525","-77.2785763476","16","24","2","6","1","0","0","","1789","","","4.1666666666667","","","8.3333333333333","25","66.666666666667","2020-04-30 17:24:00"
"Paz de Ariporo","Casanare","5.88003657043","-71.8909239638","1","1","0","0","1","0","0","","10","","","100","","","","","100","2020-04-30 17:24:00"
"Pereira","Risaralda","4.80568026503","-75.7171230555","104","138","6","28","0","1","1","2","1496","0.13368983957219","1.4492753623188","","0.72463768115942","0.72463768115942","4.3478260869565","20.289855072464","75.36231884058","2020-04-30 17:24:00"
"Piedecuesta","Santander","6.99747580407","-73.054660853","2","2","0","0","0","0","0","","368","","","","","","","","100","2020-04-30 17:24:00"
"Pitalito","Huila","1.85257835541","-76.0487449016","6","7","1","0","2","0","0","","162","","","28.571428571429","","","14.285714285714","","85.714285714286","2020-04-30 17:24:00"
"Polonuevo","Atlántico","10.7777245089","-74.8542572499","0","1","0","1","0","0","0","","6","","","","","","","100","","2020-04-30 17:24:00"
"Ponedera","Atlántico","10.6417959278","-74.7539004396","0","1","0","1","0","0","0","","23","","","","","","","100","","2020-04-30 17:24:00"
"Popayán","Cauca","2.48250339062","-76.5740646841","8","19","1","10","1","0","0","","1306","","","5.2631578947368","","","5.2631578947368","52.631578947368","42.105263157895","2020-04-30 17:24:00"
"Potosí","Nariño","0.806340416777","-77.5727917754","1","1","0","0","0","0","0","","0","","","","","","","","100","2020-04-30 17:24:00"
"Puebloviejo","Magdalena","10.9948296498","-74.2824842344","0","2","2","0","0","0","0","","11","","","","","","100","","","2020-04-30 17:24:00"
"Puerto Colombia","Atlántico","11.0229400539","-74.851963565","3","4","0","1","0","0","0","","688","","","","","","","25","75","2020-04-30 17:24:00"
"Puerto Santander","Norte de Santander","8.36094561495","-72.4103137832","1","1","0","0","0","0","0","","0","","","","","","","","100","2020-04-30 17:24:00"
"Puerto Tejada","Cauca","3.23329412702","-76.4173077964","3","3","0","0","1","0","0","","19","","","33.333333333333","","","","","100","2020-04-30 17:24:00"
"Quibdo","Chocó","5.69219518726","-76.6259693555","10","13","1","2","1","0","0","","336","","","7.6923076923077","","","7.6923076923077","15.384615384615","76.923076923077","2020-04-30 17:24:00"
"Quimbaya","Quindio","4.62438608575","-75.7650742001","0","1","1","0","0","0","0","","15","","","","","","100","","","2020-04-30 17:24:00"
"Restrepo","Meta","4.26073199369","-73.5646041828","3","3","0","0","0","0","0","","13","","","","","","","","100","2020-04-30 17:24:00"
"Retiro","Antioquia","6.06337995392","-75.5013751615","0","1","0","1","0","0","0","","25","","","","","","","100","","2020-04-30 17:24:00"
"Río de Oro","Cesar","8.29228738416","-73.3863951998","0","2","2","0","0","0","0","","8","","","","","","100","","","2020-04-30 17:24:00"
"Riohacha","La Guajira","11.5287513839","-72.911488911","4","6","1","1","0","0","0","","579","","","","","","16.666666666667","16.666666666667","66.666666666667","2020-04-30 17:24:00"
"Rionegro","Antioquia","6.14722409002","-75.3767693823","1","10","0","9","0","0","0","","608","","","","","","","90","10","2020-04-30 17:24:00"
"Sabanagrande","Atlántico","10.7910759492","-74.758507205","15","15","0","0","1","0","0","","83","","","6.6666666666667","","","","","100","2020-04-30 17:24:00"
"Sabanalarga","Atlántico","10.6328352305","-74.9210936808","1","1","0","0","0","0","0","","5","","","","","","","","100","2020-04-30 17:24:00"
"Sabaneta","Antioquia","6.15097018093","-75.6155852932","2","9","0","7","0","0","0","","45","","","","","","","77.777777777778","22.222222222222","2020-04-30 17:24:00"
"Sahagún","Córdoba","8.94312541611","-75.4459203022","0","1","0","1","0","0","0","","240","","","","","","","100","","2020-04-30 17:24:00"
"San Agustín","Huila","8.167921639","-74.661049672","2","2","0","0","0","0","0","","15","","","","","","","","100","2020-04-30 17:24:00"
"San Andrés","Archipiélago de San Andrés Providencia y Santa Catalina","6.39872921828","-75.440016949","3","6","0","3","0","0","0","","9","","","","","","","50","50","2020-04-30 17:24:00"
"San Andrés de Tumaco","Nariño","1.80711725006","-78.7638541478","23","27","2","2","1","0","0","","246","","","3.7037037037037","","","7.4074074074074","7.4074074074074","85.185185185185","2020-04-30 17:24:00"
"San Cristóbal","Bolívar","10.3928557722","-75.0655341715","1","1","0","0","0","1","1","2","2","100","200","","100","100","","","100","2020-04-30 17:24:00"
"San Diego","Cesar","10.3330328571","-73.1812180784","1","2","0","1","0","0","0","","11","","","","","","","50","50","2020-04-30 17:24:00"
"San Francisco","Antioquia","5.96407913115","-75.1026869656","0","1","1","0","0","0","0","","6","","","","","","100","","","2020-04-30 17:24:00"
"San Juan de Arama","Meta","3.37372787444","-73.875831539","3","3","0","0","0","0","0","","10","","","","","","","","100","2020-04-30 17:24:00"
"San Juan de Rioseco","Cundinamarca","4.84757599913","-74.6219147166","1","2","0","1","0","0","0","","6","","","","","","","50","50","2020-04-30 17:24:00"
"San Juan del Cesar","La Guajira","10.7695786836","-73.0005932132","1","1","0","0","0","1","1","2","272","0.73529411764706","200","","100","100","","","100","2020-04-30 17:24:00"
"San Martín","Cesar","6.53433012953","-76.8447910108","1","2","1","0","1","0","0","","12","","","50","","","50","","50","2020-04-30 17:24:00"
"San Pedro","Valle del Cauca","3.24969581501","-77.4427481825","2","3","0","1","0","0","0","","5","","","","","","","33.333333333333","66.666666666667","2020-04-30 17:24:00"
"San Pedro de Urabá","Antioquia","8.27688666409","-76.380577886","1","1","0","0","0","0","0","","10","","","","","","","","100","2020-04-30 17:24:00"
"Santa Marta","Santa Marta D.T. y C.","11.2294335041","-74.1908941206","119","157","14","24","12","1","1","2","1969","0.10157440325038","1.2738853503185","7.6433121019108","0.63694267515924","0.63694267515924","8.9171974522293","15.286624203822","75.796178343949","2020-04-30 17:24:00"
"Santa Rosa","Bolívar","9.06946150984","-74.6714498299","2","2","0","0","0","0","0","","33","","","","","","","","100","2020-04-30 17:24:00"
"Santa Rosa de Cabal","Risaralda","4.86752645418","-75.6200106565","2","3","0","1","0","0","0","","16","","","","","","","33.333333333333","66.666666666667","2020-04-30 17:24:00"
"Santa Rosa de Osos","Antioquia","6.64332600099","-75.4607450191","0","2","0","2","0","0","0","","13","","","","","","","100","","2020-04-30 17:24:00"
"Santa Sofía","Boyacá","5.71326942075","-73.6027071719","1","1","0","0","0","0","0","","0","","","","","","","","100","2020-04-30 17:24:00"
"Santana","Boyacá","5.77866547593","-72.945544503","2","4","0","2","0","0","0","","0","","","","","","","50","50","2020-04-30 17:24:00"
"Santander de Quilichao","Cauca","3.01605390077","-76.4853702902","0","1","1","0","0","0","0","","65","","","","","","100","","","2020-04-30 17:24:00"
"Santo Tomás","Atlántico","10.756056293","-74.7541118585","0","1","0","1","0","0","0","","65","","","","","","","100","","2020-04-30 17:24:00"
"Sibaté","Cundinamarca","4.48976359282","-74.2589922464","5","5","0","0","1","0","0","","6","","","20","","","","","100","2020-04-30 17:24:00"
"Sincelejo","Sucre","9.30233310439","-75.3954835627","0","1","0","1","0","0","0","","1630","","","","","","","100","","2020-04-30 17:24:00"
"Soacha","Cundinamarca","4.58549165821","-74.2145275305","37","60","4","19","4","0","0","","389","","","6.6666666666667","","","6.6666666666667","31.666666666667","61.666666666667","2020-04-30 17:24:00"
"Socha","Boyacá","5.99671302142","-72.6919658568","3","3","0","0","0","0","0","","4","","","","","","","","100","2020-04-30 17:24:00"
"Sogamoso","Boyacá","5.72568939005","-72.9230476859","3","3","0","0","2","0","0","","338","","","66.666666666667","","","","","100","2020-04-30 17:24:00"
