"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","1029","1900","68","803","974","50","4","7190","803","64","12.547","0","","200.750","475.000","200.750","243.500","17.000","0.8605416","12.500","257.250","0.001","19755.000","1162.000","2020-06-04 17:23:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","789","1328","6","533","766","17","5","45759","533","3851","0.138","381","2.010","106.600","265.600","106.600","153.200","1.200","0.0008985","3.400","157.800","0.000","1335586.000","1112988.000","2020-06-04 17:23:00"
"81","Arauca","17524","Arauca","7.077358544","-70.74635031","1","2","0","1","0","1","0","1337","1","130","0.008","2","0.000","","","","","","0.0000000","","","0.000","","","2020-06-04 17:23:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","2","17","0","15","2","0","0","592","15","46","0.326","3","0.667","","","","","","0.0000000","","","0.000","","","2020-06-04 17:23:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","3881","5403","143","1379","3593","232","50","27344","1379","2922","0.472","326","11.021","27.580","108.060","27.580","71.860","2.860","0.0525324","4.640","77.620","0.002","54443.000","19036.000","2020-06-04 17:23:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","6812","11782","283","4687","6126","570","99","113356","4687","5159","0.909","743","8.245","47.343","119.010","47.343","61.879","2.859","0.0365446","5.758","68.808","0.001","78222.000","27364.000","2020-06-04 17:23:00"
"13","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","2596","3715","165","954","2337","218","38","24515","954","1679","0.568","148","15.791","25.105","97.763","25.105","61.500","4.342","0.0756542","5.737","68.316","0.002","57394.000","13218.000","2020-06-04 17:23:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","100","220","8","112","89","6","0","8691","112","635","0.176","48","1.854","","","","","","0.0064374","","","0.000","","155341.000","2020-06-04 17:23:00"
"17","Caldas","5120","Manizales","7.836837561","-75.41436144","48","162","6","108","42","3","3","5066","108","835","0.129","85","0.494","36.000","54.000","36.000","14.000","2.000","0.0058913","1.000","16.000","0.001","339484.000","169742.000","2020-06-04 17:23:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","5","24","1","18","4","0","0","1039","18","250","0.072","12","0.333","","","","","","0.0024359","","","0.000","","410521.000","2020-06-04 17:23:00"
