"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","890","2033","73","1070","837","48","4","7708","1070","64","16.719","0","","267.500","508.250","267.500","209.250","18.250","92.3816755","12.000","222.500","0.001","19755.000","1082.000","2020-06-09 17:19:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","1049","1648","8","591","1009","28","10","52032","591","3851","0.153","381","2.648","59.100","164.800","59.100","100.900","0.800","0.1197976","2.800","104.900","0.000","667793.000","834741.000","2020-06-09 17:19:00"
"81","Arauca","17524","Arauca","7.077358544","-70.74635031","1","2","0","1","0","1","0","1426","1","130","0.008","2","0.000","","","","","","0.0000000","","","0.000","","","2020-06-09 17:19:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","2","17","0","15","2","0","0","627","15","46","0.326","3","0.667","","","","","","0.0000000","","","0.000","","","2020-06-09 17:19:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","4637","7096","269","2190","4201","342","86","35322","2190","2922","0.749","326","12.887","25.465","82.512","25.465","48.849","3.128","9.8819747","3.977","53.919","0.002","31653.000","10119.000","2020-06-09 17:19:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","7664","13709","325","5720","6834","673","138","127712","5720","5159","1.109","743","9.198","41.449","99.341","41.449","49.522","2.355","4.1968219","4.877","55.536","0.001","56116.000","23828.000","2020-06-09 17:19:00"
"13","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","2813","4364","187","1364","2531","233","42","30270","1364","1679","0.812","148","17.101","32.476","103.905","32.476","60.262","4.452","8.5741430","5.548","66.976","0.001","51928.000","11663.000","2020-06-09 17:19:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","85","227","9","133","76","4","0","9884","133","635","0.209","48","1.583","","","","","","0.7242114","","","0.000","","138081.000","2020-06-09 17:19:00"
"17","Caldas","5120","Manizales","7.836837561","-75.41436144","55","179","7","117","51","3","0","5590","117","835","0.140","85","0.600","","","","","","0.6873169","","","0.000","","145493.000","2020-06-09 17:19:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","3","25","1","21","2","0","0","1097","21","250","0.084","12","0.167","","","","","","0.2435929","","","0.000","","410521.000","2020-06-09 17:19:00"
"85","Casanare","85001","Yopal","5.327612651","-72.39691516","5","36","0","31","5","0","0","2163","31","219","0.142","16","0.313","","","","","","0.0000000","","","0.000","","","2020-06-09 17:19:00"
"19","Cauca","19001","Popayan","2.482503391","-76.57406468","90","160","7","63","78","10","2","3396","63","644","0.098","52","1.500","31.500","80.000","31.500","39.000","3.500","0.4691887","5.000","45.000","0.001","745969.000","213134.000","2020-06-09 17:19:00"
"20","Cesar","20001","Valledupar","10.46048122","-73.25938931","388","470","11","71","381","5","1","5160","71","1210","0.059","202","1.886","71.000","470.000","71.000","381.000","11.000","0.8491671","5.000","388.000","0.000","1295387.000","117762.000","2020-06-09 17:19:00"
"27","Choco","27001","Quibdo","5.692195187","-76.62596936","385","488","11","92","346","32","6","3157","92","256","0.359","12","28.833","15.333","81.333","15.333","57.667","1.833","2.0192230","5.333","64.167","0.002","90794.000","49524.000","2020-06-09 17:19:00"
"23","Cordoba","23001","Monteria","8.745132591","-75.87557791","150","231","13","68","123","19","8","7265","68","1120","0.061","137","0.898","8.500","28.875","8.500","15.375","1.625","0.7107915","2.375","18.750","0.001","228618.000","140688.000","2020-06-09 17:19:00"
"25","Cundinamarca","11001","Bogota D.C.","4.65017303","-74.107359","975","1390","36","379","886","77","8","14367","379","1158","0.327","109","8.128","47.375","173.750","47.375","110.750","4.500","1.1100836","9.625","121.875","0.001","405375.000","90083.000","2020-06-09 17:19:00"
"94","Guainia","94001","Inirida","3.866161619","-67.91883684","6","6","0","0","6","0","0","770","0","15","0.000","0","","","","","","","0.0000000","","","0.000","","","2020-06-09 17:19:00"
"95","Guaviare","95001","San Jose del Guaviare","2.566428399","-72.63898622","2","2","0","0","2","0","0","2076","0","39","0.000","0","","","","","","","0.0000000","","","0.000","","","2020-06-09 17:19:00"
"41","Huila","23570","Neiva","8.550144929","-75.54027122","28","259","9","222","23","1","0","453","222","603","0.368","87","0.264","","","","","","0.8016946","","","0.000","","124736.000","2020-06-09 17:19:00"
"44","La Guajira","44001","Riohacha","11.52875138","-72.91148891","64","113","5","44","57","6","0","8669","44","512","0.086","48","1.188","","","","","","0.5177495","","","0.000","","193144.000","2020-06-09 17:19:00"
"47","Magdalena","23807","Santa Marta","11.2294335","-74.19089412","371","799","47","381","315","50","4","9964","381","1145","0.333","65","4.846","95.250","199.750","95.250","78.750","11.750","3.2935630","12.500","92.750","0.000","356757.000","30362.000","2020-06-09 17:19:00"
"50","Meta","23001","Villavicencio","8.745132591","-75.87557791","62","999","10","927","50","8","3","10470","927","874","1.061","45","1.111","309.000","333.000","309.000","16.667","3.333","0.9403322","2.667","20.667","0.000","354485.000","106345.000","2020-06-09 17:19:00"
"52","Narino","52001","Pasto","1.212124365","-77.27857635","1143","1794","65","586","1006","124","10","7862","586","980","0.598","82","12.268","58.600","179.400","58.600","100.600","6.500","3.9936372","12.400","114.300","0.001","162759.000","25040.000","2020-06-09 17:19:00"
"54","Norte de Santander","54001","Cucuta","7.905306295","-72.5082562","29","148","13","106","27","1","0","8046","106","763","0.139","83","0.325","","","","","","0.8023116","","","0.000","","124640.000","2020-06-09 17:19:00"
"86","Putumayo","86001","Mocoa","1.152296118","-76.65027142","6","11","2","3","3","1","2","519","3","193","0.016","6","0.500","1.500","5.500","1.500","1.500","1.000","0.5569061","0.500","3.000","0.004","179564.000","179564.000","2020-06-09 17:19:00"
"63","Quindio","5059","Armenia","6.155818729","-75.78683783","23","122","4","95","21","0","1","2632","95","481","0.198","28","0.750","95.000","122.000","95.000","21.000","4.000","0.7202004","0.000","23.000","0.000","555401.000","138850.000","2020-06-09 17:19:00"
"66","Risaralda","23001","Pereira","8.745132591","-75.87557791","43","286","10","233","39","0","4","7382","233","710","0.328","64","0.609","58.250","71.500","58.250","9.750","2.500","1.0405232","0.000","10.750","0.001","240264.000","96106.000","2020-06-09 17:19:00"
"68","Santander","68001","Bucaramanga","7.116267276","-73.13259818","137","194","7","50","131","6","0","12744","50","1624","0.031","171","0.766","","","","","","0.3068953","","","0.000","","325844.000","2020-06-09 17:19:00"
"70","Sucre","70001","Sincelejo","9.302333104","-75.39548356","136","143","2","5","126","7","3","3794","5","816","0.006","96","1.313","1.667","47.667","1.667","42.000","0.667","0.2106922","2.333","45.333","0.001","316417.000","474626.000","2020-06-09 17:19:00"
"73","Tolima","73001","Ibague","4.439608991","-75.19371478","85","295","10","200","76","3","4","6545","200","806","0.248","126","0.603","50.000","73.750","50.000","19.000","2.500","0.7462698","0.750","21.250","0.001","335000.000","134000.000","2020-06-09 17:19:00"
"76","Valle del Cauca","76001","Cali","3.414414305","-76.52156515","2844","4820","231","1745","2317","414","111","38074","1745","3072","0.568","503","4.606","15.721","43.423","15.721","20.874","2.081","5.0969164","3.730","25.622","0.003","40830.000","19620.000","2020-06-09 17:19:00"
"97","Vaupes","97001","Mitu","1.251190563","-70.23475052","0","11","0","11","0","0","0","791","11","4","2.750","0","","","","","","","0.0000000","","","0.000","","","2020-06-09 17:19:00"
"99","Vichada","99001","Puerto Carreno","6.186864187","-67.486997","1","1","0","0","1","0","0","719","0","26","0.000","0","","","","","","","0.0000000","","","0.000","","","2020-06-09 17:19:00"
