"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","304","2228","86","1838","287","10","6","9832","1838","64","28.719","0","","306.333","371.333","306.333","47.833","14.333","108.8332068","1.667","50.667","0.001","13170.000","919.000","2020-06-25 16:44:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","2102","3457","20","1335","1959","123","18","75979","1335","3851","0.347","381","5.142","74.167","192.056","74.167","108.833","1.111","0.2994940","6.833","116.778","0.000","370996.000","333897.000","2020-06-25 16:44:00"
"81","Arauca","17524","Arauca","7.077358544","-70.74635031","74","76","0","2","72","2","0","2052","2","130","0.015","2","36.000","","","","","","0.0000000","","","0.000","","","2020-06-25 16:44:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","6","23","0","17","5","0","0","1184","17","46","0.370","3","1.667","","","","","","0.0000000","","","0.000","","","2020-06-25 16:44:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","12406","18593","845","5342","11018","1162","183","19688","5342","2922","1.828","326","33.798","29.191","101.601","29.191","60.208","4.617","31.0418908","6.350","67.792","0.009","14875.000","3221.000","2020-06-25 16:44:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","13377","24636","545","10714","11671","1534","142","194982","10714","5159","2.077","743","15.708","75.451","173.493","75.451","82.190","3.838","7.0377475","10.803","94.204","0.001","54535.000","14209.000","2020-06-25 16:44:00"
"13","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","4007","7852","297","3548","3527","394","77","4005","3548","1679","2.113","148","23.831","46.078","101.974","46.078","45.805","3.857","13.6177565","5.117","52.039","0.019","28324.000","7343.000","2020-06-25 16:44:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","123","333","11","199","97","19","2","13081","199","635","0.313","48","2.021","99.500","166.500","99.500","48.500","5.500","0.8851473","9.500","61.500","0.000","621366.000","112976.000","2020-06-25 16:44:00"
"17","Caldas","5120","Manizales","7.836837561","-75.41436144","80","240","7","153","66","12","1","7919","153","835","0.183","85","0.776","153.000","240.000","153.000","66.000","7.000","0.6873169","12.000","80.000","0.000","1018453.000","145493.000","2020-06-25 16:44:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","3","26","1","22","2","0","0","1847","22","250","0.088","12","0.167","","","","","","0.2435929","","","0.000","","410521.000","2020-06-25 16:44:00"
"85","Casanare","85001","Yopal","5.327612651","-72.39691516","29","64","0","35","28","0","1","3399","35","219","0.160","16","1.750","35.000","64.000","35.000","28.000","0.000","0.0000000","0.000","29.000","0.000","435195.000","","2020-06-25 16:44:00"
"19","Cauca","19001","Popayan","2.482503391","-76.57406468","163","310","13","134","121","34","8","4841","134","644","0.208","52","2.327","16.750","38.750","16.750","15.125","1.625","0.8713505","4.250","20.375","0.002","186492.000","114764.000","2020-06-25 16:44:00"
"20","Cesar","20001","Valledupar","10.46048122","-73.25938931","461","791","21","309","427","31","2","8822","309","1210","0.255","202","2.114","154.500","395.500","154.500","213.500","10.500","1.6211372","15.500","230.500","0.000","647694.000","61685.000","2020-06-25 16:44:00"
"27","Choco","27001","Quibdo","5.692195187","-76.62596936","866","1234","35","333","755","94","16","5589","333","256","1.301","12","62.917","20.813","77.125","20.813","47.188","2.188","6.4248005","5.875","54.125","0.003","34048.000","15565.000","2020-06-25 16:44:00"
