"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","1291","1386","48","47","1244","44","2","4120","46","64","0.688","0","","0.033","0.898","0.032","0.001","0.035","0.6074412","0.034","0.931","0.336","57.000","1646.000","2020-05-22 16:46:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","246","616","6","364","233","8","5","29732","13","3851","0.002","381","0.013","0.021","0.378","0.013","0.008","0.010","0.0008985","0.591","0.399","0.021","10841.000","1112988.000","2020-05-22 16:46:00"
"81","Arauca","17524","Arauca","7.077358544","-70.74635031","1","1","0","0","0","1","0","918","1","130","0.008","2","0.000","1.000","0.000","1.000","0.000","0.000","0.0000000","0.000","1.000","0.001","294206.000","","2020-05-22 16:46:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","16","21","0","5","16","0","0","387","0","46","0.000","3","0.000","0.000","0.762","0.000","0.000","0.000","0.0000000","0.238","0.762","0.054","3033.000","","2020-05-22 16:46:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","2100","2372","60","212","1970","105","22","14635","127","2922","0.036","326","0.067","0.054","0.831","0.044","0.009","0.025","0.0220416","0.089","0.885","0.162","1148.000","45369.000","2020-05-22 16:46:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","4681","6591","197","1713","4216","420","39","75028","459","5159","0.081","743","0.052","0.070","0.640","0.064","0.006","0.030","0.0254392","0.260","0.710","0.088","1175.000","39309.000","2020-05-22 16:46:00"
"13","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","1496","1840","97","247","1294","170","31","11344","201","1679","0.101","148","0.209","0.109","0.703","0.092","0.017","0.053","0.0444755","0.134","0.813","0.162","1185.000","22484.000","2020-05-22 16:46:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","90","144","5","49","75","7","6","4348","13","635","0.011","48","0.125","0.090","0.521","0.049","0.042","0.035","0.0040234","0.340","0.625","0.033","8630.000","248546.000","2020-05-22 16:46:00"
"17","Caldas","5120","Manizales","7.836837561","-75.41436144","50","126","5","71","46","3","1","3907","4","835","0.004","85","0.012","0.032","0.365","0.024","0.008","0.040","0.0049094","0.563","0.397","0.032","8083.000","203691.000","2020-05-22 16:46:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","15","21","1","5","14","1","0","803","1","250","0.004","12","0.000","0.048","0.667","0.048","0.000","0.048","0.0024359","0.238","0.714","0.026","19549.000","410521.000","2020-05-22 16:46:00"
"85","Casanare","85001","Yopal","5.327612651","-72.39691516","13","26","0","13","13","0","0","1202","0","219","0.000","16","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","0.022","16738.000","","2020-05-22 16:46:00"
"19","Cauca","19001","Popayan","2.482503391","-76.57406468","34","71","4","33","33","1","0","2374","1","644","0.002","52","0.000","0.014","0.465","0.014","0.000","0.056","0.0026811","0.465","0.479","0.030","21013.000","372984.000","2020-05-22 16:46:00"
"20","Cesar","20001","Valledupar","10.46048122","-73.25938931","16","80","11","53","16","0","0","2726","0","1210","0.000","202","0.000","0.000","0.200","0.000","0.000","0.138","0.0084917","0.663","0.200","0.029","16192.000","117762.000","2020-05-22 16:46:00"
"27","Choco","27001","Quibdo","5.692195187","-76.62596936","66","82","4","12","58","7","1","998","8","256","0.027","12","0.083","0.098","0.707","0.085","0.012","0.049","0.0073426","0.146","0.805","0.082","6643.000","136191.000","2020-05-22 16:46:00"
"23","Cordoba","23001","Monteria","8.745132591","-75.87557791","64","87","5","18","57","6","1","4095","7","1120","0.005","137","0.007","0.080","0.655","0.069","0.011","0.057","0.0027338","0.207","0.736","0.021","21022.000","365789.000","2020-05-22 16:46:00"
"25","Cundinamarca","11001","Bogota D.C.","4.65017303","-74.107359","201","401","14","186","186","12","3","5949","15","1158","0.010","109","0.028","0.037","0.464","0.030","0.007","0.035","0.0043170","0.464","0.501","0.067","8087.000","231643.000","2020-05-22 16:46:00"
"41","Huila","23570","Neiva","8.550144929","-75.54027122","95","231","9","127","87","5","0","244","5","603","0.008","87","0.000","0.022","0.377","0.022","0.000","0.039","0.0080169","0.550","0.411","0.947","4860.000","124736.000","2020-05-22 16:46:00"
