"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","1355","1505","54","96","1298","52","4","5450","56","64","0.813","0","","0.037","0.862","0.035","0.003","0.036","0.6833713","0.064","0.900","0.276","53.000","1463.000","2020-05-25 16:41:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","459","861","6","396","448","6","5","33979","11","3851","0.002","381","0.013","0.013","0.520","0.007","0.006","0.007","0.0008985","0.460","0.533","0.025","7756.000","1112988.000","2020-05-25 16:41:00"
"81","Arauca","17524","Arauca","7.077358544","-70.74635031","1","1","0","0","1","0","0","936","0","130","0.000","2","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","0.001","294206.000","","2020-05-25 16:41:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","9","15","0","6","9","0","0","433","0","46","0.000","3","0.000","0.000","0.600","0.000","0.000","0.000","0.0000000","0.400","0.600","0.035","4246.000","","2020-05-25 16:41:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","2513","2853","72","268","2372","107","31","16336","138","2922","0.037","326","0.095","0.048","0.831","0.038","0.011","0.025","0.0264499","0.094","0.881","0.175","954.000","37807.000","2020-05-25 16:41:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","5217","7386","213","1956","4678","490","42","79571","532","5159","0.095","743","0.057","0.072","0.633","0.066","0.006","0.029","0.0275053","0.265","0.706","0.093","1048.000","36357.000","2020-05-25 16:41:00"
"13","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","1874","2305","108","323","1651","187","35","13634","222","1679","0.111","148","0.236","0.096","0.716","0.081","0.015","0.047","0.0495191","0.140","0.813","0.169","946.000","20194.000","2020-05-25 16:41:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","99","162","5","58","81","9","6","5362","15","635","0.014","48","0.125","0.093","0.500","0.056","0.037","0.031","0.0040234","0.358","0.611","0.030","7671.000","248546.000","2020-05-25 16:41:00"
"17","Caldas","5120","Manizales","7.836837561","-75.41436144","42","128","6","80","38","3","1","4081","4","835","0.004","85","0.012","0.031","0.297","0.023","0.008","0.047","0.0058913","0.625","0.328","0.031","7957.000","169742.000","2020-05-25 16:41:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","14","22","1","7","13","1","0","876","1","250","0.004","12","0.000","0.045","0.591","0.045","0.000","0.045","0.0024359","0.318","0.636","0.025","18660.000","410521.000","2020-05-25 16:41:00"
"85","Casanare","85001","Yopal","5.327612651","-72.39691516","17","32","0","15","17","0","0","1266","0","219","0.000","16","0.000","0.000","0.531","0.000","0.000","0.000","0.0000000","0.469","0.531","0.025","13600.000","","2020-05-25 16:41:00"
"19","Cauca","19001","Popayan","2.482503391","-76.57406468","30","74","4","40","29","1","0","2511","1","644","0.002","52","0.000","0.014","0.392","0.014","0.000","0.054","0.0026811","0.541","0.405","0.029","20161.000","372984.000","2020-05-25 16:41:00"
"20","Cesar","20001","Valledupar","10.46048122","-73.25938931","31","96","11","54","25","4","1","2982","5","1210","0.003","202","0.005","0.052","0.260","0.042","0.010","0.115","0.0084917","0.563","0.323","0.032","13494.000","117762.000","2020-05-25 16:41:00"
"27","Choco","27001","Quibdo","5.692195187","-76.62596936","93","109","4","12","80","11","1","1268","12","256","0.043","12","0.083","0.110","0.734","0.101","0.009","0.037","0.0073426","0.110","0.853","0.086","4998.000","136191.000","2020-05-25 16:41:00"
"23","Cordoba","23001","Monteria","8.745132591","-75.87557791","67","92","5","20","59","6","2","4658","8","1120","0.005","137","0.015","0.087","0.641","0.065","0.022","0.054","0.0027338","0.217","0.728","0.020","19880.000","365789.000","2020-05-25 16:41:00"
"25","Cundinamarca","11001","Bogota D.C.","4.65017303","-74.107359","316","538","15","207","285","22","8","6955","30","1158","0.019","109","0.073","0.056","0.530","0.041","0.015","0.028","0.0046253","0.385","0.587","0.077","6028.000","216200.000","2020-05-25 16:41:00"
"41","Huila","23570","Neiva","8.550144929","-75.54027122","85","237","9","143","77","3","1","251","4","603","0.005","87","0.011","0.017","0.325","0.013","0.004","0.038","0.0080169","0.603","0.359","0.944","4737.000","124736.000","2020-05-25 16:41:00"
"44","La Guajira","44001","Riohacha","11.52875138","-72.91148891","34","49","3","12","30","2","1","6263","3","512","0.004","48","0.021","0.061","0.612","0.041","0.020","0.061","0.0031065","0.245","0.694","0.008","19709.000","321906.000","2020-05-25 16:41:00"
"47","Magdalena","23807","Santa Marta","11.2294335","-74.19089412","319","504","36","149","298","19","1","6525","20","1145","0.017","65","0.015","0.040","0.591","0.038","0.002","0.071","0.0252273","0.296","0.633","0.077","2831.000","39640.000","2020-05-25 16:41:00"
"50","Meta","23001","Villavicencio","8.745132591","-75.87557791","867","969","8","94","859","5","2","7139","7","874","0.006","45","0.044","0.007","0.886","0.005","0.002","0.008","0.0075227","0.097","0.895","0.136","1097.000","132932.000","2020-05-25 16:41:00"
"52","Narino","52001","Pasto","1.212124365","-77.27857635","676","787","32","79","593","76","5","4101","81","980","0.078","82","0.061","0.103","0.753","0.097","0.006","0.041","0.0196610","0.100","0.859","0.192","2068.000","50862.000","2020-05-25 16:41:00"
"54","Norte de Santander","54001","Cucuta","7.905306295","-72.5082562","30","119","12","77","27","2","1","5501","3","763","0.003","83","0.012","0.025","0.227","0.017","0.008","0.101","0.0074060","0.647","0.252","0.022","13616.000","135027.000","2020-05-25 16:41:00"
"86","Putumayo","86001","Mocoa","1.152296118","-76.65027142","8","8","0","0","4","2","2","312","4","193","0.010","6","0.333","0.500","0.500","0.250","0.250","0.000","0.0000000","0.000","1.000","0.026","44891.000","","2020-05-25 16:41:00"
"63","Quindio","5059","Armenia","6.155818729","-75.78683783","27","94","3","64","24","1","2","2010","3","481","0.002","28","0.071","0.032","0.255","0.011","0.021","0.032","0.0054015","0.681","0.287","0.047","5909.000","185134.000","2020-05-25 16:41:00"
"66","Risaralda","23001","Pereira","8.745132591","-75.87557791","34","245","8","203","34","0","0","5402","0","710","0.000","64","0.000","0.000","0.139","0.000","0.000","0.033","0.0083242","0.829","0.139","0.045","3923.000","120132.000","2020-05-25 16:41:00"
"68","Santander","68001","Bucaramanga","7.116267276","-73.13259818","17","58","3","38","16","1","0","6847","1","1624","0.001","171","0.000","0.017","0.276","0.017","0.000","0.052","0.0013153","0.655","0.293","0.008","39326.000","760303.000","2020-05-25 16:41:00"
"70","Sucre","70001","Sincelejo","9.302333104","-75.39548356","6","7","0","1","6","0","0","1339","0","816","0.000","96","0.000","0.000","0.857","0.000","0.000","0.000","0.0000000","0.143","0.857","0.005","135607.000","","2020-05-25 16:41:00"
"73","Tolima","73001","Ibague","4.439608991","-75.19371478","121","224","7","96","118","2","1","4649","3","806","0.002","126","0.008","0.013","0.527","0.009","0.004","0.031","0.0052239","0.429","0.540","0.048","5982.000","191428.000","2020-05-25 16:41:00"
"76","Valle del Cauca","76001","Cali","3.414414305","-76.52156515","1594","2490","129","767","1315","226","53","24756","279","3072","0.074","503","0.105","0.112","0.528","0.091","0.021","0.052","0.0284633","0.308","0.640","0.101","1820.000","35133.000","2020-05-25 16:41:00"
"97","Vaupes","97001","Mitu","1.251190563","-70.23475052","11","11","0","0","11","0","0","635","0","4","0.000","0","","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","0.017","4065.000","","2020-05-25 16:41:00"
