"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","204","2391","98","2089","186","9","8","11046","2089","64","32.641","0","","261.125","298.875","261.125","23.250","12.250","124.0192356","1.125","25.500","0.001","9878.000","806.000","2020-07-07 17:01:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","4355","6773","57","2361","3991","318","41","101142","2361","3851","0.613","381","10.475","57.585","165.195","57.585","97.341","1.390","0.8535579","7.756","106.220","0.000","162876.000","117157.000","2020-07-07 17:01:00"
"81","Arauca","17524","Arauca","7.077358544","-70.74635031","113","121","0","8","109","3","1","2783","8","130","0.062","2","54.500","8.000","121.000","8.000","109.000","0.000","0.0000000","3.000","113.000","0.000","294206.000","","2020-07-07 17:01:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","7","28","0","21","6","0","0","1430","21","46","0.457","3","2.000","","","","","","0.0000000","","","0.000","","","2020-07-07 17:01:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","16665","28732","1591","10476","15122","1266","198","25635","10476","2922","3.585","326","46.387","52.909","145.111","52.909","76.374","8.035","58.4469209","6.394","84.167","0.008","13748.000","1711.000","2020-07-07 17:01:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","23139","39248","881","15228","20844","2105","140","267888","15228","5159","2.952","743","28.054","108.771","280.343","108.771","148.886","6.293","11.3766157","15.036","165.279","0.001","55314.000","8790.000","2020-07-07 17:01:00"
"13","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","4887","10945","417","5641","4531","273","60","5552","5641","1679","3.360","148","30.615","94.017","182.417","94.017","75.517","6.950","19.1198803","4.550","81.450","0.011","36350.000","5230.000","2020-07-07 17:01:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","184","444","13","247","148","28","3","15595","247","635","0.389","48","3.083","82.333","148.000","82.333","49.333","4.333","1.0460832","9.333","61.333","0.000","414244.000","95595.000","2020-07-07 17:01:00"
"17","Caldas","5120","Manizales","7.836837561","-75.41436144","69","278","7","202","58","9","1","9661","202","835","0.242","85","0.682","202.000","278.000","202.000","58.000","7.000","0.6873169","9.000","69.000","0.000","1018453.000","145493.000","2020-07-07 17:01:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","43","67","1","23","35","7","0","2170","23","250","0.092","12","2.917","","","","","","0.2435929","","","0.000","","410521.000","2020-07-07 17:01:00"
"85","Casanare","85001","Yopal","5.327612651","-72.39691516","39","88","0","49","36","2","1","4622","49","219","0.224","16","2.250","49.000","88.000","49.000","36.000","0.000","0.0000000","2.000","39.000","0.000","435195.000","","2020-07-07 17:01:00"
"19","Cauca","19001","Popayan","2.482503391","-76.57406468","389","599","22","188","320","50","19","6403","188","644","0.292","52","6.154","9.895","31.526","9.895","16.842","1.158","1.4745931","2.632","20.474","0.003","78523.000","67815.000","2020-07-07 17:01:00"
"20","Cesar","20001","Valledupar","10.46048122","-73.25938931","626","1341","32","683","539","80","5","12097","683","1210","0.564","202","2.668","136.600","268.200","136.600","107.800","6.400","2.4703042","16.000","125.200","0.000","259077.000","40481.000","2020-07-07 17:01:00"
"27","Choco","27001","Quibdo","5.692195187","-76.62596936","1206","2002","60","736","1033","142","28","8841","736","256","2.875","12","86.083","26.286","71.500","26.286","36.893","2.143","11.0139437","5.071","43.071","0.003","19456.000","9079.000","2020-07-07 17:01:00"
"23","Cordoba","23001","Monteria","8.745132591","-75.87557791","808","1187","85","294","572","177","52","12774","294","1120","0.263","137","4.175","5.654","22.827","5.654","11.000","1.635","4.6474830","3.404","15.538","0.004","35172.000","21517.000","2020-07-07 17:01:00"
"25","Cundinamarca","11001","Bogota D C.","4.65017303","-74.107359","1570","3327","71","1686","1342","200","18","35129","1686","1158","1.456","109","12.312","93.667","184.833","93.667","74.556","3.944","2.1893315","11.111","87.222","0.001","180167.000","45676.000","2020-07-07 17:01:00"
"94","Guainia","94001","Inirida","3.866161619","-67.91883684","2","14","1","11","2","0","0","1062","11","15","0.733","0","","","","","","","1.9748795","","","0.000","","50636.000","2020-07-07 17:01:00"
"95","Guaviare","95001","San Jose del Guaviare","2.566428399","-72.63898622","30","39","0","9","29","1","0","5861","9","39","0.231","0","","","","","","","0.0000000","","","0.000","","","2020-07-07 17:01:00"
"41","Huila","23570","Neiva","8.550144929","-75.54027122","100","389","11","278","89","6","1","913","278","603","0.461","87","1.023","278.000","389.000","278.000","89.000","11.000","0.9798490","6.000","100.000","0.001","1122622.000","102057.000","2020-07-07 17:01:00"
"44","La Guajira","44001","Riohacha","11.52875138","-72.91148891","556","726","32","138","503","43","8","15169","138","512","0.270","48","10.479","17.250","90.750","17.250","62.875","4.000","3.3135967","5.375","69.500","0.001","120715.000","30179.000","2020-07-07 17:01:00"
