"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","744","2131","78","1309","681","53","9","8435","1309","64","20.453","0","","145.444","236.778","145.444","75.667","8.667","98.7091875","5.889","82.667","0.001","8780.000","1013.000","2020-06-15 16:52:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","1356","2147","9","782","1287","58","9","61095","782","3851","0.203","381","3.378","86.889","238.556","86.889","143.000","1.000","0.1347723","6.444","150.667","0.000","741992.000","741992.000","2020-06-15 16:52:00"
"81","Arauca","17524","Arauca","7.077358544","-70.74635031","43","45","0","2","41","2","0","1565","2","130","0.015","2","20.500","","","","","","0.0000000","","","0.000","","","2020-06-15 16:52:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","2","19","0","17","1","1","0","676","17","46","0.370","3","0.333","","","","","","0.0000000","","","0.000","","","2020-06-15 16:52:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","7671","10882","419","2792","6796","728","132","12889","2792","2922","0.956","326","20.847","21.152","82.439","21.152","51.485","3.174","15.3923695","5.515","58.114","0.010","20622.000","6497.000","2020-06-15 16:52:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","9126","16404","393","6885","8027","923","153","145795","6885","5159","1.335","743","10.803","45.000","107.216","45.000","52.464","2.569","5.0749262","6.033","59.647","0.001","50614.000","19705.000","2020-06-15 16:52:00"
"13","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","3354","5256","217","1685","3007","290","50","3085","1685","1679","1.004","148","20.318","33.700","105.120","33.700","60.140","4.340","9.9496739","5.800","67.080","0.016","43620.000","10051.000","2020-06-15 16:52:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","84","251","9","158","65","13","1","10914","158","635","0.249","48","1.354","158.000","251.000","158.000","65.000","9.000","0.7242114","13.000","84.000","0.000","1242731.000","138081.000","2020-06-15 16:52:00"
"17","Caldas","5120","Manizales","7.836837561","-75.41436144","63","200","7","130","57","5","0","6556","130","835","0.156","85","0.671","","","","","","0.6873169","","","0.000","","145493.000","2020-06-15 16:52:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","3","25","1","21","2","0","0","1399","21","250","0.084","12","0.167","","","","","","0.2435929","","","0.000","","410521.000","2020-06-15 16:52:00"
