"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","708","743","26","9","679","29","0","1457","29","64","45.313","0","","3.903","91.386","3.903","0.000","3.499","32.903","1.211","95.289","50.995","2020-05-12 16:58:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","185","481","6","290","171","10","4","21161","14","3851","0.260","381","1.050","2.911","35.551","2.079","0.832","1.247","0.090","60.291","38.462","2.273","2020-05-12 16:58:00"
"17","Arauca","17524","Arauca","7.077358544","-70.74635031","1","1","0","0","0","1","0","591","1","835","0.120","85","0.000","100.000","0.000","100.000","0.000","0.000","0.000","0.000","100.000","0.169","2020-05-12 16:58:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","17","21","0","4","17","0","0","250","0","46","0.000","3","0.000","0.000","80.952","0.000","0.000","0.000","0.000","19.048","80.952","8.400","2020-05-12 16:58:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","997","1124","42","85","932","51","14","8100","65","2922","1.745","326","4.294","5.783","82.918","4.537","1.246","3.737","1.543","7.562","88.701","13.877","2020-05-12 16:58:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","3211","4563","155","1197","2901","271","37","46276","308","5159","5.253","743","4.980","6.750","63.577","5.939","0.811","3.397","2.002","26.233","70.370","9.860","2020-05-12 16:58:00"
"19","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","614","824","51","159","518","82","13","5586","95","644","12.733","52","25.000","11.529","62.864","9.951","1.578","6.189","3.418","19.296","74.515","14.751","2020-05-12 16:58:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","57","79","3","19","42","13","1","2022","14","635","2.047","48","2.083","17.722","53.165","16.456","1.266","3.797","0.241","24.051","72.152","3.907","2020-05-12 16:58:00"
"5","Caldas","5001","Medellin","5.610109776","-74.88681663","61","104","4","39","57","4","0","3051","4","3851","0.104","381","0.000","3.846","54.808","3.846","0.000","3.846","0.060","37.500","58.654","3.409","2020-05-12 16:58:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","16","17","1","0","16","0","0","481","0","250","0.000","12","0.000","0.000","94.118","0.000","0.000","5.882","0.244","0.000","94.118","3.534","2020-05-12 16:58:00"
"85","Casanare","85001","Yopal","5.327612651","-72.39691516","13","21","0","8","12","1","0","766","1","219","0.457","16","0.000","4.762","57.143","4.762","0.000","0.000","0.000","38.095","61.905","2.742","2020-05-12 16:58:00"
"47","Cauca","19001","Popayan","2.482503391","-76.57406468","28","53","4","21","26","2","0","1878","2","1145","0.175","65","0.000","3.774","49.057","3.774","0.000","7.547","0.280","39.623","52.830","2.822","2020-05-12 16:58:00"
"20","Cesar","20001","Valledupar","10.46048122","-73.25938931","16","72","11","45","13","3","0","1749","3","1210","0.248","202","0.000","4.167","18.056","4.167","0.000","15.278","0.849","62.500","22.222","4.117","2020-05-12 16:58:00"
"27","Choco","27001","Quibdo","5.692195187","-76.62596936","29","35","3","3","27","2","0","690","2","256","0.781","12","0.000","5.714","77.143","5.714","0.000","8.571","0.551","8.571","82.857","5.072","2020-05-12 16:58:00"
"5","Cordoba","5001","Medellin","5.610109776","-74.88681663","27","42","3","12","23","2","2","2631","4","3851","0.052","381","0.525","9.524","54.762","4.762","4.762","7.143","0.045","28.571","64.286","1.596","2020-05-12 16:58:00"
"47","Cundinamarca","19001","Popayan","2.482503391","-76.57406468","145","309","13","151","136","6","3","3749","9","1145","0.524","65","4.615","2.913","44.013","1.942","0.971","4.207","0.911","48.867","46.926","8.242","2020-05-12 16:58:00"
"41","Huila","23570","Neiva","8.550144929","-75.54027122","116","185","8","61","98","14","2","156","16","603","2.322","87","2.299","8.649","52.973","7.568","1.081","4.324","0.713","32.973","62.703","118.590","2020-05-12 16:58:00"
"44","La Guajira","44001","Riohacha","11.52875138","-72.91148891","22","28","3","3","19","2","1","3679","3","512","0.391","48","2.083","10.714","67.857","7.143","3.571","10.714","0.311","10.714","78.571","0.761","2020-05-12 16:58:00"
"47","Magdalena","19001","Popayan","2.482503391","-76.57406468","210","308","24","74","188","19","3","4314","22","1145","1.659","65","4.615","7.143","61.039","6.169","0.974","7.792","1.682","24.026","68.182","7.140","2020-05-12 16:58:00"
"50","Meta","23001","Villavicencio","8.745132591","-75.87557791","887","935","6","42","882","4","1","4403","5","874","0.458","45","2.222","0.535","94.332","0.428","0.107","0.642","0.564","4.492","94.866","21.236","2020-05-12 16:58:00"
"5","Narino","5001","Medellin","5.610109776","-74.88681663","286","338","18","34","251","31","4","2545","35","3851","0.805","381","1.050","10.355","74.260","9.172","1.183","5.325","0.270","10.059","84.615","13.281","2020-05-12 16:58:00"
