"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","273","2276","89","1914","258","8","6","10277","1914","64","29.906","0","","319.000","379.333","319.000","43.000","14.833","112.6297140","1.333","45.500","0.001","13170.000","888.000","2020-06-29 16:56:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","2601","4232","25","1606","2410","166","23","83993","1606","3851","0.417","381","6.325","69.826","184.000","69.826","104.783","1.087","0.3743675","7.217","113.087","0.000","290345.000","267117.000","2020-06-29 16:56:00"
"81","Arauca","17524","Arauca","7.077358544","-70.74635031","72","76","0","4","70","2","0","2364","4","130","0.031","2","35.000","","","","","","0.0000000","","","0.000","","","2020-06-29 16:56:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","7","24","0","17","6","0","0","1334","17","46","0.370","3","2.000","","","","","","0.0000000","","","0.000","","","2020-06-29 16:56:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","14480","22777","1107","7190","13203","1036","186","22620","7190","2922","2.461","326","40.500","38.656","122.457","38.656","70.984","5.952","40.6667137","5.570","77.849","0.008","14635.000","2459.000","2020-06-29 16:56:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","16407","29320","658","12255","14757","1475","142","216686","12255","5159","2.375","743","19.861","86.303","206.479","86.303","103.923","4.634","8.4969502","10.387","115.542","0.001","54535.000","11769.000","2020-06-29 16:56:00"
"13","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","4198","8949","355","4396","3854","262","72","4635","4396","1679","2.618","148","26.041","61.056","124.292","61.056","53.528","4.931","16.2771163","3.639","58.306","0.016","30291.000","6144.000","2020-06-29 16:56:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","132","359","11","216","106","18","3","14030","216","635","0.340","48","2.208","72.000","119.667","72.000","35.333","3.667","0.8851473","6.000","44.000","0.000","414244.000","112976.000","2020-06-29 16:56:00"
"17","Caldas","5120","Manizales","7.836837561","-75.41436144","78","258","7","173","69","7","1","8551","173","835","0.207","85","0.812","173.000","258.000","173.000","69.000","7.000","0.6873169","7.000","78.000","0.000","1018453.000","145493.000","2020-06-29 16:56:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","12","35","1","22","11","0","0","2038","22","250","0.088","12","0.917","","","","","","0.2435929","","","0.000","","410521.000","2020-06-29 16:56:00"
"85","Casanare","85001","Yopal","5.327612651","-72.39691516","21","66","0","45","19","1","1","3883","45","219","0.205","16","1.188","45.000","66.000","45.000","19.000","0.000","0.0000000","1.000","21.000","0.000","435195.000","","2020-06-29 16:56:00"
"19","Cauca","19001","Popayan","2.482503391","-76.57406468","197","359","15","147","155","32","10","5240","147","644","0.228","52","2.981","14.700","35.900","14.700","15.500","1.500","1.0054044","3.200","19.700","0.002","149194.000","99462.000","2020-06-29 16:56:00"
"20","Cesar","20001","Valledupar","10.46048122","-73.25938931","562","994","22","410","495","61","5","9805","410","1210","0.339","202","2.450","82.000","198.800","82.000","99.000","4.400","1.6983342","12.200","112.400","0.001","259077.000","58881.000","2020-06-29 16:56:00"
"27","Choco","27001","Quibdo","5.692195187","-76.62596936","938","1452","44","470","814","104","19","6198","470","256","1.836","12","67.833","24.737","76.421","24.737","42.842","2.316","8.0768920","5.474","49.368","0.003","28672.000","12381.000","2020-06-29 16:56:00"
"23","Cordoba","23001","Monteria","8.745132591","-75.87557791","490","744","42","212","346","100","40","11518","212","1120","0.189","137","2.526","5.300","18.600","5.300","8.650","1.050","2.2964033","2.500","12.250","0.003","45724.000","43546.000","2020-06-29 16:56:00"
"25","Cundinamarca","11001","Bogota D C.","4.65017303","-74.107359","1187","2574","55","1332","1026","139","17","27203","1332","1158","1.150","109","9.413","78.353","151.412","78.353","60.353","3.235","1.6959611","8.176","69.824","0.001","190765.000","58964.000","2020-06-29 16:56:00"
"94","Guainia","94001","Inirida","3.866161619","-67.91883684","12","15","1","2","12","0","0","1007","2","15","0.133","0","","","","","","","1.9748795","","","0.000","","50636.000","2020-06-29 16:56:00"
"95","Guaviare","95001","San Jose del Guaviare","2.566428399","-72.63898622","31","37","0","6","30","1","0","4546","6","39","0.154","0","","","","","","","0.0000000","","","0.000","","","2020-06-29 16:56:00"
"41","Huila","23570","Neiva","8.550144929","-75.54027122","76","332","10","246","68","4","0","894","246","603","0.408","87","0.782","","","","","","0.8907718","","","0.000","","112262.000","2020-06-29 16:56:00"
"44","La Guajira","44001","Riohacha","11.52875138","-72.91148891","296","395","18","81","261","26","8","12670","81","512","0.158","48","5.438","10.125","49.375","10.125","32.625","2.250","1.8638982","3.250","37.000","0.001","120715.000","53651.000","2020-06-29 16:56:00"
"47","Magdalena","23807","Santa Marta","11.2294335","-74.19089412","913","1774","114","747","776","115","20","807","747","1145","0.652","65","11.938","37.350","88.700","37.350","38.800","5.700","7.9886421","5.750","45.650","0.025","71351.000","12518.000","2020-06-29 16:56:00"
"50","Meta","23001","Villavicencio","8.745132591","-75.87557791","246","1229","13","970","229","13","3","17307","970","874","1.110","45","5.089","323.333","409.667","323.333","76.333","4.333","1.2224318","4.333","82.000","0.000","354485.000","81804.000","2020-06-29 16:56:00"
"52","Narino","52001","Pasto","1.212124365","-77.27857635","1295","3307","105","1907","1133","135","20","15596","1907","980","1.946","82","13.817","95.350","165.350","95.350","56.650","5.250","6.4512601","6.750","64.750","0.001","81379.000","15501.000","2020-06-29 16:56:00"
"54","Norte de Santander","54001","Cucuta","7.905306295","-72.5082562","149","327","19","159","129","15","4","12649","159","763","0.208","83","1.554","39.750","81.750","39.750","32.250","4.750","1.1726093","3.750","37.250","0.000","405080.000","85280.000","2020-06-29 16:56:00"
"86","Putumayo","86001","Mocoa","1.152296118","-76.65027142","11","26","6","9","5","6","0","739","9","193","0.047","6","0.833","","","","","","1.6707182","","","0.000","","59855.000","2020-06-29 16:56:00"
"63","Quindio","5059","Armenia","6.155818729","-75.78683783","42","161","4","115","40","0","1","3784","115","481","0.239","28","1.429","115.000","161.000","115.000","40.000","4.000","0.7202004","0.000","42.000","0.000","555401.000","138850.000","2020-06-29 16:56:00"
"66","Risaralda","23001","Pereira","8.745132591","-75.87557791","224","511","12","275","206","12","6","11742","275","710","0.387","64","3.219","45.833","85.167","45.833","34.333","2.000","1.2486278","2.000","37.333","0.001","160176.000","80088.000","2020-06-29 16:56:00"
"68","Santander","68001","Bucaramanga","7.116267276","-73.13259818","488","690","13","189","443","43","1","21730","189","1624","0.116","171","2.591","189.000","690.000","189.000","443.000","13.000","0.5699485","43.000","488.000","0.000","2280908.000","175454.000","2020-06-29 16:56:00"
"70","Sucre","70001","Sincelejo","9.302333104","-75.39548356","977","1153","61","115","848","118","9","9394","115","816","0.141","96","8.833","12.778","128.111","12.778","94.222","6.778","6.4261123","13.111","108.556","0.001","105472.000","15562.000","2020-06-29 16:56:00"
"73","Tolima","73001","Ibague","4.439608991","-75.19371478","596","934","19","319","563","27","3","11671","319","806","0.396","126","4.468","106.333","311.333","106.333","187.667","6.333","1.4179126","9.000","198.667","0.000","446666.000","70526.000","2020-06-29 16:56:00"
"76","Valle del Cauca","76001","Cali","3.414414305","-76.52156515","4840","9628","397","4391","4071","595","165","61032","4391","3072","1.429","503","8.093","26.612","58.352","26.612","24.673","2.406","8.7596356","3.606","29.333","0.003","27468.000","11416.000","2020-06-29 16:56:00"
"97","Vaupes","97001","Mitu","1.251190563","-70.23475052","15","28","0","13","14","0","1","1139","13","4","3.250","0","","13.000","28.000","13.000","14.000","0.000","0.0000000","0.000","15.000","0.001","44712.000","","2020-06-29 16:56:00"
"99","Vichada","99001","Puerto Carreno","6.186864187","-67.486997","0","1","0","1","0","0","0","782","1","26","0.038","0","","","","","","","0.0000000","","","0.000","","","2020-06-29 16:56:00"
