"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","1547","1723","56","120","1490","52","4","5826","56","64","0.813","0","","0.033","0.865","0.030","0.002","0.033","0.7086813","0.070","0.898","0.296","46.000","1411.000","2020-05-27 17:28:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","549","960","6","405","535","9","5","37317","14","3851","0.002","381","0.013","0.015","0.557","0.009","0.005","0.006","0.0008985","0.422","0.572","0.026","6956.000","1112988.000","2020-05-27 17:28:00"
"81","Arauca","17524","Arauca","7.077358544","-70.74635031","1","1","0","0","1","0","0","937","0","130","0.000","2","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","0.001","294206.000","","2020-05-27 17:28:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","6","17","0","11","6","0","0","433","0","46","0.000","3","0.000","0.000","0.353","0.000","0.000","0.000","0.0000000","0.647","0.353","0.039","3747.000","","2020-05-27 17:28:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","2706","3114","78","330","2550","121","32","18098","153","2922","0.041","326","0.098","0.049","0.819","0.039","0.010","0.025","0.0286541","0.106","0.869","0.172","874.000","34899.000","2020-05-27 17:28:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","5266","8045","227","2552","4849","346","64","85597","410","5159","0.067","743","0.086","0.051","0.603","0.043","0.008","0.028","0.0293132","0.317","0.655","0.094","963.000","34114.000","2020-05-27 17:28:00"
"13","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","2032","2516","123","361","1815","182","34","16103","216","1679","0.108","148","0.230","0.086","0.721","0.072","0.014","0.049","0.0563968","0.143","0.808","0.156","867.000","17732.000","2020-05-27 17:28:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","108","178","6","64","94","8","3","5991","11","635","0.013","48","0.063","0.062","0.528","0.045","0.017","0.034","0.0048281","0.360","0.607","0.030","6982.000","207122.000","2020-05-27 17:28:00"
"17","Caldas","5120","Manizales","7.836837561","-75.41436144","46","134","6","82","42","3","1","4307","4","835","0.004","85","0.012","0.030","0.313","0.022","0.007","0.045","0.0058913","0.612","0.343","0.031","7600.000","169742.000","2020-05-27 17:28:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","16","24","1","7","15","1","0","926","1","250","0.004","12","0.000","0.042","0.625","0.042","0.000","0.042","0.0024359","0.292","0.667","0.026","17105.000","410521.000","2020-05-27 17:28:00"
"85","Casanare","85001","Yopal","5.327612651","-72.39691516","15","33","0","18","15","0","0","1279","0","219","0.000","16","0.000","0.000","0.455","0.000","0.000","0.000","0.0000000","0.545","0.455","0.026","13188.000","","2020-05-27 17:28:00"
"19","Cauca","19001","Popayan","2.482503391","-76.57406468","36","80","4","40","32","3","1","2641","4","644","0.005","52","0.019","0.050","0.400","0.038","0.013","0.050","0.0026811","0.500","0.450","0.030","18649.000","372984.000","2020-05-27 17:28:00"
"20","Cesar","20001","Valledupar","10.46048122","-73.25938931","50","115","11","54","44","5","0","3309","5","1210","0.004","202","0.000","0.043","0.383","0.043","0.000","0.096","0.0084917","0.470","0.435","0.035","11264.000","117762.000","2020-05-27 17:28:00"
"27","Choco","27001","Quibdo","5.692195187","-76.62596936","136","154","4","14","121","13","1","1627","14","256","0.051","12","0.083","0.091","0.786","0.084","0.006","0.026","0.0073426","0.091","0.883","0.095","3537.000","136191.000","2020-05-27 17:28:00"
"23","Cordoba","23001","Monteria","8.745132591","-75.87557791","67","96","6","23","59","6","2","4993","8","1120","0.005","137","0.015","0.083","0.615","0.063","0.021","0.063","0.0032806","0.240","0.698","0.019","19052.000","304825.000","2020-05-27 17:28:00"
"25","Cundinamarca","11001","Bogota D.C.","4.65017303","-74.107359","407","639","14","218","365","30","11","7883","41","1158","0.026","109","0.101","0.064","0.571","0.047","0.017","0.022","0.0043170","0.341","0.637","0.081","5075.000","231643.000","2020-05-27 17:28:00"
"41","Huila","23570","Neiva","8.550144929","-75.54027122","84","244","9","151","76","4","0","252","4","603","0.007","87","0.000","0.016","0.311","0.016","0.000","0.037","0.0080169","0.619","0.344","0.968","4601.000","124736.000","2020-05-27 17:28:00"
"44","La Guajira","44001","Riohacha","11.52875138","-72.91148891","38","55","3","14","34","2","1","6718","3","512","0.004","48","0.021","0.055","0.618","0.036","0.018","0.055","0.0031065","0.255","0.691","0.008","17559.000","321906.000","2020-05-27 17:28:00"
