"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","236","2364","89","2039","219","9","7","10990","2039","64","31.859","0","","291.286","337.714","291.286","31.286","12.714","112.6297140","1.286","33.714","0.001","11289.000","888.000","2020-07-05 17:01:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","3754","5990","47","2189","3432","278","39","96066","2189","3851","0.568","381","9.008","56.128","153.590","56.128","88.000","1.205","0.7038109","7.128","96.256","0.000","171229.000","142084.000","2020-07-05 17:01:00"
"81","Arauca","17524","Arauca","7.077358544","-70.74635031","89","96","0","7","85","3","1","2677","7","130","0.054","2","42.500","7.000","96.000","7.000","85.000","0.000","0.0000000","3.000","89.000","0.000","294206.000","","2020-07-05 17:01:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","7","28","0","21","6","0","0","1428","21","46","0.457","3","2.000","","","","","","0.0000000","","","0.000","","","2020-07-05 17:01:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","16405","27251","1463","9383","14829","1290","209","24956","9383","2922","3.211","326","45.488","44.895","130.388","44.895","70.952","7.000","53.7447174","6.172","78.493","0.008","13025.000","1861.000","2020-07-05 17:01:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","21629","36554","826","14099","19535","1910","139","254021","14099","5159","2.733","743","26.292","101.432","262.978","101.432","140.540","5.942","10.6663843","13.741","155.604","0.001","55712.000","9375.000","2020-07-05 17:01:00"
"13","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","4903","10494","406","5185","4547","272","61","5234","5185","1679","3.088","148","30.723","85.000","172.033","85.000","74.541","6.656","18.6155189","4.459","80.377","0.012","35754.000","5372.000","2020-07-05 17:01:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","176","430","12","242","143","25","3","15278","242","635","0.381","48","2.979","80.667","143.333","80.667","47.667","4.000","0.9656152","8.333","58.667","0.000","414244.000","103561.000","2020-07-05 17:01:00"
"17","Caldas","5120","Manizales","7.836837561","-75.41436144","75","271","7","189","64","9","1","9541","189","835","0.226","85","0.753","189.000","271.000","189.000","64.000","7.000","0.6873169","9.000","75.000","0.000","1018453.000","145493.000","2020-07-05 17:01:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","32","55","1","22","25","6","0","2126","22","250","0.088","12","2.083","","","","","","0.2435929","","","0.000","","410521.000","2020-07-05 17:01:00"
"85","Casanare","85001","Yopal","5.327612651","-72.39691516","38","87","0","49","35","2","1","4288","49","219","0.224","16","2.188","49.000","87.000","49.000","35.000","0.000","0.0000000","2.000","38.000","0.000","435195.000","","2020-07-05 17:01:00"
"19","Cauca","19001","Popayan","2.482503391","-76.57406468","332","530","20","178","271","45","16","6093","178","644","0.276","52","5.212","11.125","33.125","11.125","16.938","1.250","1.3405392","2.813","20.750","0.003","93246.000","74597.000","2020-07-05 17:01:00"
"20","Cesar","20001","Valledupar","10.46048122","-73.25938931","703","1299","31","565","617","79","5","11530","565","1210","0.467","202","3.054","113.000","259.800","113.000","123.400","6.200","2.3931072","15.800","140.600","0.000","259077.000","41787.000","2020-07-05 17:01:00"
"27","Choco","27001","Quibdo","5.692195187","-76.62596936","1153","1869","55","661","990","133","27","7915","661","256","2.582","12","82.500","24.481","69.222","24.481","36.667","2.037","10.0961150","4.926","42.704","0.003","20176.000","9905.000","2020-07-05 17:01:00"
"23","Cordoba","23001","Monteria","8.745132591","-75.87557791","714","1052","77","261","519","147","42","12398","261","1120","0.233","137","3.788","6.214","25.048","6.214","12.357","1.833","4.2100728","3.500","17.000","0.003","43546.000","23753.000","2020-07-05 17:01:00"
"25","Cundinamarca","11001","Bogota D C.","4.65017303","-74.107359","1575","3238","68","1595","1353","194","18","33331","1595","1158","1.377","109","12.413","88.611","179.889","88.611","75.167","3.778","2.0968246","10.778","87.500","0.001","180167.000","47691.000","2020-07-05 17:01:00"
"94","Guainia","94001","Inirida","3.866161619","-67.91883684","11","14","1","2","11","0","0","1049","2","15","0.133","0","","","","","","","1.9748795","","","0.000","","50636.000","2020-07-05 17:01:00"
"95","Guaviare","95001","San Jose del Guaviare","2.566428399","-72.63898622","32","39","0","7","31","1","0","5430","7","39","0.179","0","","","","","","","0.0000000","","","0.000","","","2020-07-05 17:01:00"
"41","Huila","23570","Neiva","8.550144929","-75.54027122","109","380","11","260","99","6","0","913","260","603","0.431","87","1.138","","","","","","0.9798490","","","0.000","","102057.000","2020-07-05 17:01:00"
"44","La Guajira","44001","Riohacha","11.52875138","-72.91148891","466","620","27","127","417","39","8","14348","127","512","0.248","48","8.688","15.875","77.500","15.875","52.125","3.375","2.7958472","4.875","58.250","0.001","120715.000","35767.000","2020-07-05 17:01:00"
"47","Magdalena","23807","Santa Marta","11.2294335","-74.19089412","1137","2120","148","835","969","138","22","897","835","1145","0.729","65","14.908","37.955","96.364","37.955","44.045","6.727","10.3712196","6.273","51.682","0.025","64865.000","9642.000","2020-07-05 17:01:00"
"50","Meta","23001","Villavicencio","8.745132591","-75.87557791","331","1349","16","1002","307","17","5","19679","1002","874","1.146","45","6.822","200.400","269.800","200.400","61.400","3.200","1.5045315","3.400","66.200","0.000","212691.000","66466.000","2020-07-05 17:01:00"
"52","Narino","52001","Pasto","1.212124365","-77.27857635","1564","3929","117","2248","1335","189","32","19061","2248","980","2.294","82","16.280","70.250","122.781","70.250","41.719","3.656","7.1885470","5.906","48.875","0.002","50862.000","13911.000","2020-07-05 17:01:00"
"54","Norte de Santander","54001","Cucuta","7.905306295","-72.5082562","186","386","21","179","163","17","5","13984","179","763","0.235","83","1.964","35.800","77.200","35.800","32.600","4.200","1.2960419","3.400","37.200","0.000","324064.000","77158.000","2020-07-05 17:01:00"
"86","Putumayo","86001","Mocoa","1.152296118","-76.65027142","18","35","8","9","9","7","2","863","9","193","0.047","6","1.500","4.500","17.500","4.500","4.500","4.000","2.2276242","3.500","9.000","0.002","179564.000","44891.000","2020-07-05 17:01:00"
"63","Quindio","5059","Armenia","6.155818729","-75.78683783","50","177","5","122","49","0","0","4095","122","481","0.254","28","1.750","","","","","","0.9002504","","","0.000","","111080.000","2020-07-05 17:01:00"
"66","Risaralda","23001","Pereira","8.745132591","-75.87557791","284","614","15","315","255","21","7","13221","315","710","0.444","64","3.984","45.000","87.714","45.000","36.429","2.143","1.5607848","3.000","40.571","0.001","137294.000","64070.000","2020-07-05 17:01:00"
