"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","245","2335","89","2001","228","9","7","10990","2001","64","31.266","0","","285.857","333.571","285.857","32.571","12.714","112.6297140","1.286","35.000","0.001","11289.000","888.000","2020-07-04 17:10:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","3498","5675","41","2136","3193","262","38","96066","2136","3851","0.555","381","8.381","56.211","149.342","56.211","84.026","1.079","0.6139627","6.895","92.053","0.000","175735.000","162876.000","2020-07-04 17:10:00"
"81","Arauca","17524","Arauca","7.077358544","-70.74635031","89","96","0","7","85","3","1","2677","7","130","0.054","2","42.500","7.000","96.000","7.000","85.000","0.000","0.0000000","3.000","89.000","0.000","294206.000","","2020-07-04 17:10:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","7","28","0","21","6","0","0","1428","21","46","0.457","3","2.000","","","","","","0.0000000","","","0.000","","","2020-07-04 17:10:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","15917","26406","1412","9077","14404","1237","200","24956","9077","2922","3.106","326","44.184","45.385","132.030","45.385","72.020","7.060","51.8711831","6.185","79.585","0.008","13611.000","1928.000","2020-07-04 17:10:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","20698","35266","797","13771","18654","1860","139","254021","13771","5159","2.669","743","25.106","99.072","253.712","99.072","134.201","5.734","10.2918986","13.381","148.906","0.001","55712.000","9716.000","2020-07-04 17:10:00"
"13","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","4700","10134","401","5033","4340","276","61","5234","5033","1679","2.998","148","29.324","82.508","166.131","82.508","71.148","6.574","18.3862638","4.525","77.049","0.012","35754.000","5439.000","2020-07-04 17:10:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","168","418","12","238","137","23","3","15278","238","635","0.375","48","2.854","79.333","139.333","79.333","45.667","4.000","0.9656152","7.667","56.000","0.000","414244.000","103561.000","2020-07-04 17:10:00"
"17","Caldas","5120","Manizales","7.836837561","-75.41436144","78","271","7","186","67","9","1","9541","186","835","0.223","85","0.788","186.000","271.000","186.000","67.000","7.000","0.6873169","9.000","78.000","0.000","1018453.000","145493.000","2020-07-04 17:10:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","31","54","1","22","24","6","0","2126","22","250","0.088","12","2.000","","","","","","0.2435929","","","0.000","","410521.000","2020-07-04 17:10:00"
"85","Casanare","85001","Yopal","5.327612651","-72.39691516","37","85","0","48","35","1","1","4288","48","219","0.219","16","2.188","48.000","85.000","48.000","35.000","0.000","0.0000000","1.000","37.000","0.000","435195.000","","2020-07-04 17:10:00"
"19","Cauca","19001","Popayan","2.482503391","-76.57406468","317","507","20","170","259","42","16","6093","170","644","0.264","52","4.981","10.625","31.688","10.625","16.188","1.250","1.3405392","2.625","19.813","0.003","93246.000","74597.000","2020-07-04 17:10:00"
"20","Cesar","20001","Valledupar","10.46048122","-73.25938931","727","1272","30","515","642","78","5","11530","515","1210","0.426","202","3.178","103.000","254.400","103.000","128.400","6.000","2.3159102","15.600","145.400","0.000","259077.000","43180.000","2020-07-04 17:10:00"
"27","Choco","27001","Quibdo","5.692195187","-76.62596936","1150","1833","53","630","990","131","27","7915","630","256","2.461","12","82.500","23.333","67.889","23.333","36.667","1.963","9.7289836","4.852","42.593","0.003","20176.000","10279.000","2020-07-04 17:10:00"
