"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","1625","1832","60","147","1566","53","5","6160","58","64","0.828","0","","0.032","0.855","0.029","0.003","0.033","0.7593014","0.080","0.887","0.297","43.000","1317.000","2020-05-30 17:28:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","603","1059","6","450","584","14","5","41099","19","3851","0.004","381","0.013","0.018","0.551","0.013","0.005","0.006","0.0008985","0.425","0.569","0.026","6306.000","1112988.000","2020-05-30 17:28:00"
"81","Arauca","17524","Arauca","7.077358544","-70.74635031","0","1","0","1","0","0","0","1204","0","130","0.000","2","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","0.001","294206.000","","2020-05-30 17:28:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","6","17","0","11","6","0","0","517","0","46","0.000","3","0.000","0.000","0.353","0.000","0.000","0.000","0.0000000","0.647","0.353","0.033","3747.000","","2020-05-30 17:28:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","3168","3731","94","469","2989","144","32","20164","176","2922","0.049","326","0.098","0.047","0.801","0.039","0.009","0.025","0.0345318","0.126","0.849","0.185","730.000","28959.000","2020-05-30 17:28:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","6404","9637","247","2986","5824","503","68","98661","571","5159","0.097","743","0.092","0.059","0.604","0.052","0.007","0.026","0.0318958","0.310","0.665","0.098","804.000","31352.000","2020-05-30 17:28:00"
"13","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","2424","3042","140","478","2184","206","33","19102","239","1679","0.123","148","0.223","0.079","0.718","0.068","0.011","0.046","0.0641914","0.157","0.797","0.159","717.000","15578.000","2020-05-30 17:28:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","112","190","7","71","102","6","1","7325","7","635","0.009","48","0.021","0.037","0.537","0.032","0.005","0.037","0.0056328","0.374","0.589","0.026","6541.000","177533.000","2020-05-30 17:28:00"
"17","Caldas","5120","Manizales","7.836837561","-75.41436144","41","135","6","88","40","0","1","4746","1","835","0.000","85","0.012","0.007","0.296","0.000","0.007","0.044","0.0058913","0.652","0.304","0.028","7544.000","169742.000","2020-05-30 17:28:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","16","24","1","7","15","1","0","1000","1","250","0.004","12","0.000","0.042","0.625","0.042","0.000","0.042","0.0024359","0.292","0.667","0.024","17105.000","410521.000","2020-05-30 17:28:00"
"85","Casanare","85001","Yopal","5.327612651","-72.39691516","11","34","0","23","11","0","0","1510","0","219","0.000","16","0.000","0.000","0.324","0.000","0.000","0.000","0.0000000","0.676","0.324","0.023","12800.000","","2020-05-30 17:28:00"
"19","Cauca","19001","Popayan","2.482503391","-76.57406468","47","95","4","44","41","5","1","2783","6","644","0.008","52","0.019","0.063","0.432","0.053","0.011","0.042","0.0026811","0.463","0.495","0.034","15705.000","372984.000","2020-05-30 17:28:00"
"20","Cesar","20001","Valledupar","10.46048122","-73.25938931","138","208","11","59","133","3","1","3737","4","1210","0.002","202","0.005","0.019","0.639","0.014","0.005","0.053","0.0084917","0.284","0.663","0.056","6228.000","117762.000","2020-05-30 17:28:00"
"27","Choco","27001","Quibdo","5.692195187","-76.62596936","189","219","6","24","166","21","1","1735","22","256","0.082","12","0.083","0.100","0.758","0.096","0.005","0.027","0.0110139","0.110","0.863","0.126","2488.000","90794.000","2020-05-30 17:28:00"
"23","Cordoba","23001","Monteria","8.745132591","-75.87557791","88","121","6","27","72","12","4","5557","16","1120","0.011","137","0.029","0.132","0.595","0.099","0.033","0.050","0.0032806","0.223","0.727","0.022","15115.000","304825.000","2020-05-30 17:28:00"
"25","Cundinamarca","11001","Bogota D.C.","4.65017303","-74.107359","565","806","15","226","507","45","12","9389","57","1158","0.039","109","0.110","0.071","0.629","0.056","0.015","0.019","0.0046253","0.280","0.701","0.086","4024.000","216200.000","2020-05-30 17:28:00"
"94","Guainia","94001","Inirida","3.866161619","-67.91883684","6","6","0","0","6","0","0","587","0","15","0.000","0","","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","0.010","8439.000","","2020-05-30 17:28:00"
"41","Huila","23570","Neiva","8.550144929","-75.54027122","77","247","9","161","71","2","0","261","2","603","0.003","87","0.000","0.008","0.287","0.008","0.000","0.036","0.0080169","0.652","0.312","0.946","4545.000","124736.000","2020-05-30 17:28:00"
"44","La Guajira","44001","Riohacha","11.52875138","-72.91148891","36","58","3","19","33","1","1","7135","2","512","0.002","48","0.021","0.034","0.569","0.017","0.017","0.052","0.0031065","0.328","0.621","0.008","16650.000","321906.000","2020-05-30 17:28:00"
"47","Magdalena","23807","Santa Marta","11.2294335","-74.19089412","379","594","38","177","346","30","2","7963","32","1145","0.026","65","0.031","0.054","0.582","0.051","0.003","0.064","0.0266288","0.298","0.638","0.075","2402.000","37553.000","2020-05-30 17:28:00"
