"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","133","2433","101","2199","114","10","7","11809","2199","64","34.359","0","","314.143","347.571","314.143","16.286","14.429","127.8157428","1.429","19.000","0.001","11289.000","782.000","2020-07-14 17:01:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","7369","10576","118","3089","6755","538","70","120233","3089","3851","0.802","381","17.730","44.129","151.086","44.129","96.500","1.686","1.7670146","7.686","105.271","0.001","95399.000","56593.000","2020-07-14 17:01:00"
"81","Arauca","17524","Arauca","7.077358544","-70.74635031","85","147","0","62","81","3","1","3342","62","130","0.477","2","40.500","62.000","147.000","62.000","81.000","0.000","0.0000000","3.000","85.000","0.000","294206.000","","2020-07-14 17:01:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","8","29","0","21","7","0","0","1895","21","46","0.457","3","2.333","","","","","","0.0000000","","","0.000","","","2020-07-14 17:01:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","17389","35649","1943","16317","15597","1479","217","30522","16317","2922","5.584","326","47.844","75.194","164.281","75.194","71.876","8.954","71.3779808","6.816","80.134","0.007","12544.000","1401.000","2020-07-14 17:01:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","32842","53131","1214","19075","29681","2919","157","335193","19075","5159","3.697","743","39.948","121.497","338.414","121.497","189.051","7.732","15.6767440","18.592","209.185","0.000","49325.000","6379.000","2020-07-14 17:01:00"
"13","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","4840","12596","456","7300","4438","314","60","7079","7300","1679","4.348","148","29.986","121.667","209.933","121.667","73.967","7.600","20.9080705","5.233","80.667","0.008","36350.000","4783.000","2020-07-14 17:01:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","209","517","16","292","168","34","2","16740","292","635","0.460","48","3.500","146.000","258.500","146.000","84.000","8.000","1.2874870","17.000","104.500","0.000","621366.000","77671.000","2020-07-14 17:01:00"
"17","Caldas","5120","Manizales","7.836837561","-75.41436144","72","305","7","226","57","13","1","10421","226","835","0.271","85","0.671","226.000","305.000","226.000","57.000","7.000","0.6873169","13.000","72.000","0.000","1018453.000","145493.000","2020-07-14 17:01:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","97","124","2","25","80","14","2","2452","25","250","0.100","12","6.667","12.500","62.000","12.500","40.000","1.000","0.4871858","7.000","48.500","0.001","205261.000","205261.000","2020-07-14 17:01:00"
"85","Casanare","85001","Yopal","5.327612651","-72.39691516","69","131","1","61","66","3","0","5154","61","219","0.279","16","4.125","","","","","","0.2297821","","","0.000","","435195.000","2020-07-14 17:01:00"
