"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","1075","1898","65","758","1019","50","5","7080","758","64","11.844","0","","151.600","379.600","151.600","203.800","13.000","0.8225766","10.000","215.000","0.001","15804.000","1216.000","2020-06-03 17:24:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","736","1260","6","518","714","16","5","44900","518","3851","0.135","381","1.874","103.600","252.000","103.600","142.800","1.200","0.0008985","3.200","147.200","0.000","1335586.000","1112988.000","2020-06-03 17:24:00"
"81","Arauca","17524","Arauca","7.077358544","-70.74635031","0","1","0","1","0","0","0","1261","1","130","0.008","2","0.000","","","","","","0.0000000","","","0.000","","","2020-06-03 17:24:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","2","17","0","15","2","0","0","581","15","46","0.326","3","0.667","","","","","","0.0000000","","","0.000","","","2020-06-03 17:24:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","3391","4756","131","1234","3158","186","41","25567","1234","2922","0.422","326","9.687","30.098","116.000","30.098","77.024","3.195","0.0481241","4.537","82.707","0.002","66393.000","20780.000","2020-06-03 17:24:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","6484","11250","272","4494","5839","528","101","109606","4494","5159","0.871","743","7.859","44.495","111.386","44.495","57.812","2.693","0.0351242","5.228","64.198","0.001","76673.000","28470.000","2020-06-03 17:24:00"
"13","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","2569","3571","161","841","2311","217","38","22864","841","1679","0.501","148","15.615","22.132","93.974","22.132","60.816","4.237","0.0738202","5.711","67.605","0.002","57394.000","13546.000","2020-06-03 17:24:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","98","214","8","108","87","6","0","8435","108","635","0.170","48","1.813","","","","","","0.0064374","","","0.000","","155341.000","2020-06-03 17:24:00"
"17","Caldas","5120","Manizales","7.836837561","-75.41436144","45","156","6","105","42","2","1","5026","105","835","0.126","85","0.494","105.000","156.000","105.000","42.000","6.000","0.0058913","2.000","45.000","0.000","1018453.000","169742.000","2020-06-03 17:24:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","5","24","1","18","4","0","0","1038","18","250","0.072","12","0.333","","","","","","0.0024359","","","0.000","","410521.000","2020-06-03 17:24:00"
