"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","356","2211","84","1771","324","24","7","9735","1771","64","27.672","0","","253.000","315.857","253.000","46.286","12.000","106.3022020","3.429","50.857","0.001","11289.000","941.000","2020-06-23 17:09:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","1895","3098","16","1187","1775","100","18","72521","1187","3851","0.308","381","4.659","65.944","172.111","65.944","98.611","0.889","0.2395952","5.556","105.278","0.000","370996.000","417371.000","2020-06-23 17:09:00"
"81","Arauca","17524","Arauca","7.077358544","-70.74635031","70","72","0","2","68","2","0","1801","2","130","0.015","2","34.000","","","","","","0.0000000","","","0.000","","","2020-06-23 17:09:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","6","23","0","17","5","0","0","1182","17","46","0.370","3","1.667","","","","","","0.0000000","","","0.000","","","2020-06-23 17:09:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","11425","16871","725","4721","10115","1093","182","17951","4721","2922","1.616","326","31.028","25.940","92.698","25.940","55.577","3.984","26.6335749","6.005","62.775","0.010","14957.000","3755.000","2020-06-23 17:09:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","11853","22409","512","10044","10287","1394","144","185089","10044","5159","1.947","743","13.845","69.750","155.618","69.750","71.438","3.556","6.6116087","9.681","82.313","0.001","53777.000","15125.000","2020-06-23 17:09:00"
"13","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","3793","7237","271","3173","3331","377","78","3750","3173","1679","1.890","148","22.507","40.679","92.782","40.679","42.705","3.474","12.4256296","4.833","48.628","0.021","27961.000","8048.000","2020-06-23 17:09:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","105","313","11","197","83","16","1","12672","197","635","0.310","48","1.729","197.000","313.000","197.000","83.000","11.000","0.8851473","16.000","105.000","0.000","1242731.000","112976.000","2020-06-23 17:09:00"
"17","Caldas","5120","Manizales","7.836837561","-75.41436144","83","237","7","147","69","12","1","7546","147","835","0.176","85","0.812","147.000","237.000","147.000","69.000","7.000","0.6873169","12.000","83.000","0.000","1018453.000","145493.000","2020-06-23 17:09:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","6","29","1","22","5","0","0","1800","22","250","0.088","12","0.417","","","","","","0.2435929","","","0.000","","410521.000","2020-06-23 17:09:00"
