"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","324","2220","85","1811","306","11","6","9754","1811","64","28.297","0","","301.833","370.000","301.833","51.000","14.167","107.5677044","1.833","54.000","0.001","13170.000","930.000","2020-06-24 17:35:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","1961","3239","17","1261","1828","112","19","74284","1261","3851","0.327","381","4.798","66.368","170.474","66.368","96.211","0.895","0.2545699","5.895","103.211","0.000","351470.000","392819.000","2020-06-24 17:35:00"
"81","Arauca","17524","Arauca","7.077358544","-70.74635031","74","76","0","2","72","2","0","2021","2","130","0.015","2","36.000","","","","","","0.0000000","","","0.000","","","2020-06-24 17:35:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","6","23","0","17","5","0","0","1182","17","46","0.370","3","1.667","","","","","","0.0000000","","","0.000","","","2020-06-24 17:35:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","12240","17972","763","4969","10864","1144","197","18657","4969","2922","1.701","326","33.325","25.223","91.228","25.223","55.147","3.873","28.0295416","5.807","62.132","0.011","13818.000","3568.000","2020-06-24 17:35:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","12520","23367","530","10317","10901","1448","143","190056","10317","5159","2.000","743","14.672","72.147","163.406","72.147","76.231","3.706","6.8440480","10.126","87.552","0.001","54154.000","14611.000","2020-06-24 17:35:00"
"13","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","3908","7473","280","3285","3442","380","79","3971","3285","1679","1.957","148","23.257","41.582","94.595","41.582","43.570","3.544","12.8382889","4.810","49.468","0.020","27607.000","7789.000","2020-06-24 17:35:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","118","328","11","199","95","16","2","12937","199","635","0.313","48","1.979","99.500","164.000","99.500","47.500","5.500","0.8851473","8.000","59.000","0.000","621366.000","112976.000","2020-06-24 17:35:00"
"17","Caldas","5120","Manizales","7.836837561","-75.41436144","79","238","7","152","65","12","1","7779","152","835","0.182","85","0.765","152.000","238.000","152.000","65.000","7.000","0.6873169","12.000","79.000","0.000","1018453.000","145493.000","2020-06-24 17:35:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","6","29","1","22","5","0","0","1845","22","250","0.088","12","0.417","","","","","","0.2435929","","","0.000","","410521.000","2020-06-24 17:35:00"
"85","Casanare","85001","Yopal","5.327612651","-72.39691516","26","61","0","35","26","0","0","3215","35","219","0.160","16","1.625","","","","","","0.0000000","","","0.000","","","2020-06-24 17:35:00"
"19","Cauca","19001","Popayan","2.482503391","-76.57406468","161","293","13","119","123","31","7","4626","119","644","0.185","52","2.365","17.000","41.857","17.000","17.571","1.857","0.8713505","4.429","23.000","0.002","213134.000","114764.000","2020-06-24 17:35:00"
"20","Cesar","20001","Valledupar","10.46048122","-73.25938931","482","784","21","281","449","30","2","8624","281","1210","0.232","202","2.223","140.500","392.000","140.500","224.500","10.500","1.6211372","15.000","241.000","0.000","647694.000","61685.000","2020-06-24 17:35:00"
"27","Choco","27001","Quibdo","5.692195187","-76.62596936","811","1148","32","305","699","94","17","5311","305","256","1.191","12","58.250","17.941","67.529","17.941","41.118","1.882","5.8741033","5.529","47.706","0.003","32045.000","17024.000","2020-06-24 17:35:00"
"23","Cordoba","23001","Monteria","8.745132591","-75.87557791","322","485","27","136","240","58","20","10227","136","1120","0.121","137","1.752","6.800","24.250","6.800","12.000","1.350","1.4762593","2.900","16.100","0.002","91447.000","67739.000","2020-06-24 17:35:00"
"25","Cundinamarca","11001","Bogota D C.","4.65017303","-74.107359","1077","2182","48","1057","907","152","14","22969","1057","1158","0.913","109","8.321","75.500","155.857","75.500","64.786","3.429","1.4801115","10.857","76.929","0.001","231643.000","67562.000","2020-06-24 17:35:00"
"94","Guainia","94001","Inirida","3.866161619","-67.91883684","11","14","1","2","11","0","0","970","2","15","0.133","0","","","","","","","1.9748795","","","0.000","","50636.000","2020-06-24 17:35:00"
"95","Guaviare","95001","San Jose del Guaviare","2.566428399","-72.63898622","9","10","0","1","8","1","0","3610","1","39","0.026","0","","","","","","","0.0000000","","","0.000","","","2020-06-24 17:35:00"
"41","Huila","23570","Neiva","8.550144929","-75.54027122","65","315","9","241","58","3","0","823","241","603","0.400","87","0.667","","","","","","0.8016946","","","0.000","","124736.000","2020-06-24 17:35:00"
"44","La Guajira","44001","Riohacha","11.52875138","-72.91148891","179","251","11","61","157","19","2","11268","61","512","0.119","48","3.271","30.500","125.500","30.500","78.500","5.500","1.1390489","9.500","89.500","0.000","482859.000","87793.000","2020-06-24 17:35:00"
"47","Magdalena","23807","Santa Marta","11.2294335","-74.19089412","680","1390","89","621","539","120","19","622","621","1145","0.542","65","8.292","32.684","73.158","32.684","28.368","4.684","6.2367469","6.316","35.789","0.031","75107.000","16034.000","2020-06-24 17:35:00"
"50","Meta","23001","Villavicencio","8.745132591","-75.87557791","188","1159","13","958","171","15","1","15266","958","874","1.096","45","3.800","958.000","1159.000","958.000","171.000","13.000","1.2224318","15.000","188.000","0.000","1063454.000","81804.000","2020-06-24 17:35:00"
"52","Narino","52001","Pasto","1.212124365","-77.27857635","1344","2814","94","1376","1142","177","18","13218","1376","980","1.404","82","13.927","76.444","156.333","76.444","63.444","5.222","5.7754138","9.833","74.667","0.001","90422.000","17315.000","2020-06-24 17:35:00"
"54","Norte de Santander","54001","Cucuta","7.905306295","-72.5082562","130","271","17","124","119","9","0","11622","124","763","0.163","83","1.434","","","","","","1.0491768","","","0.000","","95313.000","2020-06-24 17:35:00"
"86","Putumayo","86001","Mocoa","1.152296118","-76.65027142","4","19","6","9","2","2","0","679","9","193","0.047","6","0.333","","","","","","1.6707182","","","0.000","","59855.000","2020-06-24 17:35:00"
"63","Quindio","5059","Armenia","6.155818729","-75.78683783","37","152","4","111","35","0","1","3481","111","481","0.231","28","1.250","111.000","152.000","111.000","35.000","4.000","0.7202004","0.000","37.000","0.000","555401.000","138850.000","2020-06-24 17:35:00"
"66","Risaralda","23001","Pereira","8.745132591","-75.87557791","195","463","11","257","180","9","6","10744","257","710","0.362","64","2.813","42.833","77.167","42.833","30.000","1.833","1.1445755","1.500","32.500","0.001","160176.000","87369.000","2020-06-24 17:35:00"
"68","Santander","68001","Bucaramanga","7.116267276","-73.13259818","359","505","12","134","335","22","2","19368","134","1624","0.083","171","1.959","67.000","252.500","67.000","167.500","6.000","0.5261063","11.000","179.500","0.000","1140454.000","190076.000","2020-06-24 17:35:00"
"70","Sucre","70001","Sincelejo","9.302333104","-75.39548356","655","733","23","55","576","70","7","7664","55","816","0.067","96","6.000","7.857","104.714","7.857","82.286","3.286","2.4229604","10.000","93.571","0.001","135607.000","41272.000","2020-06-24 17:35:00"
