"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","1290","1385","48","47","1243","44","2","4053","46","64","0.688","0","","0.033","0.897","0.032","0.001","0.035","0.6074412","0.034","0.931","0.342","57.000","1646.000","2020-05-21 16:26:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","218","587","6","363","206","7","5","29118","12","3851","0.002","381","0.013","0.020","0.351","0.012","0.009","0.010","0.0008985","0.618","0.371","0.020","11376.000","1112988.000","2020-05-21 16:26:00"
"81","Arauca","17524","Arauca","7.077358544","-70.74635031","1","1","0","0","0","1","0","771","1","130","0.008","2","0.000","1.000","0.000","1.000","0.000","0.000","0.0000000","0.000","1.000","0.001","294206.000","","2020-05-21 16:26:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","16","21","0","5","16","0","0","376","0","46","0.000","3","0.000","0.000","0.762","0.000","0.000","0.000","0.0000000","0.238","0.762","0.056","3033.000","","2020-05-21 16:26:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","1955","2189","53","181","1825","103","24","13782","127","2922","0.035","326","0.074","0.058","0.834","0.047","0.011","0.024","0.0194701","0.083","0.893","0.159","1244.000","51361.000","2020-05-21 16:26:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","4459","6311","189","1663","4009","406","38","67350","444","5159","0.079","743","0.051","0.070","0.635","0.064","0.006","0.030","0.0244061","0.264","0.707","0.094","1227.000","40973.000","2020-05-21 16:26:00"
"13","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","1458","1796","92","246","1256","169","32","10942","201","1679","0.101","148","0.216","0.112","0.699","0.094","0.018","0.051","0.0421829","0.137","0.812","0.164","1214.000","23706.000","2020-05-21 16:26:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","82","136","5","49","67","7","6","4033","13","635","0.011","48","0.125","0.096","0.493","0.051","0.044","0.037","0.0040234","0.360","0.603","0.034","9138.000","248546.000","2020-05-21 16:26:00"
"17","Caldas","5120","Manizales","7.836837561","-75.41436144","52","126","5","69","46","5","1","3806","6","835","0.006","85","0.012","0.048","0.365","0.040","0.008","0.040","0.0049094","0.548","0.413","0.033","8083.000","203691.000","2020-05-21 16:26:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","15","21","1","5","14","1","0","754","1","250","0.004","12","0.000","0.048","0.667","0.048","0.000","0.048","0.0024359","0.238","0.714","0.028","19549.000","410521.000","2020-05-21 16:26:00"
"85","Casanare","85001","Yopal","5.327612651","-72.39691516","13","26","0","13","13","0","0","1175","0","219","0.000","16","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","0.022","16738.000","","2020-05-21 16:26:00"
"19","Cauca","19001","Popayan","2.482503391","-76.57406468","32","67","4","31","32","0","0","2301","0","644","0.000","52","0.000","0.000","0.478","0.000","0.000","0.060","0.0026811","0.463","0.478","0.029","22268.000","372984.000","2020-05-21 16:26:00"
"20","Cesar","20001","Valledupar","10.46048122","-73.25938931","16","80","11","53","15","1","0","2639","1","1210","0.001","202","0.000","0.013","0.188","0.013","0.000","0.138","0.0084917","0.663","0.200","0.030","16192.000","117762.000","2020-05-21 16:26:00"
"27","Choco","27001","Quibdo","5.692195187","-76.62596936","64","80","4","12","57","6","1","952","7","256","0.023","12","0.083","0.088","0.713","0.075","0.013","0.050","0.0073426","0.150","0.800","0.084","6810.000","136191.000","2020-05-21 16:26:00"
"23","Cordoba","23001","Monteria","8.745132591","-75.87557791","66","86","5","15","59","6","1","3944","7","1120","0.005","137","0.007","0.081","0.686","0.070","0.012","0.058","0.0027338","0.174","0.767","0.022","21267.000","365789.000","2020-05-21 16:26:00"
"25","Cundinamarca","11001","Bogota D.C.","4.65017303","-74.107359","193","393","14","186","178","12","3","5756","15","1158","0.010","109","0.028","0.038","0.453","0.031","0.008","0.036","0.0043170","0.473","0.491","0.068","8252.000","231643.000","2020-05-21 16:26:00"
"41","Huila","23570","Neiva","8.550144929","-75.54027122","96","227","9","122","87","5","1","221","6","603","0.008","87","0.011","0.026","0.383","0.022","0.004","0.040","0.0080169","0.537","0.423","1.027","4945.000","124736.000","2020-05-21 16:26:00"
"44","La Guajira","44001","Riohacha","11.52875138","-72.91148891","34","47","3","10","29","3","1","5235","4","512","0.006","48","0.021","0.085","0.617","0.064","0.021","0.064","0.0031065","0.213","0.723","0.009","20547.000","321906.000","2020-05-21 16:26:00"
"47","Magdalena","23807","Santa Marta","11.2294335","-74.19089412","300","466","31","135","279","21","0","5546","21","1145","0.018","65","0.000","0.045","0.599","0.045","0.000","0.067","0.0217235","0.290","0.644","0.084","3062.000","46033.000","2020-05-21 16:26:00"
"50","Meta","23001","Villavicencio","8.745132591","-75.87557791","879","964","8","77","872","4","2","6397","6","874","0.005","45","0.044","0.006","0.905","0.004","0.002","0.008","0.0075227","0.080","0.912","0.151","1103.000","132932.000","2020-05-21 16:26:00"
"52","Narino","52001","Pasto","1.212124365","-77.27857635","501","594","27","66","444","53","3","3590","56","980","0.054","82","0.037","0.094","0.747","0.089","0.005","0.045","0.0165890","0.111","0.843","0.165","2740.000","60281.000","2020-05-21 16:26:00"
"54","Norte de Santander","54001","Cucuta","7.905306295","-72.5082562","31","116","11","74","27","3","1","5127","4","763","0.004","83","0.012","0.034","0.233","0.026","0.009","0.095","0.0067888","0.638","0.267","0.023","13968.000","147302.000","2020-05-21 16:26:00"
"86","Putumayo","86001","Mocoa","1.152296118","-76.65027142","3","3","0","0","2","1","0","274","1","193","0.005","6","0.000","0.333","0.667","0.333","0.000","0.000","0.0000000","0.000","1.000","0.011","119709.000","","2020-05-21 16:26:00"
"63","Quindio","5059","Armenia","6.155818729","-75.78683783","21","84","2","61","19","0","2","1846","2","481","0.000","28","0.071","0.024","0.226","0.000","0.024","0.024","0.0036010","0.726","0.250","0.046","6612.000","277701.000","2020-05-21 16:26:00"
"66","Risaralda","23001","Pereira","8.745132591","-75.87557791","46","239","8","185","46","0","0","4861","0","710","0.000","64","0.000","0.000","0.192","0.000","0.000","0.033","0.0083242","0.774","0.192","0.049","4021.000","120132.000","2020-05-21 16:26:00"
"68","Santander","68001","Bucaramanga","7.116267276","-73.13259818","9","50","3","38","9","0","0","5768","0","1624","0.000","171","0.000","0.000","0.180","0.000","0.000","0.060","0.0013153","0.760","0.180","0.009","45618.000","760303.000","2020-05-21 16:26:00"
"70","Sucre","70001","Sincelejo","9.302333104","-75.39548356","4","5","0","1","4","0","0","1088","0","816","0.000","96","0.000","0.000","0.800","0.000","0.000","0.000","0.0000000","0.200","0.800","0.005","189850.000","","2020-05-21 16:26:00"
"73","Tolima","73001","Ibague","4.439608991","-75.19371478","91","177","7","79","87","2","2","3779","4","806","0.002","126","0.016","0.023","0.492","0.011","0.011","0.040","0.0052239","0.446","0.514","0.047","7571.000","191428.000","2020-05-21 16:26:00"
"76","Valle del Cauca","76001","Cali","3.414414305","-76.52156515","1290","2042","106","646","1064","176","50","21900","226","3072","0.057","503","0.099","0.111","0.521","0.086","0.024","0.052","0.0233884","0.316","0.632","0.093","2219.000","42756.000","2020-05-21 16:26:00"
"97","Vaupes","97001","Mitu","1.251190563","-70.23475052","11","11","0","0","11","0","0","542","0","4","0.000","0","","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","0.020","4065.000","","2020-05-21 16:26:00"
