"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","802","2111","77","1232","740","54","7","8408","1232","64","19.250","0","","176.000","301.571","176.000","105.714","11.000","97.4436851","7.714","114.571","0.001","11289.000","1026.000","2020-06-13 17:43:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","1111","1884","8","765","1059","41","9","59150","765","3851","0.199","381","2.780","85.000","209.333","85.000","117.667","0.889","0.1197976","4.556","123.444","0.000","741992.000","834741.000","2020-06-13 17:43:00"
"81","Arauca","17524","Arauca","7.077358544","-70.74635031","1","2","0","1","0","1","0","1598","1","130","0.008","2","0.000","","","","","","0.0000000","","","0.000","","","2020-06-13 17:43:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","1","18","0","17","0","1","0","676","17","46","0.370","3","0.000","","","","","","0.0000000","","","0.000","","","2020-06-13 17:43:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","6004","9077","366","2707","5295","591","107","11921","2707","2922","0.926","326","16.242","25.299","84.832","25.299","49.486","3.421","13.4453633","5.523","56.112","0.009","25440.000","7438.000","2020-06-13 17:43:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","8351","15458","365","6742","7324","860","144","138614","6742","5159","1.307","743","9.857","46.819","107.347","46.819","50.861","2.535","4.7133538","5.972","57.993","0.001","53777.000","21216.000","2020-06-13 17:43:00"
"13","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","3088","4905","204","1613","2769","267","45","2924","1613","1679","0.961","148","18.709","35.844","109.000","35.844","61.533","4.533","9.3536105","5.933","68.622","0.015","48466.000","10691.000","2020-06-13 17:43:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","82","241","9","150","66","11","0","10666","150","635","0.236","48","1.375","","","","","","0.7242114","","","0.000","","138081.000","2020-06-13 17:43:00"
"17","Caldas","5120","Manizales","7.836837561","-75.41436144","54","191","7","130","48","5","0","6213","130","835","0.156","85","0.565","","","","","","0.6873169","","","0.000","","145493.000","2020-06-13 17:43:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","3","25","1","21","2","0","0","1245","21","250","0.084","12","0.167","","","","","","0.2435929","","","0.000","","410521.000","2020-06-13 17:43:00"
