"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","276","2325","89","1960","261","8","6","10783","1960","64","30.625","0","","326.667","387.500","326.667","43.500","14.833","112.6297140","1.333","46.000","0.001","13170.000","888.000","2020-07-02 16:45:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","2939","4981","30","2012","2682","219","33","89252","2012","3851","0.522","381","7.039","60.970","150.939","60.970","81.273","0.909","0.4492410","6.636","89.061","0.000","202362.000","222598.000","2020-07-02 16:45:00"
"81","Arauca","17524","Arauca","7.077358544","-70.74635031","74","81","0","7","71","3","0","2491","7","130","0.054","2","35.500","","","","","","0.0000000","","","0.000","","","2020-07-02 16:45:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","7","28","0","21","6","0","0","1400","21","46","0.457","3","2.000","","","","","","0.0000000","","","0.000","","","2020-07-02 16:45:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","15416","25181","1292","8473","14001","1153","193","24157","8473","2922","2.900","326","42.948","43.902","130.472","43.902","72.544","6.694","47.4628673","5.974","79.876","0.008","14104.000","2107.000","2020-07-02 16:45:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","18695","32726","732","13299","16801","1709","143","234263","13299","5159","2.578","743","22.612","93.000","228.853","93.000","117.490","5.119","9.4525343","11.951","130.734","0.001","54154.000","10579.000","2020-07-02 16:45:00"
"13","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","4495","9629","387","4747","4144","268","63","4864","4747","1679","2.827","148","28.000","75.349","152.841","75.349","65.778","6.143","17.7443493","4.254","71.349","0.013","34619.000","5636.000","2020-07-02 16:45:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","159","405","12","234","128","23","3","14717","234","635","0.369","48","2.667","78.000","135.000","78.000","42.667","4.000","0.9656152","7.667","53.000","0.000","414244.000","103561.000","2020-07-02 16:45:00"
"17","Caldas","5120","Manizales","7.836837561","-75.41436144","77","267","7","183","66","9","1","9301","183","835","0.219","85","0.776","183.000","267.000","183.000","66.000","7.000","0.6873169","9.000","77.000","0.000","1018453.000","145493.000","2020-07-02 16:45:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","20","43","1","22","16","3","0","2087","22","250","0.088","12","1.333","","","","","","0.2435929","","","0.000","","410521.000","2020-07-02 16:45:00"
"85","Casanare","85001","Yopal","5.327612651","-72.39691516","22","69","0","47","20","1","1","4102","47","219","0.215","16","1.250","47.000","69.000","47.000","20.000","0.000","0.0000000","1.000","22.000","0.000","435195.000","","2020-07-02 16:45:00"
"19","Cauca","19001","Popayan","2.482503391","-76.57406468","286","467","20","161","236","38","12","5490","161","644","0.250","52","4.538","13.417","38.917","13.417","19.667","1.667","1.3405392","3.167","23.833","0.002","124328.000","74597.000","2020-07-02 16:45:00"
"20","Cesar","20001","Valledupar","10.46048122","-73.25938931","557","1076","26","493","483","68","5","10377","493","1210","0.407","202","2.391","98.600","215.200","98.600","96.600","5.200","2.0071222","13.600","111.400","0.000","259077.000","49823.000","2020-07-02 16:45:00"
"27","Choco","27001","Quibdo","5.692195187","-76.62596936","1080","1740","51","609","932","124","22","7391","609","256","2.379","12","77.667","27.682","79.091","27.682","42.364","2.318","9.3618521","5.636","49.091","0.003","24762.000","10682.000","2020-07-02 16:45:00"
"23","Cordoba","23001","Monteria","8.745132591","-75.87557791","590","893","57","246","428","118","38","11842","246","1120","0.220","137","3.124","6.474","23.500","6.474","11.263","1.500","3.1165474","3.105","15.526","0.003","48130.000","32087.000","2020-07-02 16:45:00"
"25","Cundinamarca","11001","Bogota D C.","4.65017303","-74.107359","1450","3006","58","1498","1236","187","20","30376","1498","1158","1.294","109","11.339","74.900","150.300","74.900","61.800","2.900","1.7884680","9.350","72.500","0.001","162150.000","55914.000","2020-07-02 16:45:00"
"94","Guainia","94001","Inirida","3.866161619","-67.91883684","11","14","1","2","11","0","0","1049","2","15","0.133","0","","","","","","","1.9748795","","","0.000","","50636.000","2020-07-02 16:45:00"
"95","Guaviare","95001","San Jose del Guaviare","2.566428399","-72.63898622","32","39","0","7","31","1","0","4859","7","39","0.179","0","","","","","","","0.0000000","","","0.000","","","2020-07-02 16:45:00"
"41","Huila","23570","Neiva","8.550144929","-75.54027122","101","365","10","254","92","5","0","913","254","603","0.421","87","1.057","","","","","","0.8907718","","","0.000","","112262.000","2020-07-02 16:45:00"
"44","La Guajira","44001","Riohacha","11.52875138","-72.91148891","405","536","20","111","364","33","7","13255","111","512","0.217","48","7.583","15.857","76.571","15.857","52.000","2.857","2.0709980","4.714","57.857","0.001","137960.000","48286.000","2020-07-02 16:45:00"
"47","Magdalena","23807","Santa Marta","11.2294335","-74.19089412","1060","1988","135","793","901","130","22","840","793","1145","0.693","65","13.862","36.045","90.364","36.045","40.955","6.136","9.4602341","5.909","48.182","0.026","64865.000","10571.000","2020-07-02 16:45:00"
