"ID_Deparment","Department","DIVIPOLA","Capital","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Tested","People_Hospitalized","Hospital_Beds","Hospital_Beds_Utilisation","ICU_Beds","ICU_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Testing_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"91","Amazonas","13001","Leticia","-4.199836935","-69.94142671","890","2029","72","1067","837","48","4","7665","1067","64","16.672","0","","266.750","507.250","266.750","209.250","18.000","91.1161731","12.000","222.500","0.001","19755.000","1098.000","2020-06-08 17:06:00"
"5","Antioquia","5001","Medellin","5.610109776","-74.88681663","977","1574","8","589","940","26","9","50128","589","3851","0.153","381","2.467","65.444","174.889","65.444","104.444","0.889","0.1197976","2.889","108.556","0.000","741992.000","834741.000","2020-06-08 17:06:00"
"81","Arauca","17524","Arauca","7.077358544","-70.74635031","1","2","0","1","0","1","0","1418","1","130","0.008","2","0.000","","","","","","0.0000000","","","0.000","","","2020-06-08 17:06:00"
"88","Archipielago de San Andres Providencia y Santa Catalina","5308","San Andres","12.58301369","-81.69606298","2","17","0","15","2","0","0","626","15","46","0.326","3","0.667","","","","","","0.0000000","","","0.000","","","2020-06-08 17:06:00"
"8","Atlantico","8001","Barranquilla","10.97592682","-74.79525905","4349","6761","239","2173","3939","320","83","33687","2173","2922","0.744","326","12.083","26.181","81.458","26.181","47.458","2.880","8.7798957","3.855","52.398","0.002","32797.000","11390.000","2020-06-08 17:06:00"
"11","Bogota D.C.","11001","Bogota D.C.","4.65017303","-74.107359","7331","13329","316","5682","6544","635","133","125237","5682","5159","1.101","743","8.808","42.722","100.218","42.722","49.203","2.376","4.0806022","4.774","55.120","0.001","58225.000","24506.000","2020-06-08 17:06:00"
"13","Bolivar","13001","Cartagena de Indias","-4.199836935","-69.94142671","2695","4221","182","1344","2415","235","39","29479","1344","1679","0.800","148","16.318","34.462","108.231","34.462","61.923","4.667","8.3448878","6.026","69.103","0.001","55922.000","11983.000","2020-06-08 17:06:00"
"15","Boyaca","15001","Tunja","5.539953238","-73.35548873","83","225","9","133","74","4","0","9779","133","635","0.209","48","1.542","","","","","","0.7242114","","","0.000","","138081.000","2020-06-08 17:06:00"
"17","Caldas","5120","Manizales","7.836837561","-75.41436144","51","175","7","117","47","3","0","5505","117","835","0.140","85","0.553","","","","","","0.6873169","","","0.000","","145493.000","2020-06-08 17:06:00"
"18","Caqueta","13430","Florencia","9.313668722","-74.89151608","3","25","1","21","2","0","0","1067","21","250","0.084","12","0.167","","","","","","0.2435929","","","0.000","","410521.000","2020-06-08 17:06:00"
"85","Casanare","85001","Yopal","5.327612651","-72.39691516","5","36","0","31","5","0","0","2160","31","219","0.142","16","0.313","","","","","","0.0000000","","","0.000","","","2020-06-08 17:06:00"
"19","Cauca","19001","Popayan","2.482503391","-76.57406468","89","158","6","63","73","15","1","3303","63","644","0.098","52","1.404","63.000","158.000","63.000","73.000","6.000","0.4021618","15.000","89.000","0.000","1491937.000","248656.000","2020-06-08 17:06:00"
"20","Cesar","20001","Valledupar","10.46048122","-73.25938931","367","449","11","71","362","4","0","5105","71","1210","0.059","202","1.792","","","","","","0.8491671","","","0.000","","117762.000","2020-06-08 17:06:00"
"27","Choco","27001","Quibdo","5.692195187","-76.62596936","370","472","11","91","332","31","6","3145","91","256","0.355","12","27.667","15.167","78.667","15.167","55.333","1.833","2.0192230","5.167","61.667","0.002","90794.000","49524.000","2020-06-08 17:06:00"
"23","Cordoba","23001","Monteria","8.745132591","-75.87557791","149","226","11","66","121","18","10","6945","66","1120","0.059","137","0.883","6.600","22.600","6.600","12.100","1.100","0.6014390","1.800","14.900","0.001","182895.000","166268.000","2020-06-08 17:06:00"
"25","Cundinamarca","11001","Bogota D.C.","4.65017303","-74.107359","930","1339","34","375","845","73","8","14092","375","1158","0.324","109","7.752","46.875","167.375","46.875","105.625","4.250","1.0484123","9.125","116.250","0.001","405375.000","95382.000","2020-06-08 17:06:00"
"94","Guainia","94001","Inirida","3.866161619","-67.91883684","6","6","0","0","6","0","0","770","0","15","0.000","0","","","","","","","0.0000000","","","0.000","","","2020-06-08 17:06:00"
"95","Guaviare","95001","San Jose del Guaviare","2.566428399","-72.63898622","1","1","0","0","1","0","0","2076","0","39","0.000","0","","","","","","","0.0000000","","","0.000","","","2020-06-08 17:06:00"
"41","Huila","23570","Neiva","8.550144929","-75.54027122","28","259","9","222","23","1","0","453","222","603","0.368","87","0.264","","","","","","0.8016946","","","0.000","","124736.000","2020-06-08 17:06:00"
